locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD04_00001	CDS	279	rps19			ribosomal protein S19
P002_WD04_00002	CDS	390	rpl22			ribosomal protein L22
P002_WD04_00003	CDS	657	rps3			ribosomal protein S3
P002_WD04_00004	CDS	189				hypothetical protein
P002_WD04_00005	CDS	252				hypothetical protein
P002_WD04_00006	CDS	360	rpl16			ribosomal protein L16
P002_WD04_00007	CDS	369	rpl14			ribosomal protein L14
P002_WD04_00008	CDS	405	rps8			ribosomal protein S8
P002_WD04_00009	CDS	417	rps11			ribosomal protein S11
P002_WD04_00010	CDS	996	rpoA			RNA polymerase alpha subunit
P002_WD04_00011	CDS	447	petD			cytochrome b6/f complex subunit IV
P002_WD04_00012	CDS	489	petB			cytochrome b6
P002_WD04_00013	CDS	225	psbH			photosystem II phosphoprotein
P002_WD04_00014	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WD04_00015	CDS	285				hypothetical protein
P002_WD04_00016	CDS	375	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WD04_00017	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WD04_00018	CDS	144				hypothetical protein
P002_WD04_00019	CDS	354	rpl20			ribosomal protein L20
P002_WD04_00020	CDS	306	rps18			ribosomal protein S18
P002_WD04_00021	CDS	129	psaJ			photosystem I subunit IX
P002_WD04_00022	tRNA	76				tRNA-Pro(tgg)
P002_WD04_00023	tRNA	74				tRNA-Trp(cca)
P002_WD04_00024	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WD04_00025	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WD04_00026	CDS	123	psbJ			photosystem II protein J
P002_WD04_00027	CDS	963	petA			cytochrome f
P002_WD04_00028	CDS	729	cemA			envelope membrane protein
P002_WD04_00029	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WD04_00030	CDS	1476	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WD04_00031	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WD04_00032	CDS	1623	atpB			ATP synthase CF1 beta subunit
P002_WD04_00033	CDS	405	atpE			ATP synthase CF1 epsilon subunit
P002_WD04_00034	tRNA	73				tRNA-Met(cat)
P002_WD04_00035	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WD04_00036	CDS	735	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WD04_00037	CDS	603	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
P002_WD04_00038	tRNA	74				tRNA-Phe(gaa)
P002_WD04_00039	CDS	189				hypothetical protein
P002_WD04_00040	CDS	189				hypothetical protein
P002_WD04_00041	tRNA	75				tRNA-Thr(tgt)
P002_WD04_00042	CDS	606	rps4			ribosomal protein S4
P002_WD04_00043	tRNA	87				tRNA-Ser(gga)
P002_WD04_00044	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WD04_00045	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WD04_00046	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WD04_00047	CDS	123				hypothetical protein
P002_WD04_00048	CDS	180				hypothetical protein
P002_WD04_00049	tRNA	75				tRNA-Met(cat)
P002_WD04_00050	tRNA	72				tRNA-Gly(gcc)
P002_WD04_00051	CDS	189	psbZ			photosystem II protein Z
P002_WD04_00052	tRNA	93				tRNA-Ser(tga)
P002_WD04_00053	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WD04_00054	CDS	1062	psbD			photosystem II protein D2
P002_WD04_00055	tRNA	74				tRNA-Thr(ggt)
P002_WD04_00056	tRNA	75				tRNA-Glu(ttc)
P002_WD04_00057	tRNA	86				tRNA-Tyr(gta)
P002_WD04_00058	tRNA	77				tRNA-Asp(gtc)
P002_WD04_00059	CDS	156				hypothetical protein
P002_WD04_00060	tRNA	71				tRNA-Cys(gca)
P002_WD04_00061	CDS	156				hypothetical protein
P002_WD04_00062	CDS	3213	rpoB			RNA polymerase beta subunit
P002_WD04_00063	CDS	513	rpoC1_1			RNA polymerase beta' subunit
