P001_WA02_00061 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia;
P001_WA03_00122 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA04_00075 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00064 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WA07_00036 	Asteraceae;Omalotheca; 	Rubiaceae;Galium	Rubiaceae;Cruciata; 	Rubiaceae;Galium; 	Rubiaceae;Galium; 	Asteraceae;Cirsium;
P001_WA08_00138 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA10_00082 	Rubiaceae;Cruciata; 	Rubiaceae;Galium	Rubiaceae;Cruciata; 	Rubiaceae;Galium; 	Rubiaceae;Galium; 	Asteraceae;Cirsium;
P001_WA12_00095 	Asteraceae;Matricaria; 	Asteraceae;Achillea	Asteraceae;Achillea; 	Asteraceae;Anthemis; 	Asteraceae;Leucanthemopsis; 	Asteraceae;Leucanthemum;
P001_WB01_00189 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia;
P001_WB01_00382 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Asteraceae;Cirsium;
P001_WB01_00448 	Brassicaceae;Arabis; 	Poaceae;Holcus	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Agrostis;
P001_WB01_00468 	Brassicaceae;Arabis; 	Brassicaceae;Arabis	Brassicaceae;Draba; 	Brassicaceae;Cochlearia; 	Brassicaceae;Draba; 	Brassicaceae;Arabis;
P001_WB02_00085 	Salicaceae;Salix; 	Poaceae;Holcus	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Agrostis;
