locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WE05_00001	CDS	282	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WE05_00002	CDS	246	psaC			photosystem I subunit VII
P002_WE05_00003	CDS	1164	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WE05_00004	CDS	96				hypothetical protein
P002_WE05_00005	CDS	951	ccsA			cytochrome c heme attachment protein
P002_WE05_00006	tRNA	80				tRNA-Leu(tag)
P002_WE05_00007	CDS	2223	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WE05_00008	CDS	813				hypothetical protein
P002_WE05_00009	CDS	462				hypothetical protein
P002_WE05_00010	CDS	468	rps7			ribosomal protein S7
P002_WE05_00011	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WE05_00012	CDS	144				hypothetical protein
P002_WE05_00013	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WE05_00014	tRNA	75				tRNA-Met(cat)
P002_WE05_00015	CDS	7068				hypothetical protein
P002_WE05_00016	tRNA	72				tRNA-Val(gac)
P002_WE05_00017	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WE05_00018	CDS	564	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WE05_00019	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WE05_00020	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WE05_00021	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WE05_00022	CDS	330	rps15			ribosomal protein S15
P002_WE05_00023	CDS	399	rplT			50S ribosomal protein L20
P002_WE05_00024	CDS	336				hypothetical protein
P002_WE05_00025	CDS	135	psaJ			photosystem I subunit IX
P002_WE05_00026	tRNA	74				tRNA-Pro(tgg)
P002_WE05_00027	tRNA	74				tRNA-Trp(cca)
P002_WE05_00028	CDS	222	petL			Cytochrome b6-f complex subunit 6
P002_WE05_00029	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WE05_00030	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WE05_00031	CDS	123	psbJ			photosystem II protein J
P002_WE05_00032	tRNA	74				tRNA-His(gtg)
P002_WE05_00033	CDS	1062	psbA			photosystem II protein D1
P002_WE05_00034	CDS	1650	matK			maturase K
P002_WE05_00035	CDS	111				hypothetical protein
P002_WE05_00036	CDS	339				hypothetical protein
P002_WE05_00037	tRNA	72				tRNA-Gln(ttg)
P002_WE05_00038	tRNA	72				tRNA-Gln(ttg)
P002_WE05_00039	CDS	195	psbK			photosystem II protein K
P002_WE05_00040	tRNA	88				tRNA-Ser(gct)
P002_WE05_00041	tRNA	72				tRNA-Arg(tct)
P002_WE05_00042	CDS	1503	atpA			ATP synthase CF1 alpha subunit
P002_WE05_00043	CDS	375	atpF_1			ATP synthase CF0 subunit I
P002_WE05_00044	CDS	189				hypothetical protein
P002_WE05_00045	CDS	171	atpF_2			ATP synthase CF0 subunit I
P002_WE05_00046	CDS	321	atpH			ATP synthase subunit c
P002_WE05_00047	CDS	381	rpl2_1			ribosomal protein L2
P002_WE05_00048	CDS	498	rpl2_2			ribosomal protein L2
P002_WE05_00049	CDS	282	rps19			ribosomal protein S19
P002_WE05_00050	CDS	540	rpl22			ribosomal protein L22
P002_WE05_00051	CDS	699	rps3			ribosomal protein S3
P002_WE05_00052	CDS	381	rpl16			ribosomal protein L16
P002_WE05_00053	CDS	495				hypothetical protein
P002_WE05_00054	CDS	393	rps8			ribosomal protein S8
P002_WE05_00055	CDS	402	rps11			ribosomal protein S11
P002_WE05_00056	CDS	1023	rpoA			RNA polymerase alpha subunit
P002_WE05_00057	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WE05_00058	CDS	489	petB			cytochrome b6
P002_WE05_00059	CDS	222	psbH			photosystem II phosphoprotein
P002_WE05_00060	CDS	1332	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WE05_00061	CDS	3237	rpoB			RNA polymerase beta subunit
P002_WE05_00062	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P002_WE05_00063	CDS	165				hypothetical protein
P002_WE05_00064	CDS	1689	rpoC1_2			RNA polymerase beta' subunit
P002_WE05_00065	CDS	4176	rpoC2			RNA polymerase beta'' subunit
P002_WE05_00066	CDS	852	rps2			ribosomal protein S2
P002_WE05_00067	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WE05_00068	tRNA	76				tRNA-Met(cat)
P002_WE05_00069	tRNA	75				tRNA-Thr(tgt)
P002_WE05_00070	CDS	174				hypothetical protein
P002_WE05_00071	tRNA	74				tRNA-Phe(gaa)
P002_WE05_00072	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WE05_00073	CDS	684	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WE05_00074	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WE05_00075	tRNA	73				tRNA-Met(cat)
P002_WE05_00076	tRNA	76				tRNA-Met(cat)
P002_WE05_00077	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WE05_00078	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WE05_00079	CDS	213				hypothetical protein
P002_WE05_00080	tRNA	74				tRNA-Met(cat)
P002_WE05_00081	tRNA	71				tRNA-Gly(gcc)
P002_WE05_00082	CDS	288	psbZ			Photosystem II reaction center protein Z
P002_WE05_00083	tRNA	93				tRNA-Ser(tga)
