P001_WA04_00114 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA04_00127 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA06_00026 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA07_00007 	Asteraceae;Omalotheca; 	Asteraceae;Helianthus	Asteraceae;Gnaphalium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WA08_00025 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA12_00006 	Asteraceae;Matricaria; 	Asteraceae;Artemisia	Asteraceae;Artemisia; 	Asteraceae;Leucanthemum; 	Asteraceae;Achillea; 	Asteraceae;Leucanthemopsis;
P001_WB01_00296 	Brassicaceae;Arabis; 	Brassicaceae;Arabidopsis	Brassicaceae;Cardamine; 	Brassicaceae;Draba; 	Brassicaceae;Arabis; 	Ericaceae;Arctous;
P001_WB02_00130 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB03_00035 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P001_WB04_00031 	Betulaceae;Betula; 	Betulaceae;Carpinus	Betulaceae;Betula; 	Cyperaceae;Carex; 	Rosaceae;Sieversia; 	Rosaceae;Dryas;
P001_WB05_00048 	Poaceae;Anthoxanthum; 	Poaceae;Agrostis	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Hierochloe;
P001_WB07_00079 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Astragalus;
P001_WB08_00006 	Poaceae;Bromus; 	Poaceae;Elymus	Poaceae;Calamagrostis; 	Poaceae;Poa; 	Poaceae;Agrostis; 	Poaceae;Hierochloe;
P001_WB09_00106 	Asteraceae;Leontodon; 	Asteraceae;Sonchus	Asteraceae;Leontodon; 	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WB10_00106 	Poaceae;Nardus; 	Poaceae;Lygeum	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Hierochloe;
P001_WB12_00093 	Asteraceae;Gnaphalium; 	Asteraceae;Helianthus	Asteraceae;Gnaphalium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WC03_00019 	Asteraceae;Erigeron; 	Asteraceae;Pityopsis	Asteraceae;Erigeron; 	Juncaceae;Luzula; 	Asteraceae;Solidago; 	Asteraceae;Aster;
P001_WC06_00038 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Saxifragaceae;Saxifraga;
P001_WC07_00028 	Asteraceae;Leontodon; 	Asteraceae;Helianthus	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WC08_00009 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Carum; 	Apiaceae;Carum; 	Apiaceae;Peucedanum; 	Apiaceae;Chaerophyllum;
P001_WC10_00093 	Apiaceae;Carum; 	Apiaceae;Pterygopleurum	Apiaceae;Carum; 	Apiaceae;Peucedanum; 	Apiaceae;Bupleurum; 	Apiaceae;Chaerophyllum;
P001_WC12_00135 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD02_00099 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Chrysosplenium	Saxifragaceae;Saxifraga; 	Crassulaceae;Rhodiola; 	Crassulaceae;Sedum; 	Saxifragaceae;Saxifraga;
P001_WD09_00091 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Saxifragaceae;Saxifraga;
P001_WD11_00041 	Crassulaceae;Sedum; 	Apiaceae;Sanicula	Apiaceae;Carum; 	Apiaceae;Peucedanum; 	Apiaceae;Chaerophyllum; 	Campanulaceae;Campanula;
P001_WD11_00071 	Crassulaceae;Sedum; 	Crassulaceae;Pachyphytum	Crassulaceae;Rhodiola; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WD12_00013 	Asteraceae;Taraxacum; 	Asteraceae;Helianthus	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WE03_00024 	Ranunculaceae;Ranunculus; 	Stemonuraceae;Discophora	Papaveraceae;Papaver; 	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Saxifragaceae;Saxifraga;
P001_WE04_00092 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE07_00131 	Juncaceae;Luzula; 	Polygalaceae;Polygala	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Juncaceae;Juncus; 	Cyperaceae;Carex;
P001_WE08_00041 	Caprifoliaceae;Scabiosa; 	Caprifoliaceae;Dipsacus	Asteraceae;Omalotheca; 	Asteraceae;Gnaphalium; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WE10_00042 	Asteraceae;Taraxacum; 	Asteraceae;Helianthus	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WE12_00204 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE12_00331 	Cyperaceae;Carex; 	Asteraceae;Helianthus	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WF01_00044 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Violaceae;Viola;
P001_WF01_00190 	Equisetaceae;Equisetum; 	Celastraceae;Parnassia	Liliaceae;Fritillaria; 	Fabaceae;Hedysarum; 	Saxifragaceae;Saxifraga; 	Ericaceae;Arctous;
P001_WF02_00041 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WF03_00090 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WF05_00075 	Asteraceae;Antennaria; 	Asteraceae;Helianthus	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WF07_00032 	Poaceae;Festuca; 	Poaceae;Holcus	Poaceae;Festuca; 	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Hierochloe;
P001_WF08_00109 	Orchidaceae;Coeloglossum; 	Orchidaceae;Platanthera	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WF09_00043 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Saxifragaceae;Saxifraga;
P001_WG02_00166 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG04_00113 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG06_00100 	Saxifragaceae;Saxifraga; 	Daphniphyllaceae;Daphniphyllum	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Crassulaceae;Rhodiola;
P001_WG08_00102 	Asteraceae;Anthemis; 	Asteraceae;Artemisia	Asteraceae;Artemisia; 	Asteraceae;Leucanthemum; 	Asteraceae;Achillea; 	Asteraceae;Leucanthemopsis;
P001_WG10_00117 	Asteraceae;Taraxacum; 	Asteraceae;Helianthus	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WH02_00085 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
