locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WE05_00001	CDS	2238	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WE05_00002	tRNA	80				tRNA-Leu(tag)
P001_WE05_00003	CDS	1467	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WE05_00004	CDS	246	psaC			photosystem I subunit VII
P001_WE05_00005	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WE05_00006	CDS	534	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WE05_00007	CDS	441				hypothetical protein
P001_WE05_00008	CDS	387				hypothetical protein
P001_WE05_00009	CDS	591				hypothetical protein
P001_WE05_00010	tRNA	73				tRNA-Met(cat)
P001_WE05_00011	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WE05_00012	CDS	1497	atpB			ATP synthase CF1 beta subunit
P001_WE05_00013	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WE05_00014	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WE05_00015	CDS	690	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WE05_00016	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WE05_00017	tRNA	74				tRNA-Phe(gaa)
P001_WE05_00018	tRNA	75				tRNA-Thr(tgt)
P001_WE05_00019	CDS	426				hypothetical protein
P001_WE05_00020	CDS	276				hypothetical protein
P001_WE05_00021	CDS	642				hypothetical protein
P001_WE05_00022	CDS	225				hypothetical protein
P001_WE05_00023	CDS	417				hypothetical protein
P001_WE05_00024	CDS	177				hypothetical protein
P001_WE05_00025	CDS	216				hypothetical protein
P001_WE05_00026	rRNA	1564				16S ribosomal RNA
P001_WE05_00027	tRNA	74				tRNA-Thr(ggt)
P001_WE05_00028	CDS	576				hypothetical protein
P001_WE05_00029	tRNA	75				tRNA-Thr(tgt)
P001_WE05_00030	tRNA	74				tRNA-Val(gac)
P001_WE05_00031	CDS	237				hypothetical protein
P001_WE05_00032	CDS	360	rpl16			ribosomal protein L16
P001_WE05_00033	CDS	399	rpl14			ribosomal protein L14
P001_WE05_00034	CDS	513				hypothetical protein
P001_WE05_00035	CDS	141				hypothetical protein
P001_WE05_00036	CDS	246	infA			translational initiation factor 1
P001_WE05_00037	CDS	417	rps11			ribosomal protein S11
P001_WE05_00038	CDS	780	rpoA			RNA polymerase alpha subunit
P001_WE05_00039	CDS	186				hypothetical protein
P001_WE05_00040	CDS	261				hypothetical protein
P001_WE05_00041	CDS	231				hypothetical protein
P001_WE05_00042	CDS	309				hypothetical protein
P001_WE05_00043	CDS	189				hypothetical protein
P001_WE05_00044	CDS	285	rpoB_1			RNA polymerase beta subunit
P001_WE05_00045	CDS	3219	rpoB_2			RNA polymerase beta subunit
P001_WE05_00046	CDS	399				hypothetical protein
P001_WE05_00047	CDS	2064	rpoC1			RNA polymerase beta' subunit
P001_WE05_00048	CDS	4101	rpoC2			RNA polymerase beta'' subunit
P001_WE05_00049	CDS	696	rps2			ribosomal protein S2
P001_WE05_00050	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WE05_00051	CDS	171				hypothetical protein
P001_WE05_00052	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WE05_00053	CDS	171	atpF_1			ATP synthase CF0 subunit I
P001_WE05_00054	CDS	237				hypothetical protein
P001_WE05_00055	CDS	237	atpF_2			ATP synthase CF0 subunit I
P001_WE05_00056	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WE05_00057	tRNA	72				tRNA-Arg(tct)
P001_WE05_00058	tRNA	90				tRNA-Ser(gct)
P001_WE05_00059	CDS	312	psbK			Photosystem II reaction center protein K
P001_WE05_00060	tRNA	72				tRNA-Gln(ttg)
P001_WE05_00061	CDS	240				hypothetical protein
P001_WE05_00062	CDS	237				hypothetical protein
P001_WE05_00063	tRNA	75				tRNA-Glu(ttc)
P001_WE05_00064	tRNA	86				tRNA-Tyr(gta)
P001_WE05_00065	tRNA	77				tRNA-Asp(gtc)
P001_WE05_00066	tRNA	71				tRNA-Cys(gca)
P001_WE05_00067	CDS	201				hypothetical protein
P001_WE05_00068	CDS	429				hypothetical protein
P001_WE05_00069	CDS	120				hypothetical protein
P001_WE05_00070	CDS	348	rps18			ribosomal protein S18
P001_WE05_00071	CDS	360				hypothetical protein
P001_WE05_00072	CDS	141	psaJ			photosystem I subunit IX
P001_WE05_00073	tRNA	76				tRNA-Pro(tgg)
P001_WE05_00074	tRNA	74				tRNA-Trp(cca)
P001_WE05_00075	CDS	252	petG			Cytochrome b6-f complex subunit 5
P001_WE05_00076	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WE05_00077	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WE05_00078	CDS	123	psbJ			photosystem II protein J
P001_WE05_00079	CDS	351				hypothetical protein
P001_WE05_00080	tRNA	74				tRNA-Met(cat)
P001_WE05_00081	CDS	288	rpl23			ribosomal protein L23
P001_WE05_00082	CDS	804	rpl2			ribosomal protein L2
P001_WE05_00083	CDS	285	rps19			ribosomal protein S19
P001_WE05_00084	CDS	465	rpl22			ribosomal protein L22
P001_WE05_00085	CDS	771	rps3			ribosomal protein S3
P001_WE05_00086	CDS	336				hypothetical protein
P001_WE05_00087	CDS	228				hypothetical protein
P001_WE05_00088	CDS	231				hypothetical protein
P001_WE05_00089	CDS	186				hypothetical protein
P001_WE05_00090	CDS	459	petD			cytochrome b6/f complex subunit IV
P001_WE05_00091	CDS	255				hypothetical protein
P001_WE05_00092	CDS	489	petB			cytochrome b6
P001_WE05_00093	CDS	222	psbH			photosystem II phosphoprotein
P001_WE05_00094	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WE05_00095	CDS	207				hypothetical protein
P001_WE05_00096	CDS	303				hypothetical protein
P001_WE05_00097	CDS	1596	matK			maturase K
P001_WE05_00098	CDS	954	psbA			photosystem II protein D1
P001_WE05_00099	CDS	240				hypothetical protein
P001_WE05_00100	CDS	234	ycf3			hypothetical chloroplast RF34
P001_WE05_00101	tRNA	87				tRNA-Ser(gga)
P001_WE05_00102	CDS	633	rps4			ribosomal protein S4
P001_WE05_00103	CDS	249				hypothetical protein
P001_WE05_00104	rRNA	2907				23S ribosomal RNA
P001_WE05_00105	tRNA	74				tRNA-Arg(acg)
P001_WE05_00106	CDS	321				hypothetical protein
P001_WE05_00107	tRNA	74				tRNA-Asn(gtt)
P001_WE05_00108	CDS	291				hypothetical protein
P001_WE05_00109	CDS	360				hypothetical protein
P001_WE05_00110	CDS	330	rps15			ribosomal protein S15
P001_WE05_00111	CDS	1152	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WE05_00112	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WE05_00113	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WE05_00114	CDS	525	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WE05_00115	CDS	345				hypothetical protein
P001_WE05_00116	CDS	282				hypothetical protein
P001_WE05_00117	tRNA	83				tRNA-Leu(caa)
P001_WE05_00118	CDS	822	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WE05_00119	CDS	912	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P001_WE05_00120	CDS	228				hypothetical protein
P001_WE05_00121	CDS	477	rps7			ribosomal protein S7
P001_WE05_00122	CDS	174				hypothetical protein
P001_WE05_00123	CDS	1062	psbD			photosystem II protein D2
P001_WE05_00124	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WE05_00125	tRNA	93				tRNA-Ser(tga)
P001_WE05_00126	CDS	297	psbZ			Photosystem II reaction center protein Z
P001_WE05_00127	tRNA	74				tRNA-Gly(gcc)
P001_WE05_00128	tRNA	76				tRNA-Met(cat)
P001_WE05_00129	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WE05_00130	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WE05_00131	CDS	210				hypothetical protein
P001_WE05_00132	CDS	519				hypothetical protein
P001_WE05_00133	CDS	642	ycf4			photosystem I assembly protein Ycf4
P001_WE05_00134	CDS	696	cemA			envelope membrane protein
P001_WE05_00135	CDS	963	petA			cytochrome f
P001_WE05_00136	CDS	132				hypothetical protein
