locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WE04_00001	CDS	399	rps8			ribosomal protein S8
P002_WE04_00002	CDS	369	rpl14			ribosomal protein L14
P002_WE04_00003	CDS	360	rpl16			ribosomal protein L16
P002_WE04_00004	CDS	453				hypothetical protein
P002_WE04_00005	CDS	192				hypothetical protein
P002_WE04_00006	CDS	657	rps3			ribosomal protein S3
P002_WE04_00007	CDS	564				hypothetical protein
P002_WE04_00008	CDS	279	rps19			ribosomal protein S19
P002_WE04_00009	CDS	498	rpl2_1			ribosomal protein L2
P002_WE04_00010	CDS	339	rpl2_2			ribosomal protein L2
P002_WE04_00011	CDS	282	rpl23			ribosomal protein L23
P002_WE04_00012	tRNA	75				tRNA-Met(cat)
P002_WE04_00013	CDS	6684				hypothetical protein
P002_WE04_00014	CDS	333				hypothetical protein
P002_WE04_00015	tRNA	83				tRNA-Leu(caa)
P002_WE04_00016	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WE04_00017	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WE04_00018	CDS	468	rps7			ribosomal protein S7
P002_WE04_00019	CDS	384				hypothetical protein
P002_WE04_00020	CDS	306				hypothetical protein
P002_WE04_00021	tRNA	73				tRNA-Ile(tat)
P002_WE04_00022	tRNA	72				tRNA-Val(gac)
P002_WE04_00023	rRNA	1487				16S ribosomal RNA
P002_WE04_00024	CDS	249				hypothetical protein
P002_WE04_00025	CDS	105				hypothetical protein
P002_WE04_00026	rRNA	3011				23S ribosomal RNA
P002_WE04_00027	tRNA	75				tRNA-Arg(acg)
P002_WE04_00028	tRNA	74				tRNA-Asn(gtt)
P002_WE04_00029	CDS	240				hypothetical protein
P002_WE04_00030	CDS	2214	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WE04_00031	tRNA	80				tRNA-Leu(tag)
P002_WE04_00032	CDS	933	ccsA			cytochrome c heme attachment protein
P002_WE04_00033	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WE04_00034	CDS	246	psaC			photosystem I subunit VII
P002_WE04_00035	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WE04_00036	CDS	534	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WE04_00037	CDS	534	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WE04_00038	CDS	267	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
