locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD08_00001	rRNA	1268				23S ribosomal RNA (partial)
P002_WD08_00002	rRNA	1453				16S ribosomal RNA
P002_WD08_00003	rRNA	2991				23S ribosomal RNA
P002_WD08_00004	tRNA	75				tRNA-Arg(acg)
P002_WD08_00005	tRNA	72				tRNA-Asn(gtt)
P002_WD08_00006	CDS	5082				hypothetical protein
P002_WD08_00007	CDS	273	rps15			ribosomal protein S15
P002_WD08_00008	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WD08_00009	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WD08_00010	CDS	456	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WD08_00011	CDS	489	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WD08_00012	CDS	624	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WD08_00013	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WD08_00014	CDS	246	psaC			photosystem I subunit VII
P002_WD08_00015	CDS	1497	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WD08_00016	CDS	1059	ccsA			cytochrome c heme attachment protein
P002_WD08_00017	tRNA	80				tRNA-Leu(tag)
P002_WD08_00018	CDS	2436	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WD08_00019	tRNA	75				tRNA-His(gtg)
P002_WD08_00020	CDS	1062	psbA			photosystem II protein D1
P002_WD08_00021	CDS	1521	matK			maturase K
P002_WD08_00022	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WD08_00023	CDS	1476	atpB			ATP synthase CF1 beta subunit
P002_WD08_00024	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WD08_00025	tRNA	73				tRNA-Met(cat)
P002_WD08_00026	CDS	150				hypothetical protein
P002_WD08_00027	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WD08_00028	CDS	684	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WD08_00029	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WD08_00030	CDS	171				hypothetical protein
P002_WD08_00031	tRNA	73				tRNA-Phe(gaa)
P002_WD08_00032	CDS	150				hypothetical protein
P002_WD08_00033	tRNA	75				tRNA-Thr(tgt)
P002_WD08_00034	CDS	606	rps4			ribosomal protein S4
