locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD07_00001	CDS	240				hypothetical protein
P001_WD07_00002	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WD07_00003	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WD07_00004	CDS	216				hypothetical protein
P001_WD07_00005	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WD07_00006	CDS	696	atpI			ATP synthase CF0 subunit IV
P001_WD07_00007	CDS	816	rps2			ribosomal protein S2
P001_WD07_00008	CDS	4122	rpoC2			RNA polymerase beta'' subunit
P001_WD07_00009	CDS	1434	rpoC1_1			RNA polymerase beta' subunit
P001_WD07_00010	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WD07_00011	CDS	3231	rpoB			RNA polymerase beta subunit
P001_WD07_00012	tRNA	72				tRNA-Cys(gca)
P001_WD07_00013	tRNA	77				tRNA-Asp(gtc)
P001_WD07_00014	tRNA	86				tRNA-Tyr(gta)
P001_WD07_00015	tRNA	75				tRNA-Glu(ttc)
P001_WD07_00016	tRNA	74				tRNA-Thr(ggt)
P001_WD07_00017	CDS	1062	psbD			photosystem II protein D2
P001_WD07_00018	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WD07_00019	tRNA	93				tRNA-Ser(tga)
P001_WD07_00020	CDS	249				hypothetical protein
P001_WD07_00021	tRNA	72				tRNA-Gly(gcc)
P001_WD07_00022	tRNA	74				tRNA-Met(cat)
P001_WD07_00023	CDS	303	rps14			ribosomal protein S14
P001_WD07_00024	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WD07_00025	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WD07_00026	CDS	261				hypothetical protein
P001_WD07_00027	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WD07_00028	tRNA	87				tRNA-Ser(gga)
P001_WD07_00029	CDS	606	rps4			ribosomal protein S4
P001_WD07_00030	tRNA	75				tRNA-Thr(tgt)
P001_WD07_00031	tRNA	74				tRNA-Phe(gaa)
P001_WD07_00032	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WD07_00033	CDS	747	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WD07_00034	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WD07_00035	tRNA	73				tRNA-Met(cat)
P001_WD07_00036	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WD07_00037	CDS	1473	atpB			ATP synthase CF1 beta subunit
P001_WD07_00038	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WD07_00039	CDS	141				hypothetical protein
P001_WD07_00040	CDS	1407	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WD07_00041	CDS	111	psaI			photosystem I subunit VIII
P001_WD07_00042	CDS	555	ycf4			photosystem I assembly protein Ycf4
P001_WD07_00043	CDS	762	cemA			envelope membrane protein
P001_WD07_00044	CDS	969	petA			cytochrome f
P001_WD07_00045	CDS	123	psbJ			photosystem II protein J
P001_WD07_00046	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WD07_00047	CDS	288	psbE			photosystem II cytochrome b559 alpha subunit
P001_WD07_00048	CDS	114	petG			cytochrome b6/f complex subunit V
P001_WD07_00049	tRNA	74				tRNA-Trp(cca)
P001_WD07_00050	tRNA	76				tRNA-Pro(tgg)
P001_WD07_00051	CDS	135	psaJ			photosystem I subunit IX
P001_WD07_00052	CDS	306	rps18			ribosomal protein S18
P001_WD07_00053	CDS	339	rplT		COG0292	50S ribosomal protein L20
P001_WD07_00054	CDS	222	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WD07_00055	CDS	282	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WD07_00056	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WD07_00057	CDS	270	psbH			photosystem II phosphoprotein
P001_WD07_00058	CDS	489	petB			cytochrome b6
P001_WD07_00059	CDS	144				hypothetical protein
P001_WD07_00060	CDS	459	petD			cytochrome b6/f complex subunit IV
P001_WD07_00061	CDS	795	rpoA			RNA polymerase alpha subunit
P001_WD07_00062	CDS	417	rps11			ribosomal protein S11
P001_WD07_00063	CDS	240				hypothetical protein
