locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WC12_00001	CDS	402				hypothetical protein
P001_WC12_00002	CDS	384	rplT			50S ribosomal protein L20
P001_WC12_00003	CDS	1062	psbA			photosystem II protein D1
P001_WC12_00004	CDS	1560	matK			maturase K
P001_WC12_00005	CDS	285				hypothetical protein
P001_WC12_00006	CDS	438	rps11			ribosomal protein S11
P001_WC12_00007	CDS	630	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WC12_00008	CDS	330				hypothetical protein
P001_WC12_00009	CDS	411				hypothetical protein
P001_WC12_00010	CDS	438	rps7			ribosomal protein S7
P001_WC12_00011	CDS	408	rpl22			ribosomal protein L22
P001_WC12_00012	CDS	915	rps3			ribosomal protein S3
P001_WC12_00013	CDS	468	rpl16			ribosomal protein L16
P001_WC12_00014	CDS	369	rpl14			ribosomal protein L14
P001_WC12_00015	CDS	408	rps8			ribosomal protein S8
P001_WC12_00016	CDS	156				hypothetical protein
P001_WC12_00017	CDS	420	infA			translational initiation factor 1
P001_WC12_00018	CDS	216				hypothetical protein
P001_WC12_00019	CDS	243				hypothetical protein
P001_WC12_00020	tRNA	87				tRNA-Ser(gga)
P001_WC12_00021	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WC12_00022	CDS	279	psaB_1			photosystem I P700 apoprotein A2
P001_WC12_00023	CDS	570				hypothetical protein
P001_WC12_00024	CDS	690				hypothetical protein
P001_WC12_00025	CDS	222	atpF_1			ATP synthase subunit b
P001_WC12_00026	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WC12_00027	CDS	744	atpI_1			ATP synthase CF0 subunit IV
P001_WC12_00028	CDS	117				hypothetical protein
P001_WC12_00029	tRNA	75				tRNA-Thr(tgt)
P001_WC12_00030	CDS	117				hypothetical protein
P001_WC12_00031	tRNA	73				tRNA-Phe(gaa)
P001_WC12_00032	CDS	492	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WC12_00033	CDS	729	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WC12_00034	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WC12_00035	tRNA	75				tRNA-Met(cat)
P001_WC12_00036	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WC12_00037	CDS	1548	atpB			ATP synthase CF1 beta subunit
P001_WC12_00038	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WC12_00039	tRNA	72				tRNA-Val(gac)
P001_WC12_00040	CDS	120				hypothetical protein
P001_WC12_00041	tRNA	78				tRNA-Met(cat)
P001_WC12_00042	tRNA	72				tRNA-Gly(gcc)
P001_WC12_00043	CDS	189	psbZ			photosystem II protein Z
P001_WC12_00044	tRNA	88				tRNA-Ser(tga)
P001_WC12_00045	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WC12_00046	CDS	1062	psbD			photosystem II protein D2
P001_WC12_00047	tRNA	73				tRNA-Thr(agt)
P001_WC12_00048	tRNA	72				tRNA-Glu(ttc)
P001_WC12_00049	tRNA	84				tRNA-Tyr(gta)
P001_WC12_00050	tRNA	76				tRNA-Asp(gtc)
P001_WC12_00051	CDS	105	psbM			photosystem II protein M
P001_WC12_00052	CDS	90	petN			cytochrome b6/f complex subunit VII
P001_WC12_00053	tRNA	71				tRNA-Cys(gca)
P001_WC12_00054	CDS	3216	rpoB			RNA polymerase beta subunit
P001_WC12_00055	CDS	441	rpoC1_1			RNA polymerase beta' subunit
P001_WC12_00056	CDS	1437	rpoC1_2			RNA polymerase beta' subunit
P001_WC12_00057	CDS	4956	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P001_WC12_00058	CDS	738	rps2			ribosomal protein S2
P001_WC12_00059	CDS	309				hypothetical protein
P001_WC12_00060	CDS	171	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
P001_WC12_00061	CDS	243				hypothetical protein
P001_WC12_00062	tRNA	74				tRNA-Gln(ttg)
P001_WC12_00063	CDS	609	rps4			ribosomal protein S4
P001_WC12_00064	CDS	111	psaI			photosystem I subunit VIII
P001_WC12_00065	CDS	558	ycf4			photosystem I assembly protein Ycf4
P001_WC12_00066	CDS	690	cemA			envelope membrane protein
P001_WC12_00067	CDS	186				hypothetical protein
P001_WC12_00068	CDS	969	petA			cytochrome f
P001_WC12_00069	CDS	123	psbJ			photosystem II protein J
P001_WC12_00070	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WC12_00071	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WC12_00072	tRNA	74				tRNA-Trp(cca)
P001_WC12_00073	tRNA	76				tRNA-Pro(tgg)
P001_WC12_00074	CDS	162				hypothetical protein
P001_WC12_00075	CDS	249				hypothetical protein
P001_WC12_00076	CDS	192				hypothetical protein
