locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WC04_00001	CDS	204				hypothetical protein
P001_WC04_00002	tRNA	73				tRNA-Phe(gaa)
P001_WC04_00003	CDS	1524	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WC04_00004	CDS	246	psaC			photosystem I subunit VII
P001_WC04_00005	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WC04_00006	CDS	546	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WC04_00007	CDS	483	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WC04_00008	CDS	480	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WC04_00009	CDS	639	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WC04_00010	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WC04_00011	CDS	261	rps15			ribosomal protein S15
P001_WC04_00012	CDS	261				hypothetical protein
P001_WC04_00013	CDS	2229	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WC04_00014	tRNA	74				tRNA-Asn(gtt)
P001_WC04_00015	tRNA	74				tRNA-Arg(acg)
P001_WC04_00016	rRNA	3075				23S ribosomal RNA
P001_WC04_00017	CDS	132				hypothetical protein
P001_WC04_00018	CDS	105				hypothetical protein
P001_WC04_00019	CDS	174				hypothetical protein
P001_WC04_00020	CDS	306				hypothetical protein
P001_WC04_00021	rRNA	1509				16S ribosomal RNA
P001_WC04_00022	tRNA	72				tRNA-Val(gac)
P001_WC04_00023	CDS	318	rps12			ribosomal protein S12
P001_WC04_00024	CDS	468	rps7			ribosomal protein S7
P001_WC04_00025	CDS	738	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WC04_00026	CDS	792	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WC04_00027	tRNA	73				tRNA-Met(cat)
P001_WC04_00028	CDS	7182				hypothetical protein
P001_WC04_00029	tRNA	83				tRNA-Leu(caa)
P001_WC04_00030	tRNA	73				tRNA-Gln(ttg)
P001_WC04_00031	CDS	186	psbK			photosystem II protein K
P001_WC04_00032	tRNA	89				tRNA-Ser(gct)
P001_WC04_00033	CDS	102				hypothetical protein
P001_WC04_00034	tRNA	72				tRNA-Arg(tct)
P001_WC04_00035	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WC04_00036	CDS	375	atpF			ATP synthase CF0 subunit I
P001_WC04_00037	CDS	201				hypothetical protein
P001_WC04_00038	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WC04_00039	CDS	747	atpI			ATP synthase CF0 subunit IV
P001_WC04_00040	CDS	696	rps2			ribosomal protein S2
P001_WC04_00041	CDS	3522	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P001_WC04_00042	CDS	1638	rpoC1_1			RNA polymerase beta' subunit
P001_WC04_00043	CDS	207				hypothetical protein
P001_WC04_00044	CDS	468	rpoC1_2			RNA polymerase beta' subunit
P001_WC04_00045	CDS	3285	rpoB			RNA polymerase beta subunit
P001_WC04_00046	tRNA	71				tRNA-Cys(gca)
P001_WC04_00047	CDS	90	petN			cytochrome b6/f complex subunit VII
P001_WC04_00048	CDS	135	psbM			Photosystem II reaction center protein M
P001_WC04_00049	tRNA	76				tRNA-Asp(gtc)
P001_WC04_00050	tRNA	86				tRNA-Tyr(gta)
P001_WC04_00051	tRNA	74				tRNA-Glu(ttc)
P001_WC04_00052	tRNA	73				tRNA-Thr(ggt)
P001_WC04_00053	CDS	1062	psbD			photosystem II protein D2
P001_WC04_00054	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WC04_00055	tRNA	88				tRNA-Ser(tga)
P001_WC04_00056	CDS	252				hypothetical protein
P001_WC04_00057	tRNA	71				tRNA-Gly(gcc)
P001_WC04_00058	tRNA	74				tRNA-Met(cat)
P001_WC04_00059	CDS	303	rps14			ribosomal protein S14
P001_WC04_00060	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WC04_00061	CDS	2514	psaA			photosystem I P700 apoprotein A1
P001_WC04_00062	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WC04_00063	CDS	183				hypothetical protein
P001_WC04_00064	tRNA	87				tRNA-Ser(gga)
P001_WC04_00065	CDS	624	rps4			ribosomal protein S4
P001_WC04_00066	tRNA	74				tRNA-Thr(tgt)
P001_WC04_00067	tRNA	73				tRNA-Gln(ttg)
