P001_WA02_00031 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WA02_00032 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia; 	Lentibulariaceae;Pinguicula; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P001_WA03_00017 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA04_00048 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA04_00050 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00038 	Poaceae;Festuca; 	Poaceae;Elymus	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WA05_00039 	Poaceae;Festuca; 	Poaceae;Agrostis	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Poa; 	Poaceae;Poa;
P001_WA06_00040 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA07_00039 	Asteraceae;Omalotheca; 	Asteraceae;Anaphalis	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria;
P001_WA08_00109 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA08_00110 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Asteraceae;Cirsium; 	Cyperaceae;Carex;
P001_WA10_00056 	Rubiaceae;Cruciata; 	Rubiaceae;Rubia	Rubiaceae;Galium; 	Caryophyllaceae;Cerastium; 	Boraginaceae;Myosotis; 	Gentianaceae;Gentianella;
