locus_tag	ftype	length_bp	gene	EC_number	COG	product
P004_WB01_00001	CDS	309				hypothetical protein
P004_WB01_00002	rRNA	444				16S ribosomal RNA (partial)
P004_WB01_00003	rRNA	454				16S ribosomal RNA (partial)
P004_WB01_00004	CDS	315	rpl2_1			ribosomal protein L2
P004_WB01_00005	CDS	498	rpl2_2			ribosomal protein L2
P004_WB01_00006	tRNA	75				tRNA-His(gtg)
P004_WB01_00007	CDS	216	rps19			ribosomal protein S19
P004_WB01_00008	CDS	111	psaI			photosystem I subunit VIII
P004_WB01_00009	CDS	690	ycf4			photosystem I assembly protein Ycf4
P004_WB01_00010	CDS	693	cemA			envelope membrane protein
P004_WB01_00011	CDS	969	petA			cytochrome f
P004_WB01_00012	CDS	240				hypothetical protein
P004_WB01_00013	CDS	117	psbL			photosystem II protein L
P004_WB01_00014	CDS	153	psbF			Cytochrome b559 subunit beta
P004_WB01_00015	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P004_WB01_00016	tRNA	74				tRNA-Trp(cca)
P004_WB01_00017	tRNA	76				tRNA-Pro(tgg)
P004_WB01_00018	CDS	129	psaJ			photosystem I subunit IX
P004_WB01_00019	CDS	513				hypothetical protein
P004_WB01_00020	CDS	360	rpl20			ribosomal protein L20
P004_WB01_00021	CDS	150				hypothetical protein
P004_WB01_00022	CDS	651	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P004_WB01_00023	CDS	219				hypothetical protein
P004_WB01_00024	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P004_WB01_00025	CDS	117	psbT			photosystem II protein T
P004_WB01_00026	CDS	357	psbH			Photosystem II reaction center protein H
P004_WB01_00027	CDS	105				hypothetical protein
P004_WB01_00028	CDS	735	petB			cytochrome b6
P004_WB01_00029	CDS	525	petD			cytochrome b6/f complex subunit IV
P004_WB01_00030	CDS	1026	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P004_WB01_00031	CDS	432	rps11			ribosomal protein S11
P004_WB01_00032	CDS	186				hypothetical protein
P004_WB01_00033	CDS	342	infA			Translation initiation factor IF-1
P004_WB01_00034	CDS	411	rps8			ribosomal protein S8
P004_WB01_00035	CDS	372	rpl14			ribosomal protein L14
P004_WB01_00036	CDS	108				hypothetical protein
P004_WB01_00037	CDS	363	rpl16			ribosomal protein L16
P004_WB01_00038	CDS	720	rps3			ribosomal protein S3
P004_WB01_00039	CDS	444				hypothetical protein
P004_WB01_00040	CDS	90				hypothetical protein
P004_WB01_00041	CDS	180	ndhH_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H, chloroplastic
P004_WB01_00042	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P004_WB01_00043	CDS	186				hypothetical protein
P004_WB01_00044	CDS	240				hypothetical protein
P004_WB01_00045	tRNA	80				tRNA-Leu(tag)
P004_WB01_00046	CDS	930	ccsA			cytochrome c heme attachment protein
P004_WB01_00047	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P004_WB01_00048	CDS	246	psaC			photosystem I subunit VII
P004_WB01_00049	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P004_WB01_00050	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P004_WB01_00051	CDS	549	ndhI			NADH-plastoquinone oxidoreductase subunit I
P004_WB01_00052	CDS	447	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P004_WB01_00053	CDS	564	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P004_WB01_00054	CDS	1182	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P004_WB01_00055	CDS	273	rps15			ribosomal protein S15
P004_WB01_00056	CDS	114				hypothetical protein
P004_WB01_00057	CDS	177				hypothetical protein
P004_WB01_00058	tRNA	74				tRNA-Asn(gtt)
P004_WB01_00059	tRNA	75				tRNA-Arg(acg)
P004_WB01_00060	rRNA	3076				23S ribosomal RNA
P004_WB01_00061	CDS	216				hypothetical protein
P004_WB01_00062	CDS	237				hypothetical protein
P004_WB01_00063	CDS	195				hypothetical protein
P004_WB01_00064	CDS	225				hypothetical protein
P004_WB01_00065	CDS	171				hypothetical protein
P004_WB01_00066	rRNA	1487				16S ribosomal RNA
P004_WB01_00067	tRNA	72				tRNA-Val(gac)
P004_WB01_00068	CDS	435				hypothetical protein
P004_WB01_00069	CDS	189				hypothetical protein
P004_WB01_00070	CDS	159				hypothetical protein
P004_WB01_00071	CDS	471	rps7			ribosomal protein S7
P004_WB01_00072	CDS	849	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P004_WB01_00073	CDS	615	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P004_WB01_00074	tRNA	83				tRNA-Leu(caa)
P004_WB01_00075	CDS	228				hypothetical protein
P004_WB01_00076	CDS	255				hypothetical protein
P004_WB01_00077	CDS	150				hypothetical protein
P004_WB01_00078	CDS	579				hypothetical protein
P004_WB01_00079	tRNA	75				tRNA-Met(cat)
P004_WB01_00080	CDS	195				hypothetical protein
P004_WB01_00081	CDS	1062	psbA			photosystem II protein D1
P004_WB01_00082	CDS	1536	matK			maturase K
P004_WB01_00083	CDS	240				hypothetical protein
P004_WB01_00084	tRNA	72				tRNA-Gln(ttg)
P004_WB01_00085	CDS	195	psbK			photosystem II protein K
P004_WB01_00086	tRNA	89				tRNA-Ser(gct)
P004_WB01_00087	CDS	1062	psbD			photosystem II protein D2
P004_WB01_00088	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P004_WB01_00089	tRNA	88				tRNA-Ser(tga)
P004_WB01_00090	CDS	213	psbZ			photosystem II protein Z
P004_WB01_00091	CDS	171				hypothetical protein
P004_WB01_00092	tRNA	72				tRNA-Gly(gcc)
P004_WB01_00093	tRNA	76				tRNA-Met(cat)
P004_WB01_00094	CDS	180				hypothetical protein
P004_WB01_00095	CDS	243				hypothetical protein
P004_WB01_00096	tRNA	74				tRNA-Thr(ggt)
P004_WB01_00097	tRNA	75				tRNA-Glu(ttc)
P004_WB01_00098	tRNA	86				tRNA-Tyr(gta)
P004_WB01_00099	tRNA	74				tRNA-Asp(gtc)
P004_WB01_00100	CDS	192				hypothetical protein
P004_WB01_00101	CDS	102				hypothetical protein
P004_WB01_00102	tRNA	71				tRNA-Cys(gca)
P004_WB01_00103	CDS	3207	rpoB			RNA polymerase beta subunit
P004_WB01_00104	CDS	2031	rpoC1			RNA polymerase beta' subunit
P004_WB01_00105	CDS	4506	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P004_WB01_00106	CDS	711	rps2			ribosomal protein S2
P004_WB01_00107	CDS	861	atpI			ATP synthase CF0 subunit IV
P004_WB01_00108	CDS	246	atpH			ATP synthase CF0 subunit III
P004_WB01_00109	CDS	261				hypothetical protein
P004_WB01_00110	CDS	153				hypothetical protein
P004_WB01_00111	CDS	372	atpF			ATP synthase CF0 subunit I
