P001_WA04_00064 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00054 	Poaceae;Festuca; 	Poaceae;Catapodium	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WA07_00053 	Asteraceae;Omalotheca; 	Asteraceae;Anaphalis	Asteraceae;Gnaphalium; 	Asteraceae;Senecio; 	Asteraceae;Scorzonera; 	Asteraceae;Aster;
P001_WA08_00127 	Cyperaceae;Carex; 	Cyperaceae;Carex	Onagraceae;Epilobium; 	Cyperaceae;Carex; 	Orobanchaceae;Bartsia; 	Cyperaceae;Carex;
P001_WA10_00072 	Rubiaceae;Cruciata; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Gentianaceae;Comastoma; 	Gentianaceae;Gentiana; 	Ranunculaceae;Trollius;
P001_WB01_00032 	Brassicaceae;Arabis; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB01_00199 	Brassicaceae;Arabis; 	Brassicaceae;Sinalliaria	Juncaceae;Luzula; 	Brassicaceae;Cochlearia; 	Brassicaceae;Draba; 	Brassicaceae;Draba;
P001_WB01_00390 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WB02_00072 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB03_00017 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WB05_00090 	Poaceae;Anthoxanthum; 	Poaceae;Avena	Poaceae;Sesleria; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WB06_00050 	Gentianaceae;Comastoma; 	Gentianaceae;Swertia	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Bartsia;
P001_WB07_00084 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum;
P001_WB09_00056 	Asteraceae;Leontodon; 	Asteraceae;Taraxacum	Asteraceae;Leontodon; 	Asteraceae;Scorzonera; 	Asteraceae;Cirsium; 	Asteraceae;Saussurea;
P001_WB12_00017 	Asteraceae;Gnaphalium; 	Asteraceae;Anaphalis	Asteraceae;Omalotheca; 	Asteraceae;Senecio; 	Asteraceae;Leontodon; 	Asteraceae;Scorzonera;
P001_WC07_00089 	Asteraceae;Leontodon; 	Asteraceae;Taraxacum	Asteraceae;Leontodon; 	Asteraceae;Scorzonera; 	Asteraceae;Cirsium; 	Asteraceae;Saussurea;
P001_WC09_00059 	Lamiaceae;Betonica; 	Lamiaceae;Stachys	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Bartsia;
P001_WC12_00064 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD03_00044 	Poaceae;Calamagrostis; 	Poaceae;Avena	Poaceae;Sesleria; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WD07_00041 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WD08_00194 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Sagina; 	Caryophyllaceae;Dianthus; 	Caryophyllaceae;Silene; 	Ranunculaceae;Ranunculus;
P001_WD10_00050 	Boraginaceae;Myosotis; 	Boraginaceae;Borago	Polygonaceae;Oxyria; 	Primulaceae;Trientalis; 	Orobanchaceae;Bartsia; 	Polygonaceae;Rumex;
P001_WD11_00312 	Crassulaceae;Sedum; 	Crassulaceae;Rosularia	Crassulaceae;Sedum; 	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola;
P001_WD11_00339 	Crassulaceae;Sedum; 	Crassulaceae;Rosularia	Crassulaceae;Sedum; 	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola;
P001_WD11_00375 	Crassulaceae;Sedum; 	Poaceae;Catapodium	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WE01_00047 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Dianthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WE03_00074 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus	Brassicaceae;Arabis; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WE04_00123 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE04_00243 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WE06_00082 	Poaceae;Phleum; 	Poaceae;Catapodium	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WE08_00085 	Caprifoliaceae;Scabiosa; 	Caprifoliaceae;Dipsacus	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Bartsia;
P001_WF07_00080 	Poaceae;Festuca; 	Poaceae;Catapodium	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WF08_00064 	Orchidaceae;Coeloglossum; 	Orchidaceae;Habenaria	Primulaceae;Soldanella; 	Primulaceae;Soldanella; 	Primulaceae;Primula; 	Primulaceae;Trientalis;
P001_WF10_00066 	Fabaceae;Anthyllis; 	Geraniaceae;Hypseocharis	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WG01_00030 	Ranunculaceae;Thalictrum; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WG01_00117 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG02_00301 	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WG06_00007 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Bergenia	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WG11_00077 	Liliaceae;Gagea; 	Liliaceae;Amana	Liliaceae;Fritillaria; 	Onagraceae;Epilobium; 	Orchidaceae;Coeloglossum; 	Saxifragaceae;Saxifraga;
P001_WG12_00115 	Poaceae;Catabrosella; 	Poaceae;Catapodium	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Poa;
