P001_WA02_00077 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WA03_00007 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA03_00084 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA04_00091 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00081 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WA06_00031 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA06_00137 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA07_00077 	Asteraceae;Omalotheca; 	Asteraceae;Helichrysum	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WA08_00016 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Asteraceae;Cirsium;
P001_WA08_00081 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA08_00085 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Asteraceae;Cirsium; 	Cyperaceae;Carex;
P001_WA09_00015 	Ophioglossaceae;Botrychium; 	Ophioglossaceae;Botrychium	Equisetaceae;Equisetum; 	Pinaceae;Pinus; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P001_WA10_00100 	Rubiaceae;Cruciata; 	Rubiaceae;Plocama	Rubiaceae;Galium; 	Rubiaceae;Galium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P001_WA11_00084 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WA12_00112 	Asteraceae;Matricaria; 	Asteraceae;Achillea	Asteraceae;Achillea; 	Asteraceae;Anthemis; 	Asteraceae;Leucanthemopsis; 	Asteraceae;Leucanthemum;
P001_WB01_00146 	Brassicaceae;Arabis; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Catabrosella; 	Poaceae;Hyalopoa;
P001_WB01_00231 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB01_00364 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WB01_00483 	Brassicaceae;Arabis; 	Brassicaceae;Scapiarabis	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Arabis;
P001_WB02_00016 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Apiaceae;Tilingia; 	Orobanchaceae;Pedicularis; 	Plantaginaceae;Plantago;
P001_WB02_00017 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB02_00199 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB03_00135 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum; 	Crassulaceae;Sedum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WB04_00084 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Poaceae;Calamagrostis; 	Caryophyllaceae;Arenaria; 	Salicaceae;Salix;
P001_WB04_00085 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P001_WB05_00116 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WB05_00117 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WB06_00074 	Gentianaceae;Comastoma; 	Gentianaceae;Gentianella	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WB07_00109 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Hedysarum;
P001_WB08_00055 	Poaceae;Bromus; 	Poaceae;Elymus	Poaceae;Calamagrostis; 	Poaceae;Poa; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WB09_00027 	Asteraceae;Leontodon; 	Asteraceae;Lactuca	Asteraceae;Leontodon; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Hieracium;
P001_WB10_00031 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Bromus; 	Poaceae;Poa; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WB11_00032 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WB12_00040 	Asteraceae;Gnaphalium; 	Asteraceae;Helichrysum	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WC02_00057 	Poaceae;Deschampsia; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Catabrosella; 	Poaceae;Hyalopoa;
P001_WC03_00029 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Asteraceae;Aster; 	Asteraceae;Aster;
P001_WC06_00100 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WC06_00101 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WC07_00120 	Asteraceae;Leontodon; 	Asteraceae;Lactuca	Asteraceae;Leontodon; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Hieracium;
P001_WC08_00087 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Carum; 	Apiaceae;Tilingia; 	Apiaceae;Ligusticum;
P001_WC09_00082 	Lamiaceae;Betonica; 	Lamiaceae;Phlomoides	Plantaginaceae;Pennellianthus; 	Lentibulariaceae;Pinguicula; 	Lentibulariaceae;Pinguicula; 	Orobanchaceae;Pedicularis;
P001_WC10_00017 	Apiaceae;Carum; 	Apiaceae;Cicuta	Apiaceae;Seseli; 	Apiaceae;Carum; 	Apiaceae;Ligusticum; 	Apiaceae;Peucedanum;
P001_WC11_00116 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Bistorta;
P001_WC12_00013 	Cyperaceae;Carex; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD01_00071 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Poaceae;Poa;
P001_WD02_00023 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Bergenia	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WD03_00101 	Poaceae;Calamagrostis; 	Poaceae;Agrostis	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WD03_00102 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WD04_00081 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Harrimanella; 	Ericaceae;Bryanthus; 	Ericaceae;Harrimanella; 	Ericaceae;Arctous;
P001_WD05_00026 	Poaceae;Avenella; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Catabrosella; 	Poaceae;Hyalopoa;
P001_WD06_00065 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WD07_00066 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene;
P001_WD08_00043 	Caryophyllaceae;Cerastium; 	Boraginaceae;Plagiobothrys	Boraginaceae;Myosotis; 	Asteraceae;Solidago; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P001_WD08_00168 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WD09_00005 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WD09_00006 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WD10_00025 	Boraginaceae;Myosotis; 	Boraginaceae;Plagiobothrys	Caryophyllaceae;Cerastium; 	Asteraceae;Solidago; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P001_WD11_00003 	Crassulaceae;Sedum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WD11_00210 	Crassulaceae;Sedum; 	Campanulaceae;Campanula	Crassulaceae;Sedum; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WD11_00212 	Crassulaceae;Sedum; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
