locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WF08_00001	CDS	2259	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WF08_00002	CDS	174	rpl32			ribosomal protein L32
P001_WF08_00003	tRNA	80				tRNA-Leu(tag)
P001_WF08_00004	CDS	978	ccsA			cytochrome c heme attachment protein
P001_WF08_00005	CDS	1368	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WF08_00006	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WF08_00007	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WF08_00008	CDS	540	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WF08_00009	CDS	435	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WF08_00010	CDS	606	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WF08_00011	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WF08_00012	CDS	273	rps15			ribosomal protein S15
P001_WF08_00013	CDS	4464				hypothetical protein
P001_WF08_00014	CDS	279	rps19			ribosomal protein S19
P001_WF08_00015	tRNA	75				tRNA-His(gtg)
P001_WF08_00016	CDS	495	rpl2_1			ribosomal protein L2
P001_WF08_00017	CDS	339	rpl2_2			ribosomal protein L2
P001_WF08_00018	CDS	282	rpl23			ribosomal protein L23
P001_WF08_00019	tRNA	75				tRNA-Met(cat)
P001_WF08_00020	CDS	6840				hypothetical protein
P001_WF08_00021	CDS	165				hypothetical protein
P001_WF08_00022	tRNA	83				tRNA-Leu(caa)
P001_WF08_00023	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WF08_00024	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WF08_00025	CDS	468	rps7			ribosomal protein S7
P001_WF08_00026	tRNA	72				tRNA-Val(gac)
P001_WF08_00027	rRNA	1486				16S ribosomal RNA
P001_WF08_00028	CDS	234				hypothetical protein
P001_WF08_00029	rRNA	3008				23S ribosomal RNA
P001_WF08_00030	tRNA	75				tRNA-Arg(acg)
P001_WF08_00031	tRNA	74				tRNA-Asn(gtt)
P001_WF08_00032	CDS	216				hypothetical protein
P001_WF08_00033	CDS	159				hypothetical protein
P001_WF08_00034	rRNA	1020				23S ribosomal RNA (partial)
P001_WF08_00035	CDS	372	rpl22			ribosomal protein L22
P001_WF08_00036	CDS	648	rps3			ribosomal protein S3
P001_WF08_00037	CDS	360	rpl16			ribosomal protein L16
P001_WF08_00038	CDS	369	rpl14			ribosomal protein L14
P001_WF08_00039	CDS	396	rps8			ribosomal protein S8
P001_WF08_00040	CDS	261	infA			translational initiation factor 1
P001_WF08_00041	CDS	270				hypothetical protein
P001_WF08_00042	CDS	417	rps11			ribosomal protein S11
P001_WF08_00043	CDS	987	rpoA			RNA polymerase alpha subunit
P001_WF08_00044	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WF08_00045	CDS	489	petB			cytochrome b6
P001_WF08_00046	CDS	303				hypothetical protein
P001_WF08_00047	CDS	309	psbH			Photosystem II reaction center protein H
