locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WE07_00001	CDS	555				hypothetical protein
P001_WE07_00002	CDS	249	ycf3_1			hypothetical chloroplast RF34
P001_WE07_00003	CDS	195	ycf3_2			Photosystem I assembly protein Ycf3
P001_WE07_00004	CDS	438	clpP1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
P001_WE07_00005	CDS	177				hypothetical protein
P001_WE07_00006	CDS	297				hypothetical protein
P001_WE07_00007	CDS	264				hypothetical protein
P001_WE07_00008	CDS	2256	psaA			photosystem I P700 apoprotein A1
P001_WE07_00009	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WE07_00010	CDS	306	rps14			ribosomal protein S14
P001_WE07_00011	CDS	246				hypothetical protein
P001_WE07_00012	CDS	291				hypothetical protein
P001_WE07_00013	tRNA	75				tRNA-Met(cat)
P001_WE07_00014	CDS	471				hypothetical protein
P001_WE07_00015	CDS	246				hypothetical protein
P001_WE07_00016	tRNA	75				tRNA-Glu(ttc)
P001_WE07_00017	CDS	222				hypothetical protein
P001_WE07_00018	CDS	291				hypothetical protein
P001_WE07_00019	CDS	282				hypothetical protein
P001_WE07_00020	CDS	231	rpoA			RNA polymerase alpha subunit
P001_WE07_00021	CDS	420	petD			cytochrome b6/f complex subunit IV
P001_WE07_00022	CDS	543	petB			cytochrome b6
P001_WE07_00023	tRNA	72				tRNA-Asn(gtt)
P001_WE07_00024	tRNA	75				tRNA-Arg(acg)
P001_WE07_00025	CDS	222				hypothetical protein
P001_WE07_00026	rRNA	3290				23S ribosomal RNA
P001_WE07_00027	CDS	225				hypothetical protein
P001_WE07_00028	CDS	219				hypothetical protein
P001_WE07_00029	rRNA	1510				16S ribosomal RNA
P001_WE07_00030	CDS	252				hypothetical protein
P001_WE07_00031	CDS	195				hypothetical protein
P001_WE07_00032	CDS	246				hypothetical protein
P001_WE07_00033	CDS	1575	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WE07_00034	CDS	372	rpl20			ribosomal protein L20
P001_WE07_00035	CDS	180				hypothetical protein
P001_WE07_00036	CDS	753	rps2			ribosomal protein S2
P001_WE07_00037	CDS	2853	rpoC2			RNA polymerase beta'' subunit
P001_WE07_00038	CDS	441	rps11			ribosomal protein S11
P001_WE07_00039	CDS	282				hypothetical protein
P001_WE07_00040	CDS	237				hypothetical protein
P001_WE07_00041	CDS	315	rpl2_1			ribosomal protein L2
P001_WE07_00042	CDS	495	rpl2_2			ribosomal protein L2
P001_WE07_00043	tRNA	75				tRNA-His(gtg)
P001_WE07_00044	CDS	303	rps19			ribosomal protein S19
P001_WE07_00045	CDS	495	rpl22			ribosomal protein L22
P001_WE07_00046	CDS	828	rps3			ribosomal protein S3
P001_WE07_00047	CDS	180				hypothetical protein
P001_WE07_00048	CDS	378	rpl16			ribosomal protein L16
P001_WE07_00049	CDS	384	rpl14			ribosomal protein L14
P001_WE07_00050	CDS	405	rps8			ribosomal protein S8
P001_WE07_00051	CDS	570	infA			Translation initiation factor IF-1
P001_WE07_00052	CDS	114				hypothetical protein
P001_WE07_00053	tRNA	87				tRNA-Ser(gga)
P001_WE07_00054	tRNA	73				tRNA-Glu(ttc)
P001_WE07_00055	CDS	129	psaJ			photosystem I subunit IX
P001_WE07_00056	tRNA	76				tRNA-Pro(tgg)
P001_WE07_00057	tRNA	74				tRNA-Trp(cca)
P001_WE07_00058	CDS	114	petG			cytochrome b6/f complex subunit V
P001_WE07_00059	tRNA	75				tRNA-Thr(tgt)
