locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD11_00001	CDS	1062	psbA			photosystem II protein D1
P002_WD11_00002	CDS	1536	matK			maturase K
P002_WD11_00003	CDS	192				hypothetical protein
P002_WD11_00004	tRNA	72				tRNA-Gln(ttg)
P002_WD11_00005	CDS	198	psbK			photosystem II protein K
P002_WD11_00006	CDS	111	psbI			Photosystem II reaction center protein I
P002_WD11_00007	tRNA	89				tRNA-Ser(gct)
P002_WD11_00008	CDS	174				hypothetical protein
P002_WD11_00009	CDS	1062	psbD			photosystem II protein D2
P002_WD11_00010	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WD11_00011	tRNA	88				tRNA-Ser(tga)
P002_WD11_00012	CDS	189	psbZ			photosystem II protein Z
P002_WD11_00013	tRNA	73				tRNA-Gly(gcc)
P002_WD11_00014	tRNA	76				tRNA-Met(cat)
P002_WD11_00015	CDS	189				hypothetical protein
P002_WD11_00016	tRNA	74				tRNA-Thr(ggt)
P002_WD11_00017	tRNA	75				tRNA-Glu(ttc)
P002_WD11_00018	tRNA	86				tRNA-Tyr(gta)
P002_WD11_00019	tRNA	74				tRNA-Asp(gtc)
P002_WD11_00020	CDS	252				hypothetical protein
P002_WD11_00021	CDS	90	petN			cytochrome b6/f complex subunit VII
P002_WD11_00022	tRNA	71				tRNA-Cys(gca)
P002_WD11_00023	CDS	3231	rpoB			RNA polymerase beta subunit
P002_WD11_00024	CDS	2049	rpoC1			RNA polymerase beta' subunit
P002_WD11_00025	CDS	4401	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P002_WD11_00026	CDS	753	rps2			ribosomal protein S2
P002_WD11_00027	CDS	861	atpI			ATP synthase CF0 subunit IV
P002_WD11_00028	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WD11_00029	CDS	171	atpF_1			ATP synthase CF0 subunit I
P002_WD11_00030	CDS	174				hypothetical protein
P002_WD11_00031	CDS	372	atpF_2			ATP synthase CF0 subunit I
P002_WD11_00032	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WD11_00033	tRNA	72				tRNA-Arg(tct)
P002_WD11_00034	tRNA	94				tRNA-Met(cat)
P002_WD11_00035	CDS	177	rps14			ribosomal protein S14
P002_WD11_00036	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WD11_00037	CDS	282	rps19			ribosomal protein S19
P002_WD11_00038	tRNA	75				tRNA-His(gtg)
P002_WD11_00039	CDS	498	rpl2_1			ribosomal protein L2
P002_WD11_00040	CDS	339	rpl2_2			ribosomal protein L2
P002_WD11_00041	CDS	450				hypothetical protein
P002_WD11_00042	CDS	720	rps3			ribosomal protein S3
P002_WD11_00043	CDS	363	rpl16			ribosomal protein L16
P002_WD11_00044	CDS	372	rpl14			ribosomal protein L14
P002_WD11_00045	CDS	411	rps8			ribosomal protein S8
P002_WD11_00046	CDS	324	infA			Translation initiation factor IF-1
P002_WD11_00047	CDS	432	rps11			ribosomal protein S11
P002_WD11_00048	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WD11_00049	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WD11_00050	CDS	699	petB			cytochrome b6
P002_WD11_00051	CDS	357	psbH			Photosystem II reaction center protein H
P002_WD11_00052	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WD11_00053	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WD11_00054	CDS	201				hypothetical protein
P002_WD11_00055	CDS	360	rpl20			ribosomal protein L20
P002_WD11_00056	CDS	513				hypothetical protein
P002_WD11_00057	CDS	159	psaJ			photosystem I subunit IX
P002_WD11_00058	tRNA	76				tRNA-Pro(tgg)
P002_WD11_00059	tRNA	74				tRNA-Trp(cca)
P002_WD11_00060	CDS	96	petL			cytochrome b6/f complex subunit VI
P002_WD11_00061	CDS	117				hypothetical protein
P002_WD11_00062	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WD11_00063	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WD11_00064	CDS	123	psbJ			photosystem II protein J
P002_WD11_00065	CDS	963	petA_1			cytochrome f
P002_WD11_00066	CDS	693	cemA			envelope membrane protein
P002_WD11_00067	CDS	657	ycf4			photosystem I assembly protein Ycf4
P002_WD11_00068	CDS	225				hypothetical protein
P002_WD11_00069	CDS	252	petA_2			cytochrome f
P002_WD11_00070	CDS	198				hypothetical protein
P002_WD11_00071	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WD11_00072	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WD11_00073	tRNA	87				tRNA-Ser(gga)
P002_WD11_00074	CDS	606	rps4			ribosomal protein S4
P002_WD11_00075	tRNA	75				tRNA-Thr(tgt)
P002_WD11_00076	CDS	165				hypothetical protein
P002_WD11_00077	tRNA	73				tRNA-Phe(gaa)
P002_WD11_00078	CDS	567	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WD11_00079	CDS	741	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WD11_00080	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WD11_00081	tRNA	75				tRNA-Met(cat)
P002_WD11_00082	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P002_WD11_00083	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WD11_00084	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WD11_00085	CDS	216	rpl2_3			ribosomal protein L2
P002_WD11_00086	tRNA	75				tRNA-His(gtg)
