locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WE05_00001	CDS	2241	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WE05_00002	tRNA	82				tRNA-Leu(tag)
P003_WE05_00003	CDS	993	ccsA			cytochrome c heme attachment protein
P003_WE05_00004	CDS	1545	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WE05_00005	CDS	246	psaC			photosystem I subunit VII
P003_WE05_00006	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WE05_00007	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WE05_00008	CDS	504	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WE05_00009	CDS	462	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WE05_00010	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WE05_00011	CDS	1209	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WE05_00012	CDS	267	rps15			ribosomal protein S15
P003_WE05_00013	CDS	1953				hypothetical protein
P003_WE05_00014	CDS	2259				hypothetical protein
P003_WE05_00015	tRNA	74				tRNA-Asn(gtt)
P003_WE05_00016	tRNA	75				tRNA-Arg(acg)
P003_WE05_00017	rRNA	3011				23S ribosomal RNA
P003_WE05_00018	CDS	192				hypothetical protein
P003_WE05_00019	CDS	336				hypothetical protein
P003_WE05_00020	rRNA	1487				16S ribosomal RNA
P003_WE05_00021	tRNA	72				tRNA-Val(gac)
P003_WE05_00022	CDS	210				hypothetical protein
P003_WE05_00023	CDS	270				hypothetical protein
P003_WE05_00024	CDS	468	rps7			ribosomal protein S7
P003_WE05_00025	CDS	792	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WE05_00026	CDS	789	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WE05_00027	tRNA	83				tRNA-Leu(caa)
P003_WE05_00028	CDS	234				hypothetical protein
P003_WE05_00029	CDS	6879				hypothetical protein
P003_WE05_00030	tRNA	75				tRNA-Met(cat)
P003_WE05_00031	CDS	282	rpl23			ribosomal protein L23
P003_WE05_00032	CDS	402	rpl2_1			ribosomal protein L2
P003_WE05_00033	CDS	498	rpl2_2			ribosomal protein L2
P003_WE05_00034	tRNA	74				tRNA-His(gtg)
P003_WE05_00035	CDS	1062	psbA			photosystem II protein D1
P003_WE05_00036	CDS	1515	matK			maturase K
P003_WE05_00037	CDS	279				hypothetical protein
P003_WE05_00038	tRNA	72				tRNA-Gln(ttg)
P003_WE05_00039	CDS	186	psbK			photosystem II protein K
P003_WE05_00040	tRNA	88				tRNA-Ser(gct)
P003_WE05_00041	tRNA	72				tRNA-Arg(tct)
P003_WE05_00042	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WE05_00043	CDS	471	atpF			ATP synthase CF0 subunit I
P003_WE05_00044	CDS	309				hypothetical protein
P003_WE05_00045	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WE05_00046	CDS	750	atpI			ATP synthase CF0 subunit IV
P003_WE05_00047	CDS	711	rps2			ribosomal protein S2
P003_WE05_00048	CDS	4143	rpoC2			RNA polymerase beta'' subunit
P003_WE05_00049	CDS	1422	rpoC1_1			RNA polymerase beta' subunit
P003_WE05_00050	CDS	174				hypothetical protein
