locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WC09_00001	tRNA	75				tRNA-His(gtg)
P001_WC09_00002	CDS	951	psbA			photosystem II protein D1
P001_WC09_00003	CDS	1659	matK			maturase K
P001_WC09_00004	CDS	234				hypothetical protein
P001_WC09_00005	CDS	144	rps16			ribosomal protein S16
P001_WC09_00006	CDS	363				hypothetical protein
P001_WC09_00007	tRNA	72				tRNA-Gln(ttg)
P001_WC09_00008	CDS	294	psbK			Photosystem II reaction center protein K
P001_WC09_00009	CDS	285				hypothetical protein
P001_WC09_00010	tRNA	88				tRNA-Ser(gct)
P001_WC09_00011	tRNA	72				tRNA-Arg(tct)
P001_WC09_00012	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WC09_00013	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WC09_00014	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WC09_00015	CDS	165				hypothetical protein
P001_WC09_00016	CDS	432	atpH			ATP synthase subunit c
P001_WC09_00017	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WC09_00018	CDS	675	rps2			ribosomal protein S2
P001_WC09_00019	CDS	4185	rpoC2			RNA polymerase beta'' subunit
P001_WC09_00020	CDS	1590	rpoC1_1			RNA polymerase beta' subunit
P001_WC09_00021	CDS	186				hypothetical protein
P001_WC09_00022	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WC09_00023	CDS	3213	rpoB			RNA polymerase beta subunit
P001_WC09_00024	tRNA	71				tRNA-Cys(gca)
P001_WC09_00025	CDS	210				hypothetical protein
P001_WC09_00026	CDS	96	petN			cytochrome b6/f complex subunit VII
P001_WC09_00027	tRNA	76				tRNA-Asp(gtc)
P001_WC09_00028	tRNA	86				tRNA-Tyr(gta)
P001_WC09_00029	tRNA	73				tRNA-Glu(ttc)
P001_WC09_00030	tRNA	74				tRNA-Thr(ggt)
P001_WC09_00031	CDS	1062	psbD			photosystem II protein D2
P001_WC09_00032	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WC09_00033	tRNA	93				tRNA-Ser(tga)
P001_WC09_00034	CDS	189	psbZ			photosystem II protein Z
P001_WC09_00035	tRNA	72				tRNA-Gly(gcc)
P001_WC09_00036	tRNA	75				tRNA-Met(cat)
P001_WC09_00037	CDS	303	rps14			ribosomal protein S14
P001_WC09_00038	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WC09_00039	CDS	2253	psaA			photosystem I P700 apoprotein A1
