locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WF11_00001	CDS	765				hypothetical protein
P001_WF11_00002	CDS	153				hypothetical protein
P001_WF11_00003	tRNA	75				tRNA-His(gtg)
P001_WF11_00004	CDS	1062	psbA			photosystem II protein D1
P001_WF11_00005	CDS	1518	matK			maturase K
P001_WF11_00006	tRNA	72				tRNA-Gln(ttg)
P001_WF11_00007	CDS	186	psbK			photosystem II protein K
P001_WF11_00008	tRNA	88				tRNA-Ser(gct)
P001_WF11_00009	tRNA	72				tRNA-Arg(tct)
P001_WF11_00010	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WF11_00011	CDS	480	atpF_1			ATP synthase CF0 subunit I
P001_WF11_00012	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WF11_00013	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WF11_00014	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WF11_00015	CDS	711	rps2			ribosomal protein S2
P001_WF11_00016	CDS	4161	rpoC2			RNA polymerase beta'' subunit
P001_WF11_00017	CDS	153				hypothetical protein
P001_WF11_00018	CDS	1551	rpoC1_1			RNA polymerase beta' subunit
P001_WF11_00019	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P001_WF11_00020	CDS	3345	rpoB			RNA polymerase beta subunit
P001_WF11_00021	CDS	129				hypothetical protein
P001_WF11_00022	tRNA	71				tRNA-Cys(gca)
P001_WF11_00023	tRNA	77				tRNA-Asp(gtc)
P001_WF11_00024	tRNA	87				tRNA-Tyr(gta)
P001_WF11_00025	tRNA	75				tRNA-Glu(ttc)
P001_WF11_00026	tRNA	74				tRNA-Thr(ggt)
P001_WF11_00027	CDS	1062	psbD			photosystem II protein D2
P001_WF11_00028	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WF11_00029	tRNA	93				tRNA-Ser(tga)
P001_WF11_00030	CDS	189	psbZ			photosystem II protein Z
P001_WF11_00031	tRNA	71				tRNA-Gly(gcc)
P001_WF11_00032	tRNA	74				tRNA-Met(cat)
P001_WF11_00033	CDS	303	rps14			ribosomal protein S14
P001_WF11_00034	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WF11_00035	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WF11_00036	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WF11_00037	tRNA	87				tRNA-Ser(gga)
P001_WF11_00038	CDS	606	rps4			ribosomal protein S4
P001_WF11_00039	tRNA	75				tRNA-Thr(tgt)
P001_WF11_00040	CDS	252				hypothetical protein
P001_WF11_00041	tRNA	74				tRNA-Phe(gaa)
P001_WF11_00042	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WF11_00043	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WF11_00044	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WF11_00045	tRNA	73				tRNA-Met(cat)
P001_WF11_00046	CDS	423	atpE			ATP synthase CF1 epsilon subunit
P001_WF11_00047	CDS	1557	atpB			ATP synthase CF1 beta subunit
P001_WF11_00048	CDS	126				hypothetical protein
