locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WB11_00001	tRNA	75				tRNA-His(gtg)
P002_WB11_00002	CDS	1059	psbA			photosystem II protein D1
P002_WB11_00003	CDS	1536	matK			maturase K
P002_WB11_00004	CDS	270				hypothetical protein
P002_WB11_00005	CDS	150				hypothetical protein
P002_WB11_00006	tRNA	73				tRNA-Gln(ttg)
P002_WB11_00007	CDS	297	psbK			Photosystem II reaction center protein K
P002_WB11_00008	CDS	111	psbI			Photosystem II reaction center protein I
P002_WB11_00009	tRNA	88				tRNA-Ser(gct)
P002_WB11_00010	tRNA	72				tRNA-Arg(tct)
P002_WB11_00011	CDS	1518	atpA			ATP synthase CF1 alpha subunit
P002_WB11_00012	CDS	453	atpF_1			ATP synthase CF0 subunit I
P002_WB11_00013	CDS	138				hypothetical protein
P002_WB11_00014	CDS	171	atpF_2			ATP synthase CF0 subunit I
P002_WB11_00015	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WB11_00016	CDS	747	atpI			ATP synthase CF0 subunit IV
P002_WB11_00017	CDS	711	rps2			ribosomal protein S2
P002_WB11_00018	CDS	4146	rpoC2			RNA polymerase beta'' subunit
P002_WB11_00019	CDS	1566	rpoC1_1			RNA polymerase beta' subunit
P002_WB11_00020	CDS	168				hypothetical protein
P002_WB11_00021	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P002_WB11_00022	CDS	3213	rpoB			RNA polymerase beta subunit
P002_WB11_00023	tRNA	71				tRNA-Cys(gca)
P002_WB11_00024	CDS	90	petN			cytochrome b6/f complex subunit VII
P002_WB11_00025	tRNA	77				tRNA-Asp(gtc)
P002_WB11_00026	tRNA	86				tRNA-Tyr(gta)
P002_WB11_00027	tRNA	73				tRNA-Glu(ttc)
P002_WB11_00028	tRNA	74				tRNA-Thr(ggt)
P002_WB11_00029	CDS	192				hypothetical protein
P002_WB11_00030	CDS	252				hypothetical protein
P002_WB11_00031	CDS	1062	psbD			photosystem II protein D2
P002_WB11_00032	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WB11_00033	tRNA	93				tRNA-Ser(tga)
P002_WB11_00034	tRNA	72				tRNA-Gly(gcc)
P002_WB11_00035	tRNA	75				tRNA-Met(cat)
P002_WB11_00036	CDS	303	rps14			ribosomal protein S14
P002_WB11_00037	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WB11_00038	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WB11_00039	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WB11_00040	CDS	171				hypothetical protein
P002_WB11_00041	CDS	195				hypothetical protein
P002_WB11_00042	tRNA	87				tRNA-Ser(gga)
P002_WB11_00043	CDS	606	rps4			ribosomal protein S4
P002_WB11_00044	CDS	129				hypothetical protein
P002_WB11_00045	tRNA	75				tRNA-Thr(tgt)
P002_WB11_00046	tRNA	74				tRNA-Phe(gaa)
P002_WB11_00047	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WB11_00048	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WB11_00049	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WB11_00050	CDS	174				hypothetical protein
P002_WB11_00051	tRNA	73				tRNA-Met(cat)
P002_WB11_00052	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WB11_00053	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WB11_00054	CDS	270				hypothetical protein
P002_WB11_00055	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WB11_00056	CDS	1395	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WB11_00057	CDS	171	psaI			Photosystem I reaction center subunit VIII
P002_WB11_00058	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WB11_00059	CDS	114				hypothetical protein
P002_WB11_00060	CDS	690	cemA			envelope membrane protein
P002_WB11_00061	CDS	216				hypothetical protein
P002_WB11_00062	tRNA	74				tRNA-Asn(gtt)
P002_WB11_00063	tRNA	75				tRNA-Arg(acg)
P002_WB11_00064	rRNA	3012				23S ribosomal RNA
P002_WB11_00065	CDS	216				hypothetical protein
P002_WB11_00066	rRNA	1487				16S ribosomal RNA
P002_WB11_00067	tRNA	72				tRNA-Val(gac)
P002_WB11_00068	CDS	468	rps7			ribosomal protein S7
P002_WB11_00069	CDS	912	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WB11_00070	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WB11_00071	tRNA	83				tRNA-Leu(caa)
P002_WB11_00072	CDS	321				hypothetical protein
P002_WB11_00073	CDS	6837				hypothetical protein
P002_WB11_00074	tRNA	75				tRNA-Met(cat)
P002_WB11_00075	CDS	282	rpl23			ribosomal protein L23
P002_WB11_00076	CDS	402	rpl2_1			ribosomal protein L2
P002_WB11_00077	CDS	498	rpl2_2			ribosomal protein L2
P002_WB11_00078	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WB11_00079	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WB11_00080	CDS	123	psbJ			photosystem II protein J
P002_WB11_00081	CDS	111				hypothetical protein
P002_WB11_00082	CDS	249				hypothetical protein
P002_WB11_00083	CDS	162	petA			cytochrome f
P002_WB11_00084	CDS	150				hypothetical protein
P002_WB11_00085	tRNA	74				tRNA-Trp(cca)
P002_WB11_00086	tRNA	74				tRNA-Pro(tgg)
P002_WB11_00087	CDS	135	psaJ			photosystem I subunit IX
P002_WB11_00088	CDS	171				hypothetical protein
P002_WB11_00089	CDS	306	rps18			ribosomal protein S18
P002_WB11_00090	CDS	387	rpl20			ribosomal protein L20
P002_WB11_00091	CDS	330	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WB11_00092	CDS	390	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WB11_00093	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WB11_00094	CDS	222	psbH			photosystem II phosphoprotein
P002_WB11_00095	CDS	489	petB			cytochrome b6
P002_WB11_00096	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WB11_00097	CDS	711	rpoA			RNA polymerase alpha subunit
P002_WB11_00098	CDS	417	rps11			ribosomal protein S11
P002_WB11_00099	CDS	132				hypothetical protein
P002_WB11_00100	CDS	153				hypothetical protein
P002_WB11_00101	CDS	234	infA			translational initiation factor 1
P002_WB11_00102	CDS	405	rps8			ribosomal protein S8
P002_WB11_00103	CDS	369	rpl14			ribosomal protein L14
P002_WB11_00104	CDS	360	rpl16			ribosomal protein L16
P002_WB11_00105	CDS	144				hypothetical protein
P002_WB11_00106	CDS	663	rps3			ribosomal protein S3
P002_WB11_00107	CDS	477	rpl22			ribosomal protein L22
P002_WB11_00108	CDS	279	rps19			ribosomal protein S19
P002_WB11_00109	CDS	132				hypothetical protein
P002_WB11_00110	CDS	432	ndhF_1			NADH-plastoquinone oxidoreductase subunit 5
P002_WB11_00111	CDS	624	ndhF_2			NADH-plastoquinone oxidoreductase subunit 5
P002_WB11_00112	CDS	546	ndhF_3			NADH-plastoquinone oxidoreductase subunit 5
P002_WB11_00113	CDS	414	ndhF_4			NADH-plastoquinone oxidoreductase subunit 5
P002_WB11_00114	CDS	93				hypothetical protein
P002_WB11_00115	CDS	231				hypothetical protein
P002_WB11_00116	tRNA	80				tRNA-Leu(tag)
P002_WB11_00117	CDS	294	ccsA_1			cytochrome c heme attachment protein
P002_WB11_00118	CDS	720	ccsA_2			cytochrome c heme attachment protein
P002_WB11_00119	CDS	333	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
P002_WB11_00120	CDS	1200	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WB11_00121	CDS	246	psaC			photosystem I subunit VII
P002_WB11_00122	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WB11_00123	CDS	480				hypothetical protein
P002_WB11_00124	CDS	429	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WB11_00125	CDS	372	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WB11_00126	CDS	360	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WB11_00127	CDS	180	ndhA_3			NADH-plastoquinone oxidoreductase subunit 1
P002_WB11_00128	CDS	516	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P002_WB11_00129	CDS	594	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P002_WB11_00130	CDS	264	rps15			ribosomal protein S15
P002_WB11_00131	CDS	204				hypothetical protein
P002_WB11_00132	CDS	4347				hypothetical protein
