locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WH10_00001	CDS	177	ndhH_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H, chloroplastic
P002_WH10_00002	CDS	171				hypothetical protein
P002_WH10_00003	CDS	2364	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WH10_00004	CDS	132				hypothetical protein
P002_WH10_00005	CDS	171				hypothetical protein
P002_WH10_00006	tRNA	80				tRNA-Leu(tag)
P002_WH10_00007	CDS	930	ccsA			cytochrome c heme attachment protein
P002_WH10_00008	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WH10_00009	CDS	246	psaC			photosystem I subunit VII
P002_WH10_00010	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WH10_00011	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WH10_00012	CDS	549	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WH10_00013	CDS	447	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WH10_00014	CDS	564	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WH10_00015	CDS	1140	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P002_WH10_00016	CDS	282	rps19			ribosomal protein S19
P002_WH10_00017	tRNA	75				tRNA-His(gtg)
P002_WH10_00018	CDS	498	rpl2_1			ribosomal protein L2
P002_WH10_00019	CDS	339	rpl2_2			ribosomal protein L2
P002_WH10_00020	CDS	234	rpl23_1			ribosomal protein L23
P002_WH10_00021	rRNA	1188				16S ribosomal RNA (partial)
P002_WH10_00022	rRNA	444				16S ribosomal RNA (partial)
P002_WH10_00023	CDS	234	rpl23_2			ribosomal protein L23
P002_WH10_00024	CDS	111	psaI			photosystem I subunit VIII
P002_WH10_00025	CDS	690	ycf4			photosystem I assembly protein Ycf4
P002_WH10_00026	CDS	699	cemA			envelope membrane protein
P002_WH10_00027	CDS	924	petA			cytochrome f
P002_WH10_00028	CDS	144	psbJ			photosystem II protein J
P002_WH10_00029	CDS	153	psbF			Cytochrome b559 subunit beta
P002_WH10_00030	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WH10_00031	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WH10_00032	tRNA	74				tRNA-Trp(cca)
P002_WH10_00033	tRNA	76				tRNA-Pro(tgg)
P002_WH10_00034	CDS	159	psaJ			photosystem I subunit IX
P002_WH10_00035	CDS	513				hypothetical protein
P002_WH10_00036	CDS	360	rpl20			ribosomal protein L20
P002_WH10_00037	CDS	177				hypothetical protein
P002_WH10_00038	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WH10_00039	CDS	111				hypothetical protein
P002_WH10_00040	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WH10_00041	CDS	117	psbT			photosystem II protein T
P002_WH10_00042	CDS	351	psbH			Photosystem II reaction center protein H
P002_WH10_00043	CDS	174				hypothetical protein
P002_WH10_00044	CDS	699	petB			cytochrome b6
P002_WH10_00045	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WH10_00046	CDS	1026	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WH10_00047	CDS	432	rps11			ribosomal protein S11
P002_WH10_00048	CDS	195				hypothetical protein
P002_WH10_00049	CDS	342	infA			Translation initiation factor IF-1
P002_WH10_00050	CDS	411	rps8			ribosomal protein S8
P002_WH10_00051	CDS	372	rpl14			ribosomal protein L14
P002_WH10_00052	CDS	363	rpl16			ribosomal protein L16
P002_WH10_00053	CDS	162				hypothetical protein
P002_WH10_00054	CDS	720	rps3			ribosomal protein S3
P002_WH10_00055	CDS	444				hypothetical protein
P002_WH10_00056	CDS	90				hypothetical protein
P002_WH10_00057	CDS	273	rps15			ribosomal protein S15
P002_WH10_00058	CDS	177				hypothetical protein
P002_WH10_00059	tRNA	74				tRNA-Asn(gtt)
P002_WH10_00060	tRNA	75				tRNA-Arg(acg)
P002_WH10_00061	rRNA	3076				23S ribosomal RNA
P002_WH10_00062	CDS	279				hypothetical protein
P002_WH10_00063	CDS	225				hypothetical protein
P002_WH10_00064	rRNA	1487				16S ribosomal RNA
P002_WH10_00065	tRNA	72				tRNA-Val(gac)
P002_WH10_00066	CDS	537				hypothetical protein
P002_WH10_00067	CDS	189				hypothetical protein
P002_WH10_00068	CDS	348				hypothetical protein
P002_WH10_00069	CDS	159				hypothetical protein
P002_WH10_00070	CDS	471	rps7			ribosomal protein S7
P002_WH10_00071	CDS	849	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WH10_00072	CDS	615	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WH10_00073	tRNA	83				tRNA-Leu(caa)
P002_WH10_00074	CDS	300				hypothetical protein
