locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WA12_00001	CDS	279	rps19			ribosomal protein S19
P002_WA12_00002	CDS	408	rpl22			ribosomal protein L22
P002_WA12_00003	CDS	654	rps3			ribosomal protein S3
P002_WA12_00004	CDS	357	rpl16			ribosomal protein L16
P002_WA12_00005	CDS	369	rpl14			ribosomal protein L14
P002_WA12_00006	CDS	405	rps8			ribosomal protein S8
P002_WA12_00007	CDS	240	infA			translational initiation factor 1
P002_WA12_00008	CDS	417	rps11			ribosomal protein S11
P002_WA12_00009	CDS	1038	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WA12_00010	CDS	93				hypothetical protein
P002_WA12_00011	CDS	534	petD			cytochrome b6/f complex subunit IV
P002_WA12_00012	CDS	489	petB			cytochrome b6
P002_WA12_00013	CDS	222	psbH			photosystem II phosphoprotein
P002_WA12_00014	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WA12_00015	CDS	282	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WA12_00016	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WA12_00017	CDS	390	rpl20			ribosomal protein L20
P002_WA12_00018	CDS	306	rps18			ribosomal protein S18
P002_WA12_00019	CDS	174				hypothetical protein
P002_WA12_00020	CDS	165				hypothetical protein
P002_WA12_00021	CDS	135	psaJ			photosystem I subunit IX
P002_WA12_00022	tRNA	76				tRNA-Pro(tgg)
P002_WA12_00023	tRNA	75				tRNA-Trp(cca)
P002_WA12_00024	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WA12_00025	CDS	132				hypothetical protein
P002_WA12_00026	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WA12_00027	CDS	123	psbJ			photosystem II protein J
P002_WA12_00028	CDS	963	petA			cytochrome f
P002_WA12_00029	CDS	765	cemA			envelope membrane protein
P002_WA12_00030	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WA12_00031	CDS	1524	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WA12_00032	CDS	1449	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WA12_00033	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WA12_00034	CDS	423	atpE			ATP synthase CF1 epsilon subunit
P002_WA12_00035	tRNA	73				tRNA-Met(cat)
P002_WA12_00036	CDS	123				hypothetical protein
P002_WA12_00037	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WA12_00038	CDS	708	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WA12_00039	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WA12_00040	tRNA	74				tRNA-Phe(gaa)
P002_WA12_00041	CDS	177				hypothetical protein
P002_WA12_00042	tRNA	76				tRNA-Thr(tgt)
P002_WA12_00043	CDS	606	rps4			ribosomal protein S4
P002_WA12_00044	tRNA	87				tRNA-Ser(gga)
P002_WA12_00045	CDS	183				hypothetical protein
P002_WA12_00046	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WA12_00047	CDS	249				hypothetical protein
P002_WA12_00048	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WA12_00049	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WA12_00050	CDS	180				hypothetical protein
P002_WA12_00051	tRNA	75				tRNA-Met(cat)
P002_WA12_00052	tRNA	72				tRNA-Gly(gcc)
P002_WA12_00053	CDS	366				hypothetical protein
P002_WA12_00054	tRNA	93				tRNA-Ser(tga)
P002_WA12_00055	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WA12_00056	CDS	1062	psbD			photosystem II protein D2
P002_WA12_00057	tRNA	74				tRNA-Thr(ggt)
P002_WA12_00058	CDS	255				hypothetical protein
P002_WA12_00059	tRNA	75				tRNA-Glu(ttc)
P002_WA12_00060	tRNA	84				tRNA-Tyr(gta)
P002_WA12_00061	tRNA	74				tRNA-Asp(gtc)
P002_WA12_00062	CDS	183				hypothetical protein
P002_WA12_00063	tRNA	71				tRNA-Cys(gca)
P002_WA12_00064	CDS	3219	rpoB			RNA polymerase beta subunit
P002_WA12_00065	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P002_WA12_00066	CDS	1404	rpoC1_2			RNA polymerase beta' subunit
P002_WA12_00067	CDS	4131	rpoC2			RNA polymerase beta'' subunit
P002_WA12_00068	CDS	843	rps2			ribosomal protein S2
P002_WA12_00069	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WA12_00070	CDS	102				hypothetical protein
P002_WA12_00071	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WA12_00072	CDS	330				hypothetical protein
P002_WA12_00073	CDS	243				hypothetical protein
P002_WA12_00074	CDS	375	atpF			ATP synthase CF0 subunit I
P002_WA12_00075	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WA12_00076	tRNA	72				tRNA-Arg(tct)
P002_WA12_00077	CDS	138				hypothetical protein
P002_WA12_00078	tRNA	88				tRNA-Ser(gct)
P002_WA12_00079	CDS	180	psbI			Photosystem II reaction center protein I
P002_WA12_00080	CDS	180	psbK			photosystem II protein K
P002_WA12_00081	tRNA	72				tRNA-Gln(ttg)
P002_WA12_00082	CDS	114				hypothetical protein
P002_WA12_00083	CDS	1521	matK			maturase K
P002_WA12_00084	CDS	252				hypothetical protein
P002_WA12_00085	CDS	1062	psbA			photosystem II protein D1
P002_WA12_00086	tRNA	75				tRNA-His(gtg)
P002_WA12_00087	CDS	825	rpl2			ribosomal protein L2
P002_WA12_00088	CDS	282	rpl23			ribosomal protein L23
P002_WA12_00089	tRNA	75				tRNA-Met(cat)
P002_WA12_00090	CDS	6783				hypothetical protein
P002_WA12_00091	CDS	213				hypothetical protein
P002_WA12_00092	CDS	234				hypothetical protein
P002_WA12_00093	tRNA	83				tRNA-Leu(caa)
P002_WA12_00094	CDS	207				hypothetical protein
P002_WA12_00095	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WA12_00096	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WA12_00097	CDS	468	rps7			ribosomal protein S7
P002_WA12_00098	CDS	213				hypothetical protein
P002_WA12_00099	CDS	210				hypothetical protein
P002_WA12_00100	tRNA	72				tRNA-Val(gac)
