locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WC01_00001	CDS	498	rpl2_1			ribosomal protein L2
P003_WC01_00002	CDS	159				hypothetical protein
P003_WC01_00003	CDS	402	rpl2_2			ribosomal protein L2
P003_WC01_00004	CDS	309	rpl23			ribosomal protein L23
P003_WC01_00005	tRNA	75				tRNA-Met(cat)
P003_WC01_00006	CDS	6264				hypothetical protein
P003_WC01_00007	CDS	246				hypothetical protein
P003_WC01_00008	tRNA	83				tRNA-Leu(caa)
P003_WC01_00009	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WC01_00010	CDS	912	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P003_WC01_00011	CDS	468	rps7			ribosomal protein S7
P003_WC01_00012	CDS	114				hypothetical protein
P003_WC01_00013	tRNA	72				tRNA-Val(gac)
P003_WC01_00014	rRNA	1487				16S ribosomal RNA
P003_WC01_00015	CDS	219				hypothetical protein
P003_WC01_00016	CDS	105				hypothetical protein
P003_WC01_00017	rRNA	3012				23S ribosomal RNA
P003_WC01_00018	tRNA	75				tRNA-Arg(acg)
P003_WC01_00019	CDS	138				hypothetical protein
P003_WC01_00020	tRNA	74				tRNA-Asn(gtt)
P003_WC01_00021	CDS	5661				hypothetical protein
P003_WC01_00022	tRNA	72				tRNA-Cys(gca)
P003_WC01_00023	CDS	105				hypothetical protein
P003_WC01_00024	CDS	270				hypothetical protein
P003_WC01_00025	CDS	138				hypothetical protein
P003_WC01_00026	tRNA	77				tRNA-Asp(gtc)
P003_WC01_00027	tRNA	86				tRNA-Tyr(gta)
P003_WC01_00028	tRNA	75				tRNA-Glu(ttc)
P003_WC01_00029	tRNA	74				tRNA-Thr(ggt)
P003_WC01_00030	CDS	1062	psbD			photosystem II protein D2
P003_WC01_00031	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WC01_00032	tRNA	88				tRNA-Ser(tga)
P003_WC01_00033	CDS	213				hypothetical protein
P003_WC01_00034	CDS	243				hypothetical protein
P003_WC01_00035	tRNA	72				tRNA-Gly(gcc)
P003_WC01_00036	tRNA	76				tRNA-Met(cat)
P003_WC01_00037	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WC01_00038	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WC01_00039	CDS	285				hypothetical protein
P003_WC01_00040	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WC01_00041	CDS	150				hypothetical protein
P003_WC01_00042	CDS	1386	rpoB			RNA polymerase beta subunit
P003_WC01_00043	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P003_WC01_00044	CDS	1422	rpoC1_2			RNA polymerase beta' subunit
P003_WC01_00045	CDS	4080	rpoC2			RNA polymerase beta'' subunit
P003_WC01_00046	CDS	711	rps2			ribosomal protein S2
P003_WC01_00047	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WC01_00048	CDS	321	atpH			ATP synthase subunit c
P003_WC01_00049	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WC01_00050	CDS	375	atpF_2			ATP synthase CF0 subunit I
P003_WC01_00051	CDS	150	rps19			ribosomal protein S19
P003_WC01_00052	CDS	450	rpl22			ribosomal protein L22
P003_WC01_00053	CDS	657	rps3			ribosomal protein S3
P003_WC01_00054	CDS	360	rpl16			ribosomal protein L16
P003_WC01_00055	CDS	369	rpl14			ribosomal protein L14
P003_WC01_00056	CDS	405	rps8			ribosomal protein S8
P003_WC01_00057	CDS	234	infA			translational initiation factor 1
P003_WC01_00058	CDS	156				hypothetical protein
P003_WC01_00059	CDS	417	rps11			ribosomal protein S11
P003_WC01_00060	CDS	1011	rpoA			RNA polymerase alpha subunit
P003_WC01_00061	CDS	459	petD			cytochrome b6/f complex subunit IV
P003_WC01_00062	CDS	153				hypothetical protein
P003_WC01_00063	CDS	489	petB			cytochrome b6
P003_WC01_00064	CDS	198				hypothetical protein
P003_WC01_00065	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WC01_00066	CDS	246				hypothetical protein
P003_WC01_00067	CDS	195	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WC01_00068	CDS	276				hypothetical protein
P003_WC01_00069	CDS	267	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WC01_00070	CDS	228				hypothetical protein
P003_WC01_00071	CDS	393	rpl20			ribosomal protein L20
P003_WC01_00072	CDS	315	rps18			ribosomal protein S18
P003_WC01_00073	tRNA	76				tRNA-Pro(tgg)
P003_WC01_00074	tRNA	74				tRNA-Trp(cca)
P003_WC01_00075	CDS	114	petG			cytochrome b6/f complex subunit V
P003_WC01_00076	CDS	96	petL			cytochrome b6/f complex subunit VI
P003_WC01_00077	CDS	147				hypothetical protein
P003_WC01_00078	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WC01_00079	CDS	963	petA			cytochrome f
P003_WC01_00080	CDS	549	cemA			envelope membrane protein
P003_WC01_00081	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WC01_00082	CDS	111	psaI			photosystem I subunit VIII
P003_WC01_00083	CDS	1536	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WC01_00084	CDS	126				hypothetical protein
P003_WC01_00085	CDS	1083	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WC01_00086	CDS	93				hypothetical protein
P003_WC01_00087	CDS	582				hypothetical protein
P003_WC01_00088	CDS	264	rps15			ribosomal protein S15
P003_WC01_00089	CDS	1275	ndhH			NADH-plastoquinone oxidoreductase subunit 7
