locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WH08_00001	CDS	279	rps19			ribosomal protein S19
P003_WH08_00002	CDS	507	rpl22			ribosomal protein L22
P003_WH08_00003	CDS	657	rps3			ribosomal protein S3
P003_WH08_00004	CDS	195				hypothetical protein
P003_WH08_00005	CDS	249	rpl16			ribosomal protein L16
P003_WH08_00006	CDS	369	rpl14			ribosomal protein L14
P003_WH08_00007	CDS	399	rps8			ribosomal protein S8
P003_WH08_00008	CDS	288	infA			Translation initiation factor IF-1
P003_WH08_00009	CDS	417	rps11			ribosomal protein S11
P003_WH08_00010	CDS	1035	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P003_WH08_00011	CDS	525	petD			cytochrome b6/f complex subunit IV
P003_WH08_00012	CDS	489	petB			cytochrome b6
P003_WH08_00013	CDS	222	psbH			photosystem II phosphoprotein
P003_WH08_00014	CDS	129				hypothetical protein
P003_WH08_00015	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WH08_00016	CDS	297				hypothetical protein
P003_WH08_00017	CDS	378	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WH08_00018	CDS	240	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WH08_00019	CDS	246				hypothetical protein
P003_WH08_00020	CDS	354	rpl20			ribosomal protein L20
P003_WH08_00021	CDS	306	rps18			ribosomal protein S18
P003_WH08_00022	CDS	135	psaJ			photosystem I subunit IX
P003_WH08_00023	tRNA	76				tRNA-Pro(tgg)
P003_WH08_00024	tRNA	74				tRNA-Trp(cca)
P003_WH08_00025	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WH08_00026	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WH08_00027	CDS	123	psbJ			photosystem II protein J
P003_WH08_00028	CDS	924	petA			cytochrome f
P003_WH08_00029	CDS	690	cemA			envelope membrane protein
P003_WH08_00030	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WH08_00031	CDS	1476	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WH08_00032	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WH08_00033	CDS	1497	atpB			ATP synthase CF1 beta subunit
P003_WH08_00034	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WH08_00035	tRNA	73				tRNA-Met(cat)
P003_WH08_00036	CDS	219				hypothetical protein
P003_WH08_00037	tRNA	92				tRNA-Ile(aat)
P003_WH08_00038	CDS	261				hypothetical protein
P003_WH08_00039	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WH08_00040	CDS	747	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WH08_00041	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WH08_00042	CDS	270				hypothetical protein
P003_WH08_00043	tRNA	73				tRNA-Phe(gaa)
P003_WH08_00044	CDS	111				hypothetical protein
P003_WH08_00045	CDS	267				hypothetical protein
P003_WH08_00046	tRNA	75				tRNA-Thr(tgt)
P003_WH08_00047	CDS	606	rps4			ribosomal protein S4
P003_WH08_00048	tRNA	89				tRNA-Ser(gga)
P003_WH08_00049	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WH08_00050	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WH08_00051	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WH08_00052	CDS	258	rps14			ribosomal protein S14
P003_WH08_00053	tRNA	74				tRNA-Met(cat)
P003_WH08_00054	tRNA	71				tRNA-Gly(gcc)
P003_WH08_00055	CDS	249				hypothetical protein
P003_WH08_00056	CDS	417				hypothetical protein
P003_WH08_00057	tRNA	89				tRNA-Ser(tga)
P003_WH08_00058	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WH08_00059	CDS	1062	psbD			photosystem II protein D2
P003_WH08_00060	tRNA	72				tRNA-Thr(ggt)
P003_WH08_00061	CDS	249				hypothetical protein
P003_WH08_00062	tRNA	75				tRNA-Glu(ttc)
P003_WH08_00063	tRNA	86				tRNA-Tyr(gta)
P003_WH08_00064	tRNA	78				tRNA-Asp(gtc)
P003_WH08_00065	tRNA	72				tRNA-Cys(gca)
P003_WH08_00066	CDS	3213	rpoB			RNA polymerase beta subunit
P003_WH08_00067	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P003_WH08_00068	CDS	1428	rpoC1_2			RNA polymerase beta' subunit
P003_WH08_00069	CDS	4158	rpoC2			RNA polymerase beta'' subunit
P003_WH08_00070	CDS	711	rps2			ribosomal protein S2
P003_WH08_00071	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WH08_00072	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WH08_00073	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WH08_00074	CDS	183				hypothetical protein
P003_WH08_00075	CDS	375	atpF_2			ATP synthase CF0 subunit I
P003_WH08_00076	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WH08_00077	tRNA	72				tRNA-Arg(tct)
P003_WH08_00078	CDS	126				hypothetical protein
P003_WH08_00079	CDS	159				hypothetical protein
P003_WH08_00080	tRNA	88				tRNA-Ser(gct)
P003_WH08_00081	CDS	111	psbI			Photosystem II reaction center protein I
