locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WC07_00001	CDS	288	psaB			photosystem I P700 apoprotein A2
P001_WC07_00002	CDS	330	rps14			ribosomal protein S14
P001_WC07_00003	tRNA	74				tRNA-Met(cat)
P001_WC07_00004	tRNA	72				tRNA-Gly(gcc)
P001_WC07_00005	CDS	189	psbZ			photosystem II protein Z
P001_WC07_00006	tRNA	83				tRNA-Ser(tga)
P001_WC07_00007	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WC07_00008	CDS	1062	psbD			photosystem II protein D2
P001_WC07_00009	CDS	249				hypothetical protein
P001_WC07_00010	tRNA	72				tRNA-Arg(tct)
P001_WC07_00011	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P001_WC07_00012	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WC07_00013	CDS	252				hypothetical protein
P001_WC07_00014	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WC07_00015	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WC07_00016	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WC07_00017	CDS	711	rps2			ribosomal protein S2
P001_WC07_00018	CDS	4134	rpoC2			RNA polymerase beta'' subunit
P001_WC07_00019	CDS	1497	rpoC1_1			RNA polymerase beta' subunit
P001_WC07_00020	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WC07_00021	CDS	3183	rpoB			RNA polymerase beta subunit
P001_WC07_00022	tRNA	74				tRNA-Glu(ttc)
P001_WC07_00023	tRNA	86				tRNA-Tyr(gta)
P001_WC07_00024	tRNA	77				tRNA-Asp(gtc)
P001_WC07_00025	CDS	105	psbM			photosystem II protein M
P001_WC07_00026	tRNA	72				tRNA-Cys(gca)
P001_WC07_00027	tRNA	88				tRNA-Ser(gct)
P001_WC07_00028	CDS	111	psbI			Photosystem II reaction center protein I
P001_WC07_00029	CDS	189	psbK			photosystem II protein K
P001_WC07_00030	tRNA	72				tRNA-Gln(ttg)
P001_WC07_00031	CDS	174				hypothetical protein
P001_WC07_00032	CDS	162	rps16			ribosomal protein S16
