P001_WA02_00054 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WA03_00114 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA04_00069 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00057 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WA06_00116 	Cyperaceae;Carex; 	Cyperaceae;Carex	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA07_00056 	Asteraceae;Omalotheca; 	Asteraceae;Antennaria	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WA08_00131 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA10_00075 	Rubiaceae;Cruciata; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Rubiaceae;Galium; 	Orobanchaceae;Pedicularis; 	Lentibulariaceae;Pinguicula;
P001_WA11_00114 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WA12_00089 	Asteraceae;Matricaria; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Achillea; 	Asteraceae;Anthemis; 	Asteraceae;Leucanthemum;
P001_WB01_00027 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB01_00196 	Brassicaceae;Arabis; 	Brassicaceae;Arabis	Brassicaceae;Arabis; 	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Draba;
P001_WB01_00387 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WB01_00440 	Brassicaceae;Arabis; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Sesleria; 	Poaceae;Phleum;
P001_WB02_00026 	Salicaceae;Salix; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Sesleria;
P001_WB02_00077 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB02_00089 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB03_00014 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P001_WB04_00107 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex;
P001_WB05_00093 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P001_WB06_00053 	Gentianaceae;Comastoma; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WB07_00087 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Astragalus;
P001_WB08_00075 	Poaceae;Bromus; 	Poaceae;Bromus	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P001_WB09_00053 	Asteraceae;Leontodon; 	Asteraceae;Hypochaeris	Asteraceae;Leontodon; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WB10_00056 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Hierochloe; 	Poaceae;Agrostis; 	Poaceae;Hierochloe; 	Poaceae;Agrostis;
P001_WB11_00112 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WB12_00020 	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WC02_00033 	Poaceae;Deschampsia; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Sesleria; 	Poaceae;Phleum;
P001_WC03_00051 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Asteraceae;Solidago; 	Asteraceae;Aster;
P001_WC06_00081 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WC07_00092 	Asteraceae;Leontodon; 	Asteraceae;Reichardia	Asteraceae;Leontodon; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WC08_00060 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Tilingia; 	Apiaceae;Peucedanum; 	Apiaceae;Seseli;
