locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WE06_00001	CDS	402	rpl2_1			ribosomal protein L2
P002_WE06_00002	CDS	498	rpl2_2			ribosomal protein L2
P002_WE06_00003	CDS	279	rps19			ribosomal protein S19
P002_WE06_00004	CDS	474	rpl22			ribosomal protein L22
P002_WE06_00005	CDS	657	rps3			ribosomal protein S3
P002_WE06_00006	CDS	141				hypothetical protein
P002_WE06_00007	CDS	351	rpl16			ribosomal protein L16
P002_WE06_00008	CDS	369	rpl14			ribosomal protein L14
P002_WE06_00009	CDS	459	rps8			ribosomal protein S8
P002_WE06_00010	CDS	240	infA			translational initiation factor 1
P002_WE06_00011	CDS	288				hypothetical protein
P002_WE06_00012	CDS	417	rps11			ribosomal protein S11
P002_WE06_00013	CDS	981	rpoA			RNA polymerase alpha subunit
P002_WE06_00014	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WE06_00015	CDS	489	petB			cytochrome b6
P002_WE06_00016	CDS	342	psbH			Photosystem II reaction center protein H
P002_WE06_00017	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WE06_00018	CDS	396	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WE06_00019	CDS	345	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WE06_00020	CDS	387	rpl20			ribosomal protein L20
P002_WE06_00021	CDS	453				hypothetical protein
P002_WE06_00022	CDS	135	psaJ			photosystem I subunit IX
P002_WE06_00023	CDS	219				hypothetical protein
P002_WE06_00024	tRNA	76				tRNA-Pro(tgg)
P002_WE06_00025	tRNA	74				tRNA-Trp(cca)
P002_WE06_00026	CDS	150	petL			Cytochrome b6-f complex subunit 6
P002_WE06_00027	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WE06_00028	CDS	963	petA			cytochrome f
P002_WE06_00029	CDS	180				hypothetical protein
P002_WE06_00030	CDS	690	cemA			envelope membrane protein
P002_WE06_00031	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WE06_00032	CDS	1527	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WE06_00033	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WE06_00034	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WE06_00035	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WE06_00036	tRNA	73				tRNA-Met(cat)
P002_WE06_00037	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WE06_00038	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WE06_00039	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WE06_00040	tRNA	74				tRNA-Phe(gaa)
P002_WE06_00041	CDS	198				hypothetical protein
P002_WE06_00042	tRNA	75				tRNA-Thr(tgt)
P002_WE06_00043	CDS	606	rps4			ribosomal protein S4
P002_WE06_00044	tRNA	88				tRNA-Ser(gga)
