locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WA07_00001	CDS	207	psaA			photosystem I P700 apoprotein A1
P001_WA07_00002	tRNA	75				tRNA-His(gtg)
P001_WA07_00003	CDS	1062	psbA			photosystem II protein D1
P001_WA07_00004	CDS	1521	matK			maturase K
P001_WA07_00005	tRNA	72				tRNA-Gln(ttg)
P001_WA07_00006	CDS	189	psbK			photosystem II protein K
P001_WA07_00007	CDS	111	psbI			Photosystem II reaction center protein I
P001_WA07_00008	tRNA	88				tRNA-Ser(gct)
P001_WA07_00009	tRNA	72				tRNA-Cys(gca)
P001_WA07_00010	CDS	210				hypothetical protein
P001_WA07_00011	tRNA	77				tRNA-Asp(gtc)
P001_WA07_00012	tRNA	87				tRNA-Tyr(gta)
P001_WA07_00013	tRNA	72				tRNA-Glu(ttc)
P001_WA07_00014	CDS	189				hypothetical protein
P001_WA07_00015	CDS	3183	rpoB			RNA polymerase beta subunit
P001_WA07_00016	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P001_WA07_00017	CDS	1491	rpoC1_2			RNA polymerase beta' subunit
P001_WA07_00018	CDS	4134	rpoC2			RNA polymerase beta'' subunit
P001_WA07_00019	CDS	711	rps2			ribosomal protein S2
P001_WA07_00020	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WA07_00021	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WA07_00022	CDS	171	atpF_1			ATP synthase CF0 subunit I
P001_WA07_00023	CDS	258				hypothetical protein
P001_WA07_00024	CDS	339				hypothetical protein
P001_WA07_00025	CDS	375	atpF_2			ATP synthase CF0 subunit I
P001_WA07_00026	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P001_WA07_00027	tRNA	72				tRNA-Arg(tct)
P001_WA07_00028	CDS	174				hypothetical protein
P001_WA07_00029	CDS	1062	psbD			photosystem II protein D2
P001_WA07_00030	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WA07_00031	tRNA	83				tRNA-Ser(tga)
P001_WA07_00032	CDS	189	psbZ			photosystem II protein Z
P001_WA07_00033	tRNA	72				tRNA-Gly(gcc)
P001_WA07_00034	tRNA	74				tRNA-Met(cat)
