locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WB10_00001	CDS	225				hypothetical protein
P002_WB10_00002	tRNA	74				tRNA-Asn(gtt)
P002_WB10_00003	CDS	159				hypothetical protein
P002_WB10_00004	tRNA	74				tRNA-Arg(acg)
P002_WB10_00005	CDS	198				hypothetical protein
P002_WB10_00006	rRNA	3015				23S ribosomal RNA
P002_WB10_00007	CDS	255				hypothetical protein
P002_WB10_00008	rRNA	1487				16S ribosomal RNA
P002_WB10_00009	tRNA	72				tRNA-Val(gac)
P002_WB10_00010	CDS	204				hypothetical protein
P002_WB10_00011	CDS	468	rps7			ribosomal protein S7
P002_WB10_00012	CDS	912	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WB10_00013	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WB10_00014	tRNA	84				tRNA-Leu(caa)
P002_WB10_00015	CDS	378				hypothetical protein
P002_WB10_00016	CDS	6711				hypothetical protein
P002_WB10_00017	tRNA	75				tRNA-Met(cat)
P002_WB10_00018	CDS	825	rpl2			ribosomal protein L2
P002_WB10_00019	CDS	2223	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WB10_00020	CDS	174	rpl32			ribosomal protein L32
P002_WB10_00021	CDS	105				hypothetical protein
P002_WB10_00022	tRNA	80				tRNA-Leu(tag)
P002_WB10_00023	CDS	960	ccsA			cytochrome c heme attachment protein
P002_WB10_00024	CDS	1530	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WB10_00025	CDS	246	psaC			photosystem I subunit VII
P002_WB10_00026	CDS	360	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WB10_00027	CDS	561	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WB10_00028	CDS	513	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WB10_00029	CDS	468	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WB10_00030	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WB10_00031	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WB10_00032	CDS	264	rps15			ribosomal protein S15
P002_WB10_00033	CDS	3342				hypothetical protein
P002_WB10_00034	rRNA	1673				23S ribosomal RNA (partial)
P002_WB10_00035	CDS	1443	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WB10_00036	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WB10_00037	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WB10_00038	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WB10_00039	tRNA	73				tRNA-Met(cat)
P002_WB10_00040	CDS	147				hypothetical protein
P002_WB10_00041	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WB10_00042	CDS	702	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WB10_00043	CDS	495	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WB10_00044	tRNA	74				tRNA-Phe(gaa)
P002_WB10_00045	tRNA	75				tRNA-Thr(tgt)
P002_WB10_00046	CDS	606	rps4			ribosomal protein S4
P002_WB10_00047	tRNA	89				tRNA-Ser(gga)
P002_WB10_00048	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WB10_00049	tRNA	75				tRNA-His(gtg)
P002_WB10_00050	CDS	1062	psbA			photosystem II protein D1
P002_WB10_00051	CDS	1500	matK			maturase K
P002_WB10_00052	CDS	90				hypothetical protein
P002_WB10_00053	CDS	204				hypothetical protein
P002_WB10_00054	tRNA	72				tRNA-Gln(ttg)
P002_WB10_00055	CDS	180	psbK			photosystem II protein K
P002_WB10_00056	tRNA	88				tRNA-Ser(gct)
P002_WB10_00057	tRNA	72				tRNA-Arg(tct)
P002_WB10_00058	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WB10_00059	CDS	375	atpF			ATP synthase CF0 subunit I
P002_WB10_00060	CDS	129				hypothetical protein
P002_WB10_00061	CDS	255				hypothetical protein
P002_WB10_00062	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WB10_00063	CDS	696	atpI			ATP synthase CF0 subunit IV
P002_WB10_00064	CDS	825	rps2			ribosomal protein S2
P002_WB10_00065	CDS	4152	rpoC2			RNA polymerase beta'' subunit
P002_WB10_00066	CDS	1422	rpoC1_1			RNA polymerase beta' subunit
P002_WB10_00067	CDS	240				hypothetical protein
P002_WB10_00068	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P002_WB10_00069	CDS	3231	rpoB			RNA polymerase beta subunit
P002_WB10_00070	CDS	120				hypothetical protein
P002_WB10_00071	tRNA	72				tRNA-Cys(gca)
P002_WB10_00072	CDS	90	petN			cytochrome b6/f complex subunit VII
P002_WB10_00073	tRNA	77				tRNA-Asp(gtc)
P002_WB10_00074	tRNA	86				tRNA-Tyr(gta)
