P001_WB01_00030 	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Bartsia	Lamiaceae;Betonica	Plantaginaceae;Pennellianthus
P001_WB01_00193 	Brassicaceae;Arabis	Brassicaceae;Pseudoturritis	Asteraceae;Taraxacum	Brassicaceae;Draba	Brassicaceae;Cardamine	Brassicaceae;Draba
P001_WB01_00385 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus
P001_WB01_00444 	Brassicaceae;Arabis	Poaceae;Avenella	Poaceae;Poa	Poaceae;Poa	Poaceae;Poa	Poaceae;Poa
P001_WB02_00029 	Salicaceae;Salix	Poaceae;Avenella	Poaceae;Poa	Poaceae;Poa	Poaceae;Poa	Poaceae;Poa
P001_WB02_00080 	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix
P001_WD08_00064 	Caryophyllaceae;Cerastium	Boraginaceae;Arnebia	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Primulaceae;Primula	Primulaceae;Primula
P001_WD08_00188 	Caryophyllaceae;Cerastium	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WD11_00066 	Crassulaceae;Sedum	Cyperaceae;Carex	Crassulaceae;Sedum	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P001_WD11_00305 	Crassulaceae;Sedum	Crassulaceae;Sedum	Crassulaceae;Sedum	Crassulaceae;Sempervivum	Crassulaceae;Sedum	Polygonaceae;Polygonum
P001_WD11_00346 	Crassulaceae;Sedum	Crassulaceae;Sedum	Crassulaceae;Sedum	Crassulaceae;Sempervivum	Crassulaceae;Sedum	Polygonaceae;Polygonum
P001_WD11_00370 	Crassulaceae;Sedum	Asteraceae;Taraxacum	Asteraceae;Taraxacum	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum
P001_WE04_00129 	Tofieldiaceae;Tofieldia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P001_WE04_00250 	Tofieldiaceae;Tofieldia	Tofieldiaceae;Tofieldia	Apiaceae;Tilingia	Primulaceae;Primula	Apiaceae;Ligusticum	Primulaceae;Primula
P001_WE12_00175 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P001_WE12_00319 	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum
P001_WF01_00102 	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum
P001_WF01_00186 	Equisetaceae;Equisetum	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P001_WG02_00184 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P001_WG02_00306 	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Selaginellaceae;Selaginella	Ranunculaceae;Aconitum	Cyperaceae;Carex
P001_WG03_00362 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Primulaceae;Primula	Primulaceae;Primula	Primulaceae;Primula
P001_WG03_00386 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WG03_00403 	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P001_WG03_00439 	Selaginellaceae;Selaginella	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Selaginellaceae;Selaginella	Ranunculaceae;Aconitum	Cyperaceae;Carex
P002_WC01_00051 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WC01_00099 	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Rubus	Rosaceae;Spiraea	Ericaceae;Vaccinium
P002_WD01_00024 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00214 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WE07_00024 	Rosaceae;Spiraea	Rosaceae;Spiraea	Rosaceae;Rubus	Rosaceae;Potentilla	Rosaceae;Potentilla	Apiaceae;Chaerophyllum
P002_WE07_00199 	Rosaceae;Spiraea	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Ericaceae;Vaccinium
P002_WF01_00066 	Poaceae;Calamagrostis	Asteraceae;Helianthus	Plantaginaceae;Veronica	Poaceae;Festuca	Asteraceae;Cirsium	Asteraceae;Antennaria
P002_WF01_00184 	Poaceae;Calamagrostis	Poaceae;Agrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Agrostis	Poaceae;Calamagrostis
P002_WG02_00071 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P002_WG02_00204 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Trifolium	Fabaceae;Oxytropis	Fabaceae;Oxytropis
P003_WA07_00047 	Cyperaceae;Carex	Poaceae;Chikusichloa	Poaceae;Poa	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WA07_00180 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P003_WA10_00036 	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana
P003_WA10_00224 	Gentianaceae;Gentiana	Primulaceae;Primula	Primulaceae;Soldanella	Primulaceae;Soldanella	Primulaceae;Primula	Primulaceae;Primula
P003_WB08_00024 	Asteraceae;Antennaria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P003_WB08_00095 	Asteraceae;Antennaria	Asteraceae;Helianthus	Plantaginaceae;Veronica	Poaceae;Festuca	Asteraceae;Cirsium	Asteraceae;Antennaria
P003_WC07_00142 	Juncaceae;Luzula	Brassicaceae;Cochlearia	Brassicaceae;Cochlearia	Asteraceae;Taraxacum	Brassicaceae;Cardamine	Brassicaceae;Draba
P003_WC07_00204 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Cyperaceae;Carex	Juncaceae;Luzula	Juncaceae;Juncus
P003_WC12_00153 	Juncaceae;Luzula	Asteraceae;Linochilus	Asteraceae;Aster	Asteraceae;Erigeron	Juncaceae;Luzula	Asteraceae;Aster
P003_WC12_00184 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Cyperaceae;Carex	Juncaceae;Luzula	Juncaceae;Juncus
P003_WD12_00028 	Plantaginaceae;Veronica	Plantaginaceae;Hemiphragma	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Fabaceae;Hedysarum
P003_WD12_00202 	Plantaginaceae;Veronica	Asteraceae;Helianthus	Plantaginaceae;Veronica	Poaceae;Festuca	Asteraceae;Cirsium	Asteraceae;Antennaria
P003_WE02_00076 	Poaceae;Festuca	Poaceae;Neotrinia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WE02_00108 	Poaceae;Festuca	Asteraceae;Helianthus	Plantaginaceae;Veronica	Poaceae;Festuca	Asteraceae;Cirsium	Asteraceae;Antennaria
P003_WE11_00024 	Cyperaceae;Carex	Juncaceae;Juncus	Juncaceae;Luzula	Cyperaceae;Carex	Juncaceae;Luzula	Juncaceae;Juncus
P003_WE11_00202 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P003_WE12_00075 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P003_WE12_00149 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus
P003_WF01_00207 	Onagraceae;Epilobium	Onagraceae;Epilobium	Saxifragaceae;Saxifraga	Fabaceae;Trifolium	Betulaceae;Betula	Saxifragaceae;Saxifraga
P003_WF01_00274 	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P003_WF01_00401 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF11_00017 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P003_WF11_00088 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus
P003_WG02_00040 	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Rubus
P003_WG02_00099 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P003_WG02_00276 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Ranunculaceae;Aconitum	Cyperaceae;Carex	Ranunculaceae;Anemone	Ranunculaceae;Anemone
P003_WG08_00133 	Brassicaceae;Draba	Brassicaceae;Draba	Papaveraceae;Papaver	Brassicaceae;Draba	Brassicaceae;Draba	Asteraceae;Taraxacum
P003_WG08_00217 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WG11_00082 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
