locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WC05_00001	CDS	3762				hypothetical protein
P003_WC05_00002	CDS	273	rps15			ribosomal protein S15
P003_WC05_00003	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WC05_00004	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WC05_00005	CDS	492	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WC05_00006	CDS	531	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WC05_00007	CDS	576	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WC05_00008	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WC05_00009	CDS	246	psaC			photosystem I subunit VII
P003_WC05_00010	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WC05_00011	CDS	963	ccsA			cytochrome c heme attachment protein
P003_WC05_00012	tRNA	80				tRNA-Leu(tag)
P003_WC05_00013	CDS	2274	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WC05_00014	tRNA	74				tRNA-Asn(gtt)
P003_WC05_00015	CDS	147				hypothetical protein
P003_WC05_00016	tRNA	75				tRNA-Arg(acg)
P003_WC05_00017	CDS	207				hypothetical protein
P003_WC05_00018	rRNA	3010				23S ribosomal RNA
P003_WC05_00019	CDS	105				hypothetical protein
P003_WC05_00020	CDS	216				hypothetical protein
P003_WC05_00021	rRNA	1487				16S ribosomal RNA
P003_WC05_00022	tRNA	72				tRNA-Val(gac)
P003_WC05_00023	CDS	285				hypothetical protein
P003_WC05_00024	CDS	138				hypothetical protein
P003_WC05_00025	CDS	240	rps7_1			ribosomal protein S7
P003_WC05_00026	CDS	858	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WC05_00027	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WC05_00028	CDS	186				hypothetical protein
P003_WC05_00029	tRNA	83				tRNA-Leu(caa)
P003_WC05_00030	CDS	6858				hypothetical protein
P003_WC05_00031	tRNA	75				tRNA-Met(cat)
P003_WC05_00032	CDS	282	rpl23_1			ribosomal protein L23
P003_WC05_00033	CDS	408	rpl2_1			ribosomal protein L2
P003_WC05_00034	CDS	162				hypothetical protein
P003_WC05_00035	CDS	465	rpl2_2			ribosomal protein L2
P003_WC05_00036	CDS	279	rps19_1			ribosomal protein S19
P003_WC05_00037	tRNA	75				tRNA-His(gtg)
P003_WC05_00038	CDS	954	psbA_1			photosystem II protein D1
P003_WC05_00039	CDS	1533	matK_1			maturase K
P003_WC05_00040	tRNA	72				tRNA-Gln(ttg)
P003_WC05_00041	CDS	195	psbK_1			photosystem II protein K
P003_WC05_00042	CDS	111	psbI_1			Photosystem II reaction center protein I
P003_WC05_00043	tRNA	88				tRNA-Ser(gct)
P003_WC05_00044	tRNA	72				tRNA-Arg(tct)
P003_WC05_00045	CDS	1524	atpA_1			ATP synthase CF1 alpha subunit
P003_WC05_00046	CDS	477	atpF_1			ATP synthase CF0 subunit I
P003_WC05_00047	CDS	273				hypothetical protein
P003_WC05_00048	CDS	171	atpF_2			ATP synthase CF0 subunit I
P003_WC05_00049	CDS	171	atpF_3			ATP synthase CF0 subunit I
P003_WC05_00050	CDS	273				hypothetical protein
P003_WC05_00051	CDS	477	atpF_4			ATP synthase CF0 subunit I
P003_WC05_00052	CDS	1524	atpA_2			ATP synthase CF1 alpha subunit
P003_WC05_00053	tRNA	72				tRNA-Arg(tct)
P003_WC05_00054	tRNA	88				tRNA-Ser(gct)
P003_WC05_00055	CDS	111	psbI_2			Photosystem II reaction center protein I
P003_WC05_00056	CDS	195	psbK_2			photosystem II protein K
P003_WC05_00057	tRNA	72				tRNA-Gln(ttg)
P003_WC05_00058	CDS	1533	matK_2			maturase K
P003_WC05_00059	CDS	954	psbA_2			photosystem II protein D1
P003_WC05_00060	tRNA	75				tRNA-His(gtg)
P003_WC05_00061	CDS	279	rps19_2			ribosomal protein S19
P003_WC05_00062	CDS	465	rpl2_3			ribosomal protein L2
P003_WC05_00063	CDS	162				hypothetical protein
P003_WC05_00064	CDS	408	rpl2_4			ribosomal protein L2
P003_WC05_00065	CDS	282	rpl23_2			ribosomal protein L23
P003_WC05_00066	tRNA	75				tRNA-Met(cat)
P003_WC05_00067	CDS	6858				hypothetical protein
P003_WC05_00068	tRNA	83				tRNA-Leu(caa)
P003_WC05_00069	CDS	186				hypothetical protein
P003_WC05_00070	CDS	783	ndhB_3			NADH-plastoquinone oxidoreductase subunit 2
P003_WC05_00071	CDS	858	ndhB_4			NADH-plastoquinone oxidoreductase subunit 2
