locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WF11_00001	CDS	432	rps11			ribosomal protein S11
P002_WF11_00002	CDS	234				hypothetical protein
P002_WF11_00003	CDS	780				hypothetical protein
P002_WF11_00004	CDS	561	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WF11_00005	CDS	231	rpoA			RNA polymerase alpha subunit
P002_WF11_00006	CDS	180				hypothetical protein
P002_WF11_00007	CDS	459	petD			cytochrome b6/f complex subunit IV
P002_WF11_00008	CDS	543	petB			cytochrome b6
P002_WF11_00009	tRNA	72				tRNA-Val(gac)
P002_WF11_00010	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WF11_00011	CDS	1479	atpB			ATP synthase CF1 beta subunit
P002_WF11_00012	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WF11_00013	tRNA	75				tRNA-His(gtg)
P002_WF11_00014	CDS	1062	psbA			photosystem II protein D1
P002_WF11_00015	CDS	156				hypothetical protein
P002_WF11_00016	CDS	288				hypothetical protein
P002_WF11_00017	CDS	279				hypothetical protein
P002_WF11_00018	tRNA	90				tRNA-Ser(gct)
P002_WF11_00019	CDS	111	psbI			Photosystem II reaction center protein I
P002_WF11_00020	CDS	180	psbK			photosystem II protein K
P002_WF11_00021	tRNA	72				tRNA-Gln(ttg)
P002_WF11_00022	CDS	201	rps16			ribosomal protein S16
P002_WF11_00023	CDS	216				hypothetical protein
P002_WF11_00024	CDS	1608	matK_1			maturase K
P002_WF11_00025	CDS	513				hypothetical protein
P002_WF11_00026	CDS	516	matK_2			maturase K
P002_WF11_00027	CDS	879				hypothetical protein
P002_WF11_00028	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WF11_00029	CDS	762				hypothetical protein
P002_WF11_00030	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WF11_00031	CDS	213				hypothetical protein
P002_WF11_00032	CDS	228				hypothetical protein
P002_WF11_00033	CDS	321				hypothetical protein
P002_WF11_00034	CDS	264	atpF			ATP synthase CF0 subunit I
P002_WF11_00035	CDS	1533	atpA			ATP synthase CF1 alpha subunit
P002_WF11_00036	tRNA	72				tRNA-Arg(tct)
P002_WF11_00037	CDS	171				hypothetical protein
P002_WF11_00038	CDS	195				hypothetical protein
P002_WF11_00039	CDS	204				hypothetical protein
P002_WF11_00040	CDS	315	rpl2_1			ribosomal protein L2
P002_WF11_00041	CDS	495	rpl2_2			ribosomal protein L2
P002_WF11_00042	tRNA	75				tRNA-His(gtg)
P002_WF11_00043	CDS	303	rps19			ribosomal protein S19
P002_WF11_00044	CDS	495	rpl22			ribosomal protein L22
P002_WF11_00045	CDS	828	rps3			ribosomal protein S3
P002_WF11_00046	CDS	180				hypothetical protein
P002_WF11_00047	CDS	378	rpl16			ribosomal protein L16
P002_WF11_00048	CDS	384	rpl14			ribosomal protein L14
P002_WF11_00049	CDS	405	rps8			ribosomal protein S8
P002_WF11_00050	CDS	594	infA			Translation initiation factor IF-1
P002_WF11_00051	tRNA	87				tRNA-Ser(gga)
P002_WF11_00052	CDS	162				hypothetical protein
P002_WF11_00053	CDS	693	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WF11_00054	CDS	171				hypothetical protein
P002_WF11_00055	CDS	384	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WF11_00056	CDS	366	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WF11_00057	CDS	93				hypothetical protein
P002_WF11_00058	tRNA	81				tRNA-Leu(caa)
P002_WF11_00059	CDS	246				hypothetical protein
P002_WF11_00060	CDS	1575	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WF11_00061	CDS	372	rpl20			ribosomal protein L20
P002_WF11_00062	CDS	219				hypothetical protein
P002_WF11_00063	CDS	750	rps2			ribosomal protein S2
P002_WF11_00064	CDS	2853	rpoC2			RNA polymerase beta'' subunit
P002_WF11_00065	CDS	330				hypothetical protein
P002_WF11_00066	tRNA	72				tRNA-Asn(gtt)
P002_WF11_00067	tRNA	75				tRNA-Arg(acg)
P002_WF11_00068	CDS	222				hypothetical protein
P002_WF11_00069	rRNA	3288				23S ribosomal RNA
P002_WF11_00070	CDS	183				hypothetical protein
P002_WF11_00071	CDS	219				hypothetical protein
P002_WF11_00072	rRNA	1510				16S ribosomal RNA
P002_WF11_00073	CDS	246				hypothetical protein
P002_WF11_00074	CDS	324				hypothetical protein
P002_WF11_00075	tRNA	75				tRNA-Met(cat)
P002_WF11_00076	CDS	291				hypothetical protein
P002_WF11_00077	CDS	186				hypothetical protein
P002_WF11_00078	CDS	264				hypothetical protein
P002_WF11_00079	CDS	189				hypothetical protein
P002_WF11_00080	CDS	246				hypothetical protein
P002_WF11_00081	CDS	306	rps14			ribosomal protein S14
