locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WC09_00001	tRNA	78				tRNA-Met(cat)
P003_WC09_00002	tRNA	72				tRNA-Gly(gcc)
P003_WC09_00003	CDS	189	psbZ			photosystem II protein Z
P003_WC09_00004	tRNA	88				tRNA-Ser(tga)
P003_WC09_00005	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WC09_00006	CDS	1062	psbD			photosystem II protein D2
P003_WC09_00007	tRNA	73				tRNA-Thr(agt)
P003_WC09_00008	tRNA	72				tRNA-Glu(ttc)
P003_WC09_00009	tRNA	84				tRNA-Tyr(gta)
P003_WC09_00010	tRNA	76				tRNA-Asp(gtc)
P003_WC09_00011	CDS	273	psbM			Photosystem II reaction center protein M
P003_WC09_00012	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WC09_00013	tRNA	71				tRNA-Cys(gca)
P003_WC09_00014	CDS	3495	rpoB			RNA polymerase beta subunit
P003_WC09_00015	CDS	441	rpoC1_1			RNA polymerase beta' subunit
P003_WC09_00016	CDS	1437	rpoC1_2			RNA polymerase beta' subunit
P003_WC09_00017	CDS	4962	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P003_WC09_00018	CDS	738	rps2			ribosomal protein S2
P003_WC09_00019	CDS	231				hypothetical protein
P003_WC09_00020	CDS	189				hypothetical protein
P003_WC09_00021	CDS	207				hypothetical protein
P003_WC09_00022	CDS	1560	matK			maturase K
P003_WC09_00023	CDS	1062	psbA			photosystem II protein D1
P003_WC09_00024	CDS	333				hypothetical protein
P003_WC09_00025	tRNA	83				tRNA-Leu(caa)
P003_WC09_00026	CDS	183				hypothetical protein
P003_WC09_00027	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WC09_00028	CDS	294				hypothetical protein
P003_WC09_00029	CDS	930	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P003_WC09_00030	CDS	699				hypothetical protein
P003_WC09_00031	CDS	510	rps7			ribosomal protein S7
P003_WC09_00032	CDS	99	rps12			ribosomal protein S12
P003_WC09_00033	CDS	336				hypothetical protein
P003_WC09_00034	tRNA	74				tRNA-Gln(ttg)
P003_WC09_00035	tRNA	74				tRNA-Gln(ttg)
P003_WC09_00036	CDS	609	rps4			ribosomal protein S4
P003_WC09_00037	CDS	558	ycf4			photosystem I assembly protein Ycf4
P003_WC09_00038	CDS	690	cemA			envelope membrane protein
