locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WB11_00001	CDS	213				hypothetical protein
P001_WB11_00002	CDS	3951				hypothetical protein
P001_WB11_00003	CDS	399	rplT			50S ribosomal protein L20
P001_WB11_00004	CDS	378				hypothetical protein
P001_WB11_00005	CDS	135	psaJ			photosystem I subunit IX
P001_WB11_00006	CDS	195				hypothetical protein
P001_WB11_00007	tRNA	74				tRNA-Pro(tgg)
P001_WB11_00008	tRNA	74				tRNA-Trp(cca)
P001_WB11_00009	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WB11_00010	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WB11_00011	tRNA	74				tRNA-His(gtg)
P001_WB11_00012	CDS	1101	psbA			photosystem II protein D1
P001_WB11_00013	CDS	1650	matK			maturase K
P001_WB11_00014	CDS	339				hypothetical protein
P001_WB11_00015	tRNA	72				tRNA-Gln(ttg)
P001_WB11_00016	tRNA	72				tRNA-Gln(ttg)
P001_WB11_00017	CDS	195				hypothetical protein
P001_WB11_00018	CDS	300	psbK			Photosystem II reaction center protein K
P001_WB11_00019	tRNA	88				tRNA-Ser(gct)
P001_WB11_00020	tRNA	72				tRNA-Arg(tct)
P001_WB11_00021	CDS	1503	atpA			ATP synthase CF1 alpha subunit
P001_WB11_00022	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WB11_00023	CDS	333				hypothetical protein
P001_WB11_00024	CDS	417				hypothetical protein
P001_WB11_00025	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WB11_00026	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WB11_00027	CDS	381	rpl2_1			ribosomal protein L2
P001_WB11_00028	CDS	498	rpl2_2			ribosomal protein L2
P001_WB11_00029	CDS	282	rps19			ribosomal protein S19
P001_WB11_00030	CDS	540	rpl22			ribosomal protein L22
P001_WB11_00031	CDS	702	rps3			ribosomal protein S3
P001_WB11_00032	CDS	381	rpl16			ribosomal protein L16
P001_WB11_00033	CDS	453	rpl14			ribosomal protein L14
P001_WB11_00034	CDS	393	rps8			ribosomal protein S8
P001_WB11_00035	CDS	402	rps11			ribosomal protein S11
P001_WB11_00036	CDS	1023	rpoA			RNA polymerase alpha subunit
P001_WB11_00037	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WB11_00038	CDS	507	petB			cytochrome b6
P001_WB11_00039	CDS	2223	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WB11_00040	CDS	207	rpl32			ribosomal protein L32
P001_WB11_00041	tRNA	80				tRNA-Leu(tag)
P001_WB11_00042	CDS	951	ccsA			cytochrome c heme attachment protein
P001_WB11_00043	CDS	96				hypothetical protein
P001_WB11_00044	CDS	1164	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WB11_00045	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WB11_00046	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WB11_00047	CDS	564	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WB11_00048	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WB11_00049	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
