locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WH11_00001	CDS	405	rps8_1			ribosomal protein S8
P003_WH11_00002	CDS	384	rpl14_1			ribosomal protein L14
P003_WH11_00003	CDS	180	rpl16_1			ribosomal protein L16
P003_WH11_00004	CDS	225				hypothetical protein
P003_WH11_00005	CDS	867	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WH11_00006	tRNA	75				tRNA-His(gtg)
P003_WH11_00007	CDS	135				hypothetical protein
P003_WH11_00008	CDS	1062	psbA			photosystem II protein D1
P003_WH11_00009	CDS	1515	matK			maturase K
P003_WH11_00010	CDS	189				hypothetical protein
P003_WH11_00011	CDS	216				hypothetical protein
P003_WH11_00012	tRNA	72				tRNA-Gln(ttg)
P003_WH11_00013	CDS	309	psbK			Photosystem II reaction center protein K
P003_WH11_00014	CDS	111	psbI			Photosystem II reaction center protein I
P003_WH11_00015	tRNA	88				tRNA-Ser(gct)
P003_WH11_00016	CDS	219				hypothetical protein
P003_WH11_00017	tRNA	72				tRNA-Cys(gca)
P003_WH11_00018	CDS	105	petN			cytochrome b6/f complex subunit VII
P003_WH11_00019	CDS	171				hypothetical protein
P003_WH11_00020	tRNA	77				tRNA-Asp(gtc)
P003_WH11_00021	tRNA	87				tRNA-Tyr(gta)
P003_WH11_00022	tRNA	72				tRNA-Glu(ttc)
P003_WH11_00023	CDS	3183	rpoB			RNA polymerase beta subunit
P003_WH11_00024	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P003_WH11_00025	CDS	1497	rpoC1_2			RNA polymerase beta' subunit
P003_WH11_00026	CDS	4146	rpoC2			RNA polymerase beta'' subunit
P003_WH11_00027	CDS	711	rps2			ribosomal protein S2
P003_WH11_00028	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WH11_00029	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WH11_00030	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WH11_00031	CDS	246				hypothetical protein
P003_WH11_00032	CDS	375	atpF_2			ATP synthase CF0 subunit I
P003_WH11_00033	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P003_WH11_00034	tRNA	72				tRNA-Arg(tct)
P003_WH11_00035	CDS	141				hypothetical protein
P003_WH11_00036	CDS	1062	psbD			photosystem II protein D2
P003_WH11_00037	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WH11_00038	tRNA	83				tRNA-Ser(tga)
P003_WH11_00039	CDS	216	psbZ			photosystem II protein Z
P003_WH11_00040	tRNA	72				tRNA-Gly(gcc)
P003_WH11_00041	tRNA	74				tRNA-Met(cat)
P003_WH11_00042	CDS	180				hypothetical protein
P003_WH11_00043	CDS	357	psaB_1			photosystem I P700 apoprotein A2
P003_WH11_00044	CDS	297				hypothetical protein
P003_WH11_00045	CDS	438	clpP1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
P003_WH11_00046	CDS	369	infA_1			Translation initiation factor IF-1
P003_WH11_00047	tRNA	87				tRNA-Ser(gga)
P003_WH11_00048	CDS	780	rpoA_1			RNA polymerase alpha subunit
P003_WH11_00049	CDS	432	rps11_1			ribosomal protein S11
P003_WH11_00050	CDS	402				hypothetical protein
P003_WH11_00051	tRNA	74				tRNA-Asn(gtt)
P003_WH11_00052	tRNA	75				tRNA-Arg(acg)
P003_WH11_00053	rRNA	3011				23S ribosomal RNA
P003_WH11_00054	CDS	114				hypothetical protein
P003_WH11_00055	CDS	150				hypothetical protein
P003_WH11_00056	CDS	216				hypothetical protein
P003_WH11_00057	rRNA	1487				16S ribosomal RNA
P003_WH11_00058	tRNA	72				tRNA-Val(gac)
P003_WH11_00059	CDS	231				hypothetical protein
P003_WH11_00060	CDS	327				hypothetical protein
P003_WH11_00061	CDS	468	rps7			ribosomal protein S7
P003_WH11_00062	CDS	192				hypothetical protein
P003_WH11_00063	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WH11_00064	CDS	105				hypothetical protein
P003_WH11_00065	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WH11_00066	CDS	240				hypothetical protein
P003_WH11_00067	tRNA	83				tRNA-Leu(caa)
P003_WH11_00068	CDS	6840				hypothetical protein
P003_WH11_00069	tRNA	75				tRNA-Met(cat)
P003_WH11_00070	CDS	282	rpl23			ribosomal protein L23
P003_WH11_00071	CDS	402	rpl2_1			ribosomal protein L2
P003_WH11_00072	CDS	609				hypothetical protein
P003_WH11_00073	tRNA	81				tRNA-Leu(caa)
P003_WH11_00074	CDS	204				hypothetical protein
P003_WH11_00075	CDS	162				hypothetical protein
P003_WH11_00076	tRNA	86				tRNA-Tyr(gta)
P003_WH11_00077	tRNA	73				tRNA-Glu(ttc)
P003_WH11_00078	CDS	147	psaB_2			photosystem I P700 apoprotein A2
P003_WH11_00079	CDS	306	rps14			ribosomal protein S14
P003_WH11_00080	CDS	246				hypothetical protein
P003_WH11_00081	CDS	177				hypothetical protein
P003_WH11_00082	CDS	150				hypothetical protein
P003_WH11_00083	CDS	222				hypothetical protein
P003_WH11_00084	CDS	4599				hypothetical protein
P003_WH11_00085	CDS	201				hypothetical protein
P003_WH11_00086	CDS	279	rps15			ribosomal protein S15
P003_WH11_00087	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WH11_00088	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WH11_00089	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WH11_00090	CDS	501	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WH11_00091	CDS	561	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WH11_00092	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WH11_00093	CDS	246	psaC			photosystem I subunit VII
P003_WH11_00094	CDS	1530	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WH11_00095	CDS	969	ccsA			cytochrome c heme attachment protein
P003_WH11_00096	tRNA	80				tRNA-Leu(tag)
P003_WH11_00097	CDS	321				hypothetical protein
P003_WH11_00098	CDS	2226	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WH11_00099	CDS	156				hypothetical protein
P003_WH11_00100	CDS	303				hypothetical protein
P003_WH11_00101	tRNA	81				tRNA-Leu(tag)
