locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WF10_00001	CDS	456	rpl22			ribosomal protein L22
P003_WF10_00002	CDS	657	rps3			ribosomal protein S3
P003_WF10_00003	CDS	249	rpl16			ribosomal protein L16
P003_WF10_00004	CDS	366	rpl14			ribosomal protein L14
P003_WF10_00005	CDS	405	rps8			ribosomal protein S8
P003_WF10_00006	CDS	417	rps11			ribosomal protein S11
P003_WF10_00007	CDS	1026	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P003_WF10_00008	CDS	507	petD			cytochrome b6/f complex subunit IV
P003_WF10_00009	CDS	714	petB			cytochrome b6
P003_WF10_00010	CDS	186				hypothetical protein
P003_WF10_00011	CDS	222	psbH			photosystem II phosphoprotein
P003_WF10_00012	CDS	825	rpl2			ribosomal protein L2
P003_WF10_00013	tRNA	75				tRNA-Met(cat)
P003_WF10_00014	CDS	6726				hypothetical protein
P003_WF10_00015	tRNA	83				tRNA-Leu(caa)
P003_WF10_00016	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WF10_00017	CDS	858	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WF10_00018	CDS	468	rps7			ribosomal protein S7
P003_WF10_00019	CDS	120				hypothetical protein
P003_WF10_00020	CDS	306	rps12			ribosomal protein S12
P003_WF10_00021	CDS	126				hypothetical protein
P003_WF10_00022	CDS	351				hypothetical protein
P003_WF10_00023	tRNA	72				tRNA-Val(gac)
P003_WF10_00024	rRNA	1487				16S ribosomal RNA
P003_WF10_00025	CDS	219				hypothetical protein
P003_WF10_00026	rRNA	3015				23S ribosomal RNA
P003_WF10_00027	CDS	132				hypothetical protein
P003_WF10_00028	tRNA	74				tRNA-Arg(acg)
P003_WF10_00029	tRNA	74				tRNA-Asn(gtt)
P003_WF10_00030	tRNA	76				tRNA-His(gtg)
P003_WF10_00031	CDS	1062	psbA			photosystem II protein D1
P003_WF10_00032	CDS	1512	matK			maturase K
P003_WF10_00033	CDS	162	rps16			ribosomal protein S16
P003_WF10_00034	tRNA	72				tRNA-Gln(ttg)
P003_WF10_00035	CDS	189	psbK			photosystem II protein K
P003_WF10_00036	tRNA	88				tRNA-Ser(gct)
P003_WF10_00037	tRNA	72				tRNA-Arg(tct)
P003_WF10_00038	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WF10_00039	CDS	375	atpF_1			ATP synthase CF0 subunit I
P003_WF10_00040	CDS	342				hypothetical protein
P003_WF10_00041	CDS	243				hypothetical protein
P003_WF10_00042	CDS	171	atpF_2			ATP synthase CF0 subunit I
P003_WF10_00043	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WF10_00044	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WF10_00045	CDS	723	rps2			ribosomal protein S2
P003_WF10_00046	CDS	4086	rpoC2			RNA polymerase beta'' subunit
P003_WF10_00047	CDS	1428	rpoC1_1			RNA polymerase beta' subunit
P003_WF10_00048	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P003_WF10_00049	CDS	3213	rpoB			RNA polymerase beta subunit
P003_WF10_00050	tRNA	72				tRNA-Cys(gca)
P003_WF10_00051	CDS	156				hypothetical protein
P003_WF10_00052	tRNA	77				tRNA-Asp(gtc)
P003_WF10_00053	tRNA	86				tRNA-Tyr(gta)
P003_WF10_00054	tRNA	75				tRNA-Glu(ttc)
P003_WF10_00055	tRNA	74				tRNA-Thr(ggt)
P003_WF10_00056	CDS	1062	psbD			photosystem II protein D2
P003_WF10_00057	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WF10_00058	tRNA	93				tRNA-Ser(tga)
P003_WF10_00059	CDS	96				hypothetical protein
P003_WF10_00060	CDS	258	psbZ			Photosystem II reaction center protein Z
P003_WF10_00061	tRNA	72				tRNA-Gly(gcc)
P003_WF10_00062	tRNA	74				tRNA-Met(cat)
P003_WF10_00063	CDS	303	rps14			ribosomal protein S14
P003_WF10_00064	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WF10_00065	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WF10_00066	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WF10_00067	tRNA	87				tRNA-Ser(gga)
P003_WF10_00068	CDS	606	rps4			ribosomal protein S4
P003_WF10_00069	CDS	111				hypothetical protein
P003_WF10_00070	tRNA	75				tRNA-Thr(tgt)
P003_WF10_00071	tRNA	74				tRNA-Phe(gaa)
P003_WF10_00072	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WF10_00073	CDS	744	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WF10_00074	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WF10_00075	tRNA	73				tRNA-Met(cat)
P003_WF10_00076	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WF10_00077	CDS	1497	atpB			ATP synthase CF1 beta subunit
P003_WF10_00078	CDS	108				hypothetical protein
P003_WF10_00079	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WF10_00080	CDS	219				hypothetical protein
P003_WF10_00081	CDS	1461	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WF10_00082	CDS	111	psaI			photosystem I subunit VIII
P003_WF10_00083	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WF10_00084	CDS	699	cemA			envelope membrane protein
P003_WF10_00085	CDS	978	petA			cytochrome f
P003_WF10_00086	CDS	162				hypothetical protein
P003_WF10_00087	CDS	123	psbJ			photosystem II protein J
P003_WF10_00088	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WF10_00089	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WF10_00090	CDS	114	petG			cytochrome b6/f complex subunit V
P003_WF10_00091	tRNA	74				tRNA-Trp(cca)
P003_WF10_00092	tRNA	76				tRNA-Pro(tgg)
P003_WF10_00093	CDS	135	psaJ			photosystem I subunit IX
P003_WF10_00094	CDS	201	rpl33			ribosomal protein L33
