locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WA08_00001	CDS	279	rps19			ribosomal protein S19
P003_WA08_00002	CDS	465	rpl22			ribosomal protein L22
P003_WA08_00003	CDS	657	rps3			ribosomal protein S3
P003_WA08_00004	CDS	360	rpl16			ribosomal protein L16
P003_WA08_00005	CDS	480				hypothetical protein
P003_WA08_00006	CDS	405	rps8			ribosomal protein S8
P003_WA08_00007	CDS	234	infA			translational initiation factor 1
P003_WA08_00008	CDS	303				hypothetical protein
P003_WA08_00009	CDS	411	rps11			ribosomal protein S11
P003_WA08_00010	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P003_WA08_00011	CDS	525	petD			cytochrome b6/f complex subunit IV
P003_WA08_00012	CDS	129				hypothetical protein
P003_WA08_00013	CDS	489	petB			cytochrome b6
P003_WA08_00014	CDS	240	psbH			photosystem II phosphoprotein
P003_WA08_00015	tRNA	74				tRNA-Asn(gtt)
P003_WA08_00016	tRNA	75				tRNA-Arg(acg)
P003_WA08_00017	rRNA	3011				23S ribosomal RNA
P003_WA08_00018	CDS	249				hypothetical protein
P003_WA08_00019	CDS	114				hypothetical protein
P003_WA08_00020	CDS	216				hypothetical protein
P003_WA08_00021	rRNA	1487				16S ribosomal RNA
P003_WA08_00022	tRNA	72				tRNA-Val(gac)
P003_WA08_00023	CDS	351				hypothetical protein
P003_WA08_00024	CDS	132				hypothetical protein
P003_WA08_00025	CDS	468	rps7			ribosomal protein S7
P003_WA08_00026	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WA08_00027	CDS	111				hypothetical protein
P003_WA08_00028	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WA08_00029	CDS	252				hypothetical protein
P003_WA08_00030	tRNA	83				tRNA-Leu(caa)
P003_WA08_00031	CDS	6669				hypothetical protein
P003_WA08_00032	tRNA	75				tRNA-Met(cat)
P003_WA08_00033	CDS	282	rpl23			ribosomal protein L23
P003_WA08_00034	CDS	402	rpl2_1			ribosomal protein L2
P003_WA08_00035	CDS	498	rpl2_2			ribosomal protein L2
