locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WE11_00001	CDS	246	rps15			ribosomal protein S15
P001_WE11_00002	tRNA	74				tRNA-Asn(gtt)
P001_WE11_00003	tRNA	75				tRNA-Arg(acg)
P001_WE11_00004	rRNA	3076				23S ribosomal RNA
P001_WE11_00005	CDS	216				hypothetical protein
P001_WE11_00006	CDS	237				hypothetical protein
P001_WE11_00007	CDS	225				hypothetical protein
P001_WE11_00008	rRNA	1487				16S ribosomal RNA
P001_WE11_00009	tRNA	72				tRNA-Val(gac)
P001_WE11_00010	CDS	195				hypothetical protein
P001_WE11_00011	CDS	159				hypothetical protein
P001_WE11_00012	CDS	471	rps7			ribosomal protein S7
P001_WE11_00013	CDS	849	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WE11_00014	CDS	615	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WE11_00015	tRNA	83				tRNA-Leu(caa)
P001_WE11_00016	CDS	396				hypothetical protein
P001_WE11_00017	CDS	849				hypothetical protein
P001_WE11_00018	tRNA	75				tRNA-Met(cat)
P001_WE11_00019	CDS	282	rpl23			ribosomal protein L23
P001_WE11_00020	CDS	339	rpl2_1			ribosomal protein L2
P001_WE11_00021	CDS	498	rpl2_2			ribosomal protein L2
P001_WE11_00022	tRNA	75				tRNA-His(gtg)
P001_WE11_00023	CDS	282	rps19			ribosomal protein S19
P001_WE11_00024	CDS	1062	psbA			photosystem II protein D1
P001_WE11_00025	CDS	1536	matK			maturase K
P001_WE11_00026	CDS	198				hypothetical protein
P001_WE11_00027	tRNA	72				tRNA-Gln(ttg)
P001_WE11_00028	CDS	300	psbK			Photosystem II reaction center protein K
P001_WE11_00029	CDS	180				hypothetical protein
P001_WE11_00030	tRNA	89				tRNA-Ser(gct)
P001_WE11_00031	CDS	291				hypothetical protein
P001_WE11_00032	CDS	171				hypothetical protein
P001_WE11_00033	CDS	1062	psbD			photosystem II protein D2
P001_WE11_00034	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WE11_00035	tRNA	88				tRNA-Ser(tga)
P001_WE11_00036	CDS	171				hypothetical protein
P001_WE11_00037	CDS	213				hypothetical protein
P001_WE11_00038	CDS	174				hypothetical protein
P001_WE11_00039	tRNA	72				tRNA-Gly(gcc)
P001_WE11_00040	tRNA	76				tRNA-Met(cat)
P001_WE11_00041	tRNA	74				tRNA-Thr(ggt)
P001_WE11_00042	tRNA	75				tRNA-Glu(ttc)
P001_WE11_00043	tRNA	86				tRNA-Tyr(gta)
P001_WE11_00044	tRNA	74				tRNA-Asp(gtc)
P001_WE11_00045	CDS	120				hypothetical protein
P001_WE11_00046	CDS	258				hypothetical protein
P001_WE11_00047	tRNA	71				tRNA-Cys(gca)
P001_WE11_00048	CDS	3231	rpoB			RNA polymerase beta subunit
P001_WE11_00049	CDS	2031	rpoC1			RNA polymerase beta' subunit
P001_WE11_00050	CDS	4482	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P001_WE11_00051	CDS	711	rps2			ribosomal protein S2
P001_WE11_00052	CDS	864	atpI			ATP synthase CF0 subunit IV
P001_WE11_00053	CDS	171				hypothetical protein
P001_WE11_00054	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WE11_00055	CDS	171	atpF_1			ATP synthase CF0 subunit I
P001_WE11_00056	CDS	174				hypothetical protein
P001_WE11_00057	CDS	372	atpF_2			ATP synthase CF0 subunit I
P001_WE11_00058	CDS	1515	atpA			ATP synthase CF1 alpha subunit
P001_WE11_00059	tRNA	72				tRNA-Arg(tct)
P001_WE11_00060	CDS	312	rps14			ribosomal protein S14
P001_WE11_00061	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WE11_00062	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WE11_00063	CDS	249	ycf3_1			hypothetical chloroplast RF34
P001_WE11_00064	CDS	135	ycf3_2			hypothetical chloroplast RF34
P001_WE11_00065	CDS	168				hypothetical protein
P001_WE11_00066	CDS	216				hypothetical protein
P001_WE11_00067	tRNA	87				tRNA-Ser(gga)
P001_WE11_00068	CDS	606	rps4			ribosomal protein S4
P001_WE11_00069	tRNA	75				tRNA-Thr(tgt)
P001_WE11_00070	CDS	213				hypothetical protein
P001_WE11_00071	tRNA	73				tRNA-Phe(gaa)
P001_WE11_00072	CDS	480	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WE11_00073	CDS	747	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WE11_00074	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WE11_00075	CDS	135				hypothetical protein
P001_WE11_00076	tRNA	75				tRNA-Met(cat)
P001_WE11_00077	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P001_WE11_00078	CDS	1560	atpB			ATP synthase CF1 beta subunit
P001_WE11_00079	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WE11_00080	CDS	195				hypothetical protein
P001_WE11_00081	CDS	690	ycf4			photosystem I assembly protein Ycf4
P001_WE11_00082	CDS	678	cemA			envelope membrane protein
P001_WE11_00083	CDS	963	petA			cytochrome f
P001_WE11_00084	CDS	276				hypothetical protein
P001_WE11_00085	CDS	123	psbJ			photosystem II protein J
P001_WE11_00086	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WE11_00087	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WE11_00088	CDS	96	petL			cytochrome b6/f complex subunit VI
P001_WE11_00089	CDS	114	petG			cytochrome b6/f complex subunit V
