locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WF10_00001	CDS	2244	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WF10_00002	tRNA	80				tRNA-Leu(tag)
P001_WF10_00003	CDS	972	ccsA			cytochrome c heme attachment protein
P001_WF10_00004	CDS	1458	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WF10_00005	CDS	246	psaC			photosystem I subunit VII
P001_WF10_00006	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WF10_00007	CDS	570	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WF10_00008	CDS	486	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WF10_00009	CDS	456	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WF10_00010	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WF10_00011	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WF10_00012	CDS	366				hypothetical protein
P001_WF10_00013	CDS	5139				hypothetical protein
P001_WF10_00014	CDS	498	rpl2_1			ribosomal protein L2
P001_WF10_00015	CDS	402	rpl2_2			ribosomal protein L2
P001_WF10_00016	CDS	282	rpl23			ribosomal protein L23
P001_WF10_00017	CDS	5250				hypothetical protein
P001_WF10_00018	CDS	204				hypothetical protein
P001_WF10_00019	tRNA	83				tRNA-Leu(caa)
P001_WF10_00020	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WF10_00021	CDS	864	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WF10_00022	CDS	468	rps7			ribosomal protein S7
P001_WF10_00023	CDS	387				hypothetical protein
P001_WF10_00024	CDS	120				hypothetical protein
P001_WF10_00025	CDS	249				hypothetical protein
P001_WF10_00026	CDS	165				hypothetical protein
P001_WF10_00027	CDS	300				hypothetical protein
P001_WF10_00028	tRNA	72				tRNA-Val(gac)
P001_WF10_00029	rRNA	1487				16S ribosomal RNA
P001_WF10_00030	CDS	153				hypothetical protein
P001_WF10_00031	CDS	237				hypothetical protein
P001_WF10_00032	CDS	246				hypothetical protein
P001_WF10_00033	rRNA	3023				23S ribosomal RNA
P001_WF10_00034	tRNA	75				tRNA-Arg(acg)
P001_WF10_00035	tRNA	74				tRNA-Asn(gtt)
P001_WF10_00036	tRNA	75				tRNA-Met(cat)
P001_WF10_00037	CDS	279	rps19			ribosomal protein S19
P001_WF10_00038	CDS	657	rps3			ribosomal protein S3
P001_WF10_00039	CDS	162				hypothetical protein
P001_WF10_00040	CDS	360	rpl16			ribosomal protein L16
P001_WF10_00041	CDS	369	rpl14			ribosomal protein L14
P001_WF10_00042	CDS	459	rps8			ribosomal protein S8
P001_WF10_00043	CDS	420	rps11			ribosomal protein S11
P001_WF10_00044	CDS	1002	rpoA			RNA polymerase alpha subunit
P001_WF10_00045	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WF10_00046	CDS	234				hypothetical protein
P001_WF10_00047	CDS	489	petB			cytochrome b6
P001_WF10_00048	CDS	177				hypothetical protein
P001_WF10_00049	CDS	222	psbH			photosystem II phosphoprotein
P001_WF10_00050	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WF10_00051	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WF10_00052	CDS	222	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WF10_00053	CDS	234				hypothetical protein
P001_WF10_00054	CDS	411	rplT		COG0292	50S ribosomal protein L20
