locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WA05_00001	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WA05_00002	CDS	1299	psaA			photosystem I P700 apoprotein A1
P002_WA05_00003	tRNA	74				tRNA-Met(cat)
P002_WA05_00004	tRNA	72				tRNA-Gly(gcc)
P002_WA05_00005	CDS	189	psbZ			photosystem II protein Z
P002_WA05_00006	CDS	168				hypothetical protein
P002_WA05_00007	tRNA	93				tRNA-Ser(tga)
P002_WA05_00008	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WA05_00009	CDS	1062	psbD			photosystem II protein D2
P002_WA05_00010	CDS	279	rps19			ribosomal protein S19
P002_WA05_00011	CDS	516	rpl22			ribosomal protein L22
P002_WA05_00012	CDS	660	rps3			ribosomal protein S3
P002_WA05_00013	CDS	198				hypothetical protein
P002_WA05_00014	CDS	111				hypothetical protein
P002_WA05_00015	CDS	369	rpl16			ribosomal protein L16
P002_WA05_00016	CDS	369	rpl14			ribosomal protein L14
P002_WA05_00017	CDS	450	rps8			ribosomal protein S8
P002_WA05_00018	CDS	114	rpl36			ribosomal protein L36
P002_WA05_00019	CDS	417	rps11			ribosomal protein S11
P002_WA05_00020	CDS	1005	rpoA			RNA polymerase alpha subunit
P002_WA05_00021	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WA05_00022	CDS	489	petB			cytochrome b6
P002_WA05_00023	CDS	231	psbH			photosystem II phosphoprotein
P002_WA05_00024	CDS	219	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WA05_00025	CDS	5256				hypothetical protein
P002_WA05_00026	CDS	264	rps15			ribosomal protein S15
P002_WA05_00027	CDS	210				hypothetical protein
P002_WA05_00028	CDS	285				hypothetical protein
P002_WA05_00029	CDS	258	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WA05_00030	CDS	246	psaC			photosystem I subunit VII
P002_WA05_00031	CDS	510	ndhD	7.1.1.-		NAD(P)H-quinone oxidoreductase chain 4
P002_WA05_00032	CDS	165	rpl32			ribosomal protein L32
P002_WA05_00033	tRNA	80				tRNA-Leu(tag)
P002_WA05_00034	CDS	984	ccsA			cytochrome c heme attachment protein
P002_WA05_00035	tRNA	75				tRNA-Arg(acg)
P002_WA05_00036	rRNA	3019				23S ribosomal RNA
P002_WA05_00037	CDS	105				hypothetical protein
P002_WA05_00038	rRNA	1486				16S ribosomal RNA
P002_WA05_00039	tRNA	72				tRNA-Val(gac)
P002_WA05_00040	CDS	246				hypothetical protein
P002_WA05_00041	CDS	468	rps7			ribosomal protein S7
P002_WA05_00042	CDS	348	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WA05_00043	CDS	426	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WA05_00044	CDS	396	ndhB_3			NADH-plastoquinone oxidoreductase subunit 2
P002_WA05_00045	CDS	354	ndhB_4			NADH-plastoquinone oxidoreductase subunit 2
P002_WA05_00046	tRNA	83				tRNA-Leu(caa)
P002_WA05_00047	CDS	5643				hypothetical protein
P002_WA05_00048	tRNA	75				tRNA-Met(cat)
P002_WA05_00049	CDS	282	rpl23			ribosomal protein L23
P002_WA05_00050	CDS	402	rpl2_1			ribosomal protein L2
P002_WA05_00051	CDS	234				hypothetical protein
P002_WA05_00052	CDS	429	rpl2_2			ribosomal protein L2
P002_WA05_00053	CDS	966	atpA_1			ATP synthase CF1 alpha subunit
P002_WA05_00054	CDS	1428	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WA05_00055	CDS	111	psaI			photosystem I subunit VIII
