locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WH02_00001	CDS	498	rpl2_1			ribosomal protein L2
P003_WH02_00002	CDS	117				hypothetical protein
P003_WH02_00003	CDS	402	rpl2_2			ribosomal protein L2
P003_WH02_00004	CDS	282	rpl23			ribosomal protein L23
P003_WH02_00005	tRNA	75				tRNA-Met(cat)
P003_WH02_00006	CDS	6813				hypothetical protein
P003_WH02_00007	CDS	249				hypothetical protein
P003_WH02_00008	tRNA	83				tRNA-Leu(caa)
P003_WH02_00009	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WH02_00010	CDS	912	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P003_WH02_00011	CDS	468	rps7			ribosomal protein S7
P003_WH02_00012	CDS	186				hypothetical protein
P003_WH02_00013	tRNA	72				tRNA-Val(gac)
P003_WH02_00014	rRNA	1487				16S ribosomal RNA
P003_WH02_00015	CDS	216				hypothetical protein
P003_WH02_00016	CDS	105				hypothetical protein
P003_WH02_00017	CDS	183				hypothetical protein
P003_WH02_00018	rRNA	3013				23S ribosomal RNA
P003_WH02_00019	tRNA	75				tRNA-Arg(acg)
P003_WH02_00020	tRNA	74				tRNA-Asn(gtt)
P003_WH02_00021	CDS	408	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WH02_00022	CDS	165				hypothetical protein
P003_WH02_00023	CDS	345				hypothetical protein
P003_WH02_00024	CDS	243				hypothetical protein
P003_WH02_00025	CDS	384				hypothetical protein
P003_WH02_00026	CDS	165				hypothetical protein
P003_WH02_00027	CDS	123				hypothetical protein
P003_WH02_00028	CDS	432				hypothetical protein
P003_WH02_00029	CDS	324	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WH02_00030	CDS	138				hypothetical protein
P003_WH02_00031	CDS	111	psaI_1			photosystem I subunit VIII
P003_WH02_00032	CDS	801				hypothetical protein
P003_WH02_00033	CDS	195				hypothetical protein
P003_WH02_00034	CDS	498				hypothetical protein
P003_WH02_00035	tRNA	71				tRNA-Cys(gca)
P003_WH02_00036	CDS	255				hypothetical protein
P003_WH02_00037	CDS	207				hypothetical protein
P003_WH02_00038	CDS	201				hypothetical protein
P003_WH02_00039	tRNA	74				tRNA-Asp(gtc)
P003_WH02_00040	tRNA	86				tRNA-Tyr(gta)
P003_WH02_00041	tRNA	73				tRNA-Glu(ttc)
P003_WH02_00042	CDS	177				hypothetical protein
P003_WH02_00043	tRNA	74				tRNA-Thr(ggt)
P003_WH02_00044	CDS	282				hypothetical protein
P003_WH02_00045	CDS	222	psbH_1			photosystem II phosphoprotein
P003_WH02_00046	CDS	132	psbN			photosystem II protein N
P003_WH02_00047	CDS	222	psbB_1			photosystem II CP47 chlorophyll apoprotein
P003_WH02_00048	CDS	432	rpoC1_1			RNA polymerase beta' subunit
P003_WH02_00049	CDS	357	rpoB_1			RNA polymerase beta subunit
P003_WH02_00050	CDS	810				hypothetical protein
P003_WH02_00051	CDS	225				hypothetical protein
P003_WH02_00052	CDS	1035	rpoB_2			RNA polymerase beta subunit
P003_WH02_00053	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P003_WH02_00054	CDS	249				hypothetical protein
P003_WH02_00055	CDS	1557	rpoC1_3			RNA polymerase beta' subunit
P003_WH02_00056	CDS	4158	rpoC2_1			RNA polymerase beta'' subunit
P003_WH02_00057	CDS	711	rps2			ribosomal protein S2
P003_WH02_00058	CDS	744	atpI_1			ATP synthase CF0 subunit IV
P003_WH02_00059	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WH02_00060	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WH02_00061	CDS	375	atpF_2			ATP synthase CF0 subunit I
P003_WH02_00062	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WH02_00063	tRNA	72				tRNA-Arg(tct)
P003_WH02_00064	CDS	333				hypothetical protein
P003_WH02_00065	tRNA	88				tRNA-Ser(gct)
P003_WH02_00066	CDS	111	psbI			Photosystem II reaction center protein I
P003_WH02_00067	CDS	189	psbK			photosystem II protein K
P003_WH02_00068	tRNA	73				tRNA-Gln(ttg)
P003_WH02_00069	CDS	1533	matK_1			maturase K
P003_WH02_00070	tRNA	74				tRNA-Met(cat)
P003_WH02_00071	CDS	402	atpE_1			ATP synthase CF1 epsilon subunit
P003_WH02_00072	CDS	270	atpB_1			ATP synthase CF1 beta subunit
P003_WH02_00073	CDS	627	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WH02_00074	CDS	225				hypothetical protein
P003_WH02_00075	CDS	1152	psaB			photosystem I P700 apoprotein A2
P003_WH02_00076	tRNA	75				tRNA-Met(cat)
P003_WH02_00077	tRNA	72				tRNA-Gly(gcc)
P003_WH02_00078	CDS	189	psbZ			photosystem II protein Z
P003_WH02_00079	tRNA	93				tRNA-Ser(tga)
P003_WH02_00080	CDS	204	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WH02_00081	CDS	744	atpI_2			ATP synthase CF0 subunit IV
P003_WH02_00082	CDS	123	psbJ			photosystem II protein J
P003_WH02_00083	CDS	963	petA			cytochrome f
P003_WH02_00084	CDS	687	cemA			envelope membrane protein
P003_WH02_00085	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WH02_00086	CDS	1473	accD_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WH02_00087	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WH02_00088	CDS	1497	atpB_2			ATP synthase CF1 beta subunit
P003_WH02_00089	CDS	402	atpE_2			ATP synthase CF1 epsilon subunit
P003_WH02_00090	tRNA	73				tRNA-Met(cat)
