locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WB09_00001	CDS	225				hypothetical protein
P001_WB09_00002	tRNA	74				tRNA-Asn(gtt)
P001_WB09_00003	tRNA	75				tRNA-Arg(acg)
P001_WB09_00004	rRNA	3011				23S ribosomal RNA
P001_WB09_00005	CDS	114				hypothetical protein
P001_WB09_00006	CDS	216				hypothetical protein
P001_WB09_00007	CDS	285				hypothetical protein
P001_WB09_00008	rRNA	1487				16S ribosomal RNA
P001_WB09_00009	tRNA	72				tRNA-Val(gac)
P001_WB09_00010	CDS	465				hypothetical protein
P001_WB09_00011	CDS	132				hypothetical protein
P001_WB09_00012	CDS	468	rps7			ribosomal protein S7
P001_WB09_00013	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WB09_00014	CDS	189				hypothetical protein
P001_WB09_00015	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WB09_00016	CDS	192				hypothetical protein
P001_WB09_00017	tRNA	83				tRNA-Leu(caa)
P001_WB09_00018	CDS	273				hypothetical protein
P001_WB09_00019	CDS	6894				hypothetical protein
P001_WB09_00020	tRNA	75				tRNA-Met(cat)
P001_WB09_00021	CDS	282	rpl23			ribosomal protein L23
P001_WB09_00022	CDS	402	rpl2_1			ribosomal protein L2
P001_WB09_00023	CDS	498	rpl2_2			ribosomal protein L2
P001_WB09_00024	CDS	279	rps19			ribosomal protein S19
P001_WB09_00025	CDS	474	rpl22			ribosomal protein L22
P001_WB09_00026	CDS	660	rps3			ribosomal protein S3
P001_WB09_00027	CDS	360	rpl16			ribosomal protein L16
P001_WB09_00028	CDS	456	rpl14			ribosomal protein L14
P001_WB09_00029	CDS	405	rps8			ribosomal protein S8
P001_WB09_00030	CDS	234	infA			translational initiation factor 1
P001_WB09_00031	CDS	114	rpl36			ribosomal protein L36
P001_WB09_00032	CDS	411	rps11			ribosomal protein S11
P001_WB09_00033	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WB09_00034	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WB09_00035	CDS	693	petB			cytochrome b6
P001_WB09_00036	CDS	222	psbH			photosystem II phosphoprotein
P001_WB09_00037	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WB09_00038	CDS	147				hypothetical protein
