locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WE12_00001	CDS	174				hypothetical protein
P002_WE12_00002	CDS	273	rps15			ribosomal protein S15
P002_WE12_00003	CDS	177				hypothetical protein
P002_WE12_00004	tRNA	74				tRNA-Asn(gtt)
P002_WE12_00005	tRNA	75				tRNA-Arg(acg)
P002_WE12_00006	rRNA	3076				23S ribosomal RNA
P002_WE12_00007	CDS	279				hypothetical protein
P002_WE12_00008	CDS	225				hypothetical protein
P002_WE12_00009	rRNA	1487				16S ribosomal RNA
P002_WE12_00010	tRNA	72				tRNA-Val(gac)
P002_WE12_00011	CDS	516				hypothetical protein
P002_WE12_00012	CDS	348				hypothetical protein
P002_WE12_00013	CDS	159				hypothetical protein
P002_WE12_00014	CDS	471	rps7			ribosomal protein S7
P002_WE12_00015	CDS	849	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WE12_00016	CDS	615	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WE12_00017	tRNA	83				tRNA-Leu(caa)
P002_WE12_00018	CDS	300				hypothetical protein
P002_WE12_00019	CDS	855				hypothetical protein
P002_WE12_00020	tRNA	75				tRNA-Met(cat)
P002_WE12_00021	CDS	282	rpl23_1			ribosomal protein L23
P002_WE12_00022	CDS	315	rpl2_1			ribosomal protein L2
P002_WE12_00023	CDS	498	rpl2_2			ribosomal protein L2
P002_WE12_00024	tRNA	75				tRNA-His(gtg)
P002_WE12_00025	CDS	282	rps19			ribosomal protein S19
P002_WE12_00026	CDS	318				hypothetical protein
P002_WE12_00027	rRNA	444				16S ribosomal RNA (partial)
P002_WE12_00028	rRNA	1188				16S ribosomal RNA (partial)
P002_WE12_00029	CDS	189				hypothetical protein
P002_WE12_00030	CDS	1140	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P002_WE12_00031	CDS	564	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WE12_00032	CDS	447	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WE12_00033	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WE12_00034	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WE12_00035	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WE12_00036	CDS	246	psaC			photosystem I subunit VII
P002_WE12_00037	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WE12_00038	CDS	930	ccsA			cytochrome c heme attachment protein
P002_WE12_00039	tRNA	80				tRNA-Leu(tag)
P002_WE12_00040	CDS	180	rpl32			ribosomal protein L32
P002_WE12_00041	CDS	132				hypothetical protein
P002_WE12_00042	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WE12_00043	CDS	201	ndhH_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H, chloroplastic
P002_WE12_00044	CDS	90				hypothetical protein
P002_WE12_00045	CDS	1062	psbA			photosystem II protein D1
P002_WE12_00046	CDS	1536	matK			maturase K
P002_WE12_00047	CDS	240				hypothetical protein
P002_WE12_00048	tRNA	72				tRNA-Gln(ttg)
P002_WE12_00049	CDS	357	psbK			Photosystem II reaction center protein K
P002_WE12_00050	tRNA	89				tRNA-Ser(gct)
P002_WE12_00051	CDS	285				hypothetical protein
P002_WE12_00052	CDS	1062	psbD			photosystem II protein D2
P002_WE12_00053	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WE12_00054	tRNA	88				tRNA-Ser(tga)
P002_WE12_00055	CDS	156				hypothetical protein
P002_WE12_00056	CDS	213	psbZ			photosystem II protein Z
P002_WE12_00057	tRNA	72				tRNA-Gly(gcc)
P002_WE12_00058	tRNA	76				tRNA-Met(cat)
P002_WE12_00059	CDS	204				hypothetical protein
P002_WE12_00060	CDS	132				hypothetical protein
P002_WE12_00061	tRNA	74				tRNA-Thr(ggt)
P002_WE12_00062	tRNA	75				tRNA-Glu(ttc)
