locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WH04_00001	CDS	3732				hypothetical protein
P002_WH04_00002	CDS	273	rps15			ribosomal protein S15
P002_WH04_00003	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WH04_00004	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WH04_00005	CDS	237				hypothetical protein
P002_WH04_00006	CDS	375	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WH04_00007	CDS	504	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WH04_00008	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WH04_00009	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WH04_00010	CDS	246	psaC			photosystem I subunit VII
P002_WH04_00011	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WH04_00012	CDS	963	ccsA			cytochrome c heme attachment protein
P002_WH04_00013	tRNA	80				tRNA-Leu(tag)
P002_WH04_00014	CDS	2238	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WH04_00015	CDS	429	rpl2_1			ribosomal protein L2
P002_WH04_00016	CDS	402	rpl2_2			ribosomal protein L2
P002_WH04_00017	CDS	282	rpl23			ribosomal protein L23
P002_WH04_00018	tRNA	75				tRNA-Met(cat)
P002_WH04_00019	CDS	6303				hypothetical protein
P002_WH04_00020	tRNA	83				tRNA-Leu(caa)
P002_WH04_00021	CDS	180				hypothetical protein
P002_WH04_00022	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WH04_00023	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WH04_00024	CDS	468	rps7			ribosomal protein S7
P002_WH04_00025	CDS	120				hypothetical protein
P002_WH04_00026	CDS	249				hypothetical protein
P002_WH04_00027	CDS	258				hypothetical protein
P002_WH04_00028	tRNA	72				tRNA-Val(gac)
P002_WH04_00029	rRNA	1487				16S ribosomal RNA
P002_WH04_00030	CDS	249				hypothetical protein
P002_WH04_00031	CDS	216				hypothetical protein
P002_WH04_00032	rRNA	3011				23S ribosomal RNA
P002_WH04_00033	tRNA	75				tRNA-Arg(acg)
P002_WH04_00034	tRNA	74				tRNA-Asn(gtt)
P002_WH04_00035	tRNA	75				tRNA-His(gtg)
P002_WH04_00036	CDS	1062	psbA			photosystem II protein D1
P002_WH04_00037	CDS	1674	matK			maturase K
P002_WH04_00038	CDS	177	rps16			ribosomal protein S16
P002_WH04_00039	tRNA	72				tRNA-Gln(ttg)
