P001_WB01_00062 	Brassicaceae;Arabis	Poaceae;Avenella	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Sesleria	Poaceae;Helictotrichon
P001_WB01_00268 	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Pedicularis
P001_WB01_00335 	Brassicaceae;Arabis	Brassicaceae;Arabis	Asteraceae;Taraxacum	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba
P001_WB01_00410 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus
P001_WC12_00022 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WC12_00078 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Kobresia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WD08_00093 	Caryophyllaceae;Cerastium	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WD08_00129 	Caryophyllaceae;Cerastium	Boraginaceae;Plagiobothrys	Boraginaceae;Myosotis	Plantaginaceae;Pennellianthus	Lamiaceae;Betonica	Lentibulariaceae;Pinguicula
P001_WD11_00030 	Crassulaceae;Sedum	Crassulaceae;Sempervivum	Crassulaceae;Sedum	Crassulaceae;Sempervivum	Crassulaceae;Rhodiola	Crassulaceae;Sedum
P001_WD11_00162 	Crassulaceae;Sedum	Poaceae;Psathyrostachys	Poaceae;Helictotrichon	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P001_WD11_00238 	Crassulaceae;Sedum	Crassulaceae;Rosularia	Crassulaceae;Sempervivum	Crassulaceae;Rhodiola	Crassulaceae;Sedum	Cupressaceae;Juniperus
P001_WD11_00347 	Crassulaceae;Sedum	Apiaceae;Arracacia	Apiaceae;Seseli	Apiaceae;Peucedanum	Apiaceae;Ligusticum	Apiaceae;Carum
P001_WE02_00055 	Cyperaceae;Kobresia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE02_00060 	Cyperaceae;Kobresia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00152 	Tofieldiaceae;Tofieldia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00157 	Tofieldiaceae;Tofieldia	Tofieldiaceae;Tofieldia	Liliaceae;Fritillaria	Orchidaceae;Coeloglossum	Cyperaceae;Carex	Liliaceae;Gagea
P001_WF06_00061 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Pedicularis
P001_WF06_00193 	Orobanchaceae;Euphrasia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P001_WG02_00101 	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Selaginellaceae;Selaginella	Ranunculaceae;Trollius	Cyperaceae;Carex
P001_WG02_00323 	Cyperaceae;Carex	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG03_00037 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WG03_00068 	Selaginellaceae;Selaginella	Ranunculaceae;Thalictrum	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Ranunculaceae;Trollius	Cyperaceae;Carex
P001_WG03_00099 	Selaginellaceae;Selaginella	Selaginellaceae;Selaginella	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Poaceae;Trisetum	Liliaceae;Gagea
P001_WG03_00189 	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG03_00340 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Cupressaceae;Juniperus	Cyperaceae;Carex	Rosaceae;Dryas
P001_WH06_00008 	Poaceae;Trisetum	Asteraceae;Tragopogon	Asteraceae;Scorzonera	Plantaginaceae;Veronica	Asteraceae;Cirsium	Poaceae;Calamagrostis
P001_WH06_00088 	Poaceae;Trisetum	Poaceae;Koeleria	Poaceae;Hierochloe	Poaceae;Hierochloe	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P001_WH12_00059 	Asteraceae;Hieracium	Asteraceae;Sonchus	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Cirsium
P001_WH12_00074 	Asteraceae;Hieracium	Asteraceae;Sonchus	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Cirsium
P002_WC01_00030 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WC01_00070 	Rosaceae;Potentilla	Fabaceae;Maackia	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Sibbaldia
