locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WB04_00001	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WB04_00002	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WB04_00003	CDS	408	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WB04_00004	CDS	594	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WB04_00005	CDS	1203	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WB04_00006	CDS	264	rps15			ribosomal protein S15
P003_WB04_00007	CDS	183				hypothetical protein
P003_WB04_00008	CDS	243				hypothetical protein
P003_WB04_00009	CDS	213				hypothetical protein
P003_WB04_00010	CDS	777				hypothetical protein
P003_WB04_00011	CDS	600				hypothetical protein
P003_WB04_00012	CDS	828	rpoA_1			RNA polymerase alpha subunit
P003_WB04_00013	CDS	273				hypothetical protein
P003_WB04_00014	CDS	441				hypothetical protein
P003_WB04_00015	CDS	171				hypothetical protein
P003_WB04_00016	CDS	408				hypothetical protein
P003_WB04_00017	CDS	348				hypothetical protein
P003_WB04_00018	CDS	513	rps7			ribosomal protein S7
P003_WB04_00019	CDS	876	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WB04_00020	CDS	294				hypothetical protein
P003_WB04_00021	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WB04_00022	tRNA	83				tRNA-Leu(caa)
P003_WB04_00023	CDS	156				hypothetical protein
P003_WB04_00024	CDS	213				hypothetical protein
P003_WB04_00025	CDS	177				hypothetical protein
P003_WB04_00026	CDS	405				hypothetical protein
P003_WB04_00027	tRNA	76				tRNA-Met(cat)
P003_WB04_00028	tRNA	71				tRNA-Gly(gcc)
P003_WB04_00029	CDS	189	psbZ			photosystem II protein Z
P003_WB04_00030	tRNA	88				tRNA-Ser(tga)
P003_WB04_00031	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WB04_00032	CDS	1062	psbD			photosystem II protein D2
P003_WB04_00033	tRNA	72				tRNA-Glu(ttc)
P003_WB04_00034	tRNA	84				tRNA-Tyr(gta)
P003_WB04_00035	tRNA	76				tRNA-Asp(gtc)
P003_WB04_00036	CDS	105	psbM			photosystem II protein M
P003_WB04_00037	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WB04_00038	tRNA	71				tRNA-Cys(gca)
P003_WB04_00039	CDS	3216	rpoB			RNA polymerase beta subunit
P003_WB04_00040	CDS	447	rpoC1_1			RNA polymerase beta' subunit
P003_WB04_00041	CDS	1491	rpoC1_2			RNA polymerase beta' subunit
