P001_WB01_00254 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus
P001_WB01_00304 	Brassicaceae;Arabis	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix
P001_WB01_00428 	Brassicaceae;Arabis	Brassicaceae;Arabis	Brassicaceae;Arabis	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba
P001_WB01_00457 	Brassicaceae;Arabis	Poaceae;Avenella	Salicaceae;Salix	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Dupontia
P001_WB02_00004 	Salicaceae;Salix	Poaceae;Avenella	Salicaceae;Salix	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Dupontia
P001_WB02_00104 	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix
P001_WB12_00047 	Asteraceae;Gnaphalium	Campanulaceae;Campanula	Campanulaceae;Campanula	Asteraceae;Gnaphalium	Campanulaceae;Campanula	Campanulaceae;Campanula
P001_WB12_00138 	Asteraceae;Gnaphalium	Asteraceae;Leontopodium	Asteraceae;Gnaphalium	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria
P001_WD08_00011 	Caryophyllaceae;Cerastium	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Stellaria	Caryophyllaceae;Stellaria	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WD08_00230 	Caryophyllaceae;Cerastium	Boraginaceae;Arnebia	Boraginaceae;Myosotis	Lamiaceae;Betonica	Orobanchaceae;Pedicularis	Apiaceae;Tilingia
P001_WD11_00118 	Crassulaceae;Sedum	Crassulaceae;Rosularia	Crassulaceae;Sempervivum	Crassulaceae;Sedum	Crassulaceae;Rhodiola	Apiaceae;Chaerophyllum
P001_WD11_00136 	Crassulaceae;Sedum	Asteraceae;Taraxacum	Asteraceae;Taraxacum	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum
P001_WD11_00159 	Crassulaceae;Sedum	Cyperaceae;Carex	Crassulaceae;Sedum	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00038 	Tofieldiaceae;Tofieldia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00145 	Tofieldiaceae;Tofieldia	Tofieldiaceae;Tofieldia	Liliaceae;Gagea	Liliaceae;Fritillaria	Juncaceae;Juncus	Cyperaceae;Eriophorum
P001_WE12_00267 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE12_00351 	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum
P001_WF01_00144 	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum
P001_WF01_00200 	Equisetaceae;Equisetum	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00035 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00331 	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Ranunculaceae;Trollius	Ranunculaceae;Aconitum	Cyperaceae;Carex
P001_WG03_00022 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Asteraceae;Leontodon	Cyperaceae;Carex	Rosaceae;Dryas
P001_WG03_00135 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
