locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WC03_00001	tRNA	80				tRNA-Leu(tag)
P002_WC03_00002	CDS	822	ccsA			cytochrome c heme attachment protein
P002_WC03_00003	CDS	300	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WC03_00004	CDS	246	psaC			photosystem I subunit VII
P002_WC03_00005	CDS	273	rps15			ribosomal protein S15
P002_WC03_00006	CDS	4923				hypothetical protein
P002_WC03_00007	tRNA	74				tRNA-Asn(gtt)
P002_WC03_00008	CDS	204				hypothetical protein
P002_WC03_00009	tRNA	75				tRNA-Arg(acg)
P002_WC03_00010	rRNA	3013				23S ribosomal RNA
P002_WC03_00011	CDS	183				hypothetical protein
P002_WC03_00012	CDS	177				hypothetical protein
P002_WC03_00013	CDS	216				hypothetical protein
P002_WC03_00014	rRNA	1487				16S ribosomal RNA
P002_WC03_00015	tRNA	72				tRNA-Val(gac)
P002_WC03_00016	CDS	468	rps7			ribosomal protein S7
P002_WC03_00017	CDS	549	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WC03_00018	CDS	372	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WC03_00019	CDS	252	ndhB_3			NADH-plastoquinone oxidoreductase subunit 2
P002_WC03_00020	CDS	471	ndhB_4			NADH-plastoquinone oxidoreductase subunit 2
P002_WC03_00021	tRNA	83				tRNA-Leu(caa)
P002_WC03_00022	CDS	6813				hypothetical protein
P002_WC03_00023	tRNA	75				tRNA-Met(cat)
P002_WC03_00024	CDS	282	rpl23			ribosomal protein L23
P002_WC03_00025	CDS	402	rpl2_1			ribosomal protein L2
P002_WC03_00026	CDS	429	rpl2_2			ribosomal protein L2
P002_WC03_00027	CDS	279	rps19			ribosomal protein S19
P002_WC03_00028	CDS	471	rpl22			ribosomal protein L22
P002_WC03_00029	CDS	663	rps3			ribosomal protein S3
P002_WC03_00030	CDS	360	rpl16			ribosomal protein L16
P002_WC03_00031	CDS	369	rpl14			ribosomal protein L14
P002_WC03_00032	CDS	405	rps8			ribosomal protein S8
P002_WC03_00033	CDS	177	infA			translational initiation factor 1
P002_WC03_00034	CDS	192				hypothetical protein
P002_WC03_00035	CDS	417	rps11			ribosomal protein S11
P002_WC03_00036	CDS	1014	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WC03_00037	CDS	513	petD			cytochrome b6/f complex subunit IV
P002_WC03_00038	CDS	489	petB			cytochrome b6
P002_WC03_00039	CDS	222	psbH			photosystem II phosphoprotein
P002_WC03_00040	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WC03_00041	CDS	390	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WC03_00042	CDS	429	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WC03_00043	CDS	387	rpl20			ribosomal protein L20
P002_WC03_00044	CDS	306	rps18			ribosomal protein S18
P002_WC03_00045	CDS	201	rpl33			ribosomal protein L33
P002_WC03_00046	CDS	135	psaJ			photosystem I subunit IX
P002_WC03_00047	tRNA	76				tRNA-Pro(tgg)
P002_WC03_00048	tRNA	74				tRNA-Trp(cca)
P002_WC03_00049	CDS	282	psbE			photosystem II cytochrome b559 alpha subunit
P002_WC03_00050	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WC03_00051	CDS	123	psbJ			photosystem II protein J
P002_WC03_00052	CDS	963	petA			cytochrome f
P002_WC03_00053	CDS	687	cemA			envelope membrane protein
P002_WC03_00054	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WC03_00055	CDS	309				hypothetical protein
