locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WA10_00001	CDS	429	rpl2_1			ribosomal protein L2
P001_WA10_00002	CDS	117				hypothetical protein
P001_WA10_00003	CDS	402	rpl2_2			ribosomal protein L2
P001_WA10_00004	CDS	282	rpl23			ribosomal protein L23
P001_WA10_00005	tRNA	75				tRNA-Met(cat)
P001_WA10_00006	CDS	6882				hypothetical protein
P001_WA10_00007	tRNA	83				tRNA-Leu(caa)
P001_WA10_00008	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WA10_00009	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WA10_00010	CDS	468	rps7			ribosomal protein S7
P001_WA10_00011	CDS	288				hypothetical protein
P001_WA10_00012	tRNA	72				tRNA-Val(gac)
P001_WA10_00013	rRNA	1487				16S ribosomal RNA
P001_WA10_00014	CDS	276				hypothetical protein
P001_WA10_00015	CDS	222				hypothetical protein
P001_WA10_00016	CDS	195				hypothetical protein
P001_WA10_00017	rRNA	3011				23S ribosomal RNA
P001_WA10_00018	tRNA	75				tRNA-Arg(acg)
P001_WA10_00019	tRNA	74				tRNA-Asn(gtt)
P001_WA10_00020	tRNA	75				tRNA-His(gtg)
P001_WA10_00021	CDS	1062	psbA			photosystem II protein D1
P001_WA10_00022	CDS	1509	matK			maturase K
P001_WA10_00023	CDS	183				hypothetical protein
P001_WA10_00024	CDS	162	rps16			ribosomal protein S16
P001_WA10_00025	tRNA	72				tRNA-Gln(ttg)
P001_WA10_00026	CDS	297	psbK			Photosystem II reaction center protein K
P001_WA10_00027	tRNA	88				tRNA-Ser(gct)
P001_WA10_00028	tRNA	72				tRNA-Arg(tct)
P001_WA10_00029	CDS	1548	atpA			ATP synthase CF1 alpha subunit
P001_WA10_00030	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WA10_00031	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WA10_00032	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WA10_00033	CDS	255				hypothetical protein
P001_WA10_00034	CDS	735	atpI			ATP synthase CF0 subunit IV
P001_WA10_00035	CDS	831	rps2			ribosomal protein S2
P001_WA10_00036	CDS	4149	rpoC2			RNA polymerase beta'' subunit
P001_WA10_00037	CDS	1701	rpoC1_1			RNA polymerase beta' subunit
P001_WA10_00038	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P001_WA10_00039	CDS	3234	rpoB			RNA polymerase beta subunit
P001_WA10_00040	CDS	210				hypothetical protein
P001_WA10_00041	tRNA	71				tRNA-Cys(gca)
P001_WA10_00042	tRNA	77				tRNA-Asp(gtc)
P001_WA10_00043	tRNA	87				tRNA-Tyr(gta)
P001_WA10_00044	tRNA	73				tRNA-Glu(ttc)
P001_WA10_00045	tRNA	73				tRNA-Thr(ggt)
P001_WA10_00046	CDS	1062	psbD			photosystem II protein D2
P001_WA10_00047	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WA10_00048	tRNA	93				tRNA-Ser(tga)
P001_WA10_00049	CDS	231	psbZ			photosystem II protein Z
P001_WA10_00050	tRNA	72				tRNA-Gly(gcc)
P001_WA10_00051	tRNA	75				tRNA-Met(cat)
P001_WA10_00052	CDS	303	rps14			ribosomal protein S14
P001_WA10_00053	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WA10_00054	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WA10_00055	CDS	264				hypothetical protein
P001_WA10_00056	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WA10_00057	tRNA	89				tRNA-Ser(gga)
P001_WA10_00058	CDS	606	rps4			ribosomal protein S4
P001_WA10_00059	tRNA	75				tRNA-Thr(tgt)
P001_WA10_00060	CDS	99				hypothetical protein
P001_WA10_00061	tRNA	73				tRNA-Phe(gaa)
P001_WA10_00062	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WA10_00063	CDS	690	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WA10_00064	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WA10_00065	CDS	177				hypothetical protein
P001_WA10_00066	tRNA	73				tRNA-Met(cat)
P001_WA10_00067	CDS	408	atpE			ATP synthase CF1 epsilon subunit
P001_WA10_00068	CDS	1491	atpB			ATP synthase CF1 beta subunit
P001_WA10_00069	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WA10_00070	CDS	1431	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WA10_00071	CDS	225				hypothetical protein
P001_WA10_00072	CDS	111	psaI			photosystem I subunit VIII
P001_WA10_00073	CDS	531	ycf4			photosystem I assembly protein Ycf4
P001_WA10_00074	CDS	693	cemA			envelope membrane protein
P001_WA10_00075	CDS	960	petA			cytochrome f
P001_WA10_00076	CDS	123	psbJ			photosystem II protein J
P001_WA10_00077	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WA10_00078	CDS	129	petL			Cytochrome b6-f complex subunit 6
P001_WA10_00079	CDS	114	petG			cytochrome b6/f complex subunit V
P001_WA10_00080	tRNA	74				tRNA-Trp(cca)
P001_WA10_00081	tRNA	74				tRNA-Pro(tgg)
P001_WA10_00082	CDS	135	psaJ			photosystem I subunit IX
P001_WA10_00083	CDS	147				hypothetical protein
P001_WA10_00084	CDS	309	rps18			ribosomal protein S18
P001_WA10_00085	CDS	387	rpl20			ribosomal protein L20
P001_WA10_00086	CDS	363	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WA10_00087	CDS	114				hypothetical protein
P001_WA10_00088	CDS	276	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WA10_00089	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WA10_00090	CDS	222	psbH			photosystem II phosphoprotein
P001_WA10_00091	CDS	240				hypothetical protein
P001_WA10_00092	CDS	201				hypothetical protein
P001_WA10_00093	CDS	543	petB			cytochrome b6
P001_WA10_00094	CDS	459	petD			cytochrome b6/f complex subunit IV
P001_WA10_00095	CDS	1011	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WA10_00096	CDS	408	rps11			ribosomal protein S11
P001_WA10_00097	CDS	180	infA			translational initiation factor 1
P001_WA10_00098	CDS	405	rps8			ribosomal protein S8
P001_WA10_00099	CDS	369	rpl14			ribosomal protein L14
P001_WA10_00100	CDS	372	rpl16			ribosomal protein L16
P001_WA10_00101	CDS	657	rps3			ribosomal protein S3
P001_WA10_00102	CDS	438	rpl22			ribosomal protein L22
P001_WA10_00103	CDS	279	rps19			ribosomal protein S19
P001_WA10_00104	CDS	156				hypothetical protein
P001_WA10_00105	CDS	336				hypothetical protein
P001_WA10_00106	CDS	2286	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WA10_00107	CDS	177				hypothetical protein
P001_WA10_00108	CDS	213				hypothetical protein
P001_WA10_00109	tRNA	80				tRNA-Leu(tag)
P001_WA10_00110	CDS	975	ccsA			cytochrome c heme attachment protein
P001_WA10_00111	CDS	1332	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WA10_00112	CDS	246	psaC			photosystem I subunit VII
P001_WA10_00113	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WA10_00114	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WA10_00115	CDS	504	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WA10_00116	CDS	408	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WA10_00117	CDS	576	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WA10_00118	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WA10_00119	CDS	255	rps15			ribosomal protein S15
P001_WA10_00120	CDS	3729				hypothetical protein
