locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WF03_00001	rRNA	1026				16S ribosomal RNA (partial)
P001_WF03_00002	rRNA	442				16S ribosomal RNA (partial)
P001_WF03_00003	rRNA	2739				23S ribosomal RNA
P001_WF03_00004	tRNA	74				tRNA-Asn(gtt)
P001_WF03_00005	tRNA	74				tRNA-Arg(acg)
P001_WF03_00006	rRNA	3019				23S ribosomal RNA
P001_WF03_00007	CDS	234				hypothetical protein
P001_WF03_00008	rRNA	1487				16S ribosomal RNA
P001_WF03_00009	tRNA	72				tRNA-Val(gac)
P001_WF03_00010	CDS	348				hypothetical protein
P001_WF03_00011	CDS	468	rps7			ribosomal protein S7
P001_WF03_00012	CDS	861	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WF03_00013	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WF03_00014	CDS	108				hypothetical protein
P001_WF03_00015	tRNA	83				tRNA-Leu(caa)
P001_WF03_00016	CDS	6681				hypothetical protein
P001_WF03_00017	tRNA	75				tRNA-Met(cat)
P001_WF03_00018	CDS	909	rpl2			ribosomal protein L2
P001_WF03_00019	CDS	474	rpl22			ribosomal protein L22
P001_WF03_00020	CDS	657	rps3			ribosomal protein S3
P001_WF03_00021	CDS	195				hypothetical protein
P001_WF03_00022	CDS	330	rpl16			ribosomal protein L16
P001_WF03_00023	CDS	366	rpl14			ribosomal protein L14
P001_WF03_00024	CDS	405	rps8			ribosomal protein S8
P001_WF03_00025	CDS	417	rps11			ribosomal protein S11
P001_WF03_00026	CDS	990	rpoA			RNA polymerase alpha subunit
P001_WF03_00027	CDS	501	petD			cytochrome b6/f complex subunit IV
P001_WF03_00028	CDS	489	petB			cytochrome b6
P001_WF03_00029	CDS	222	psbH			photosystem II phosphoprotein
P001_WF03_00030	CDS	207				hypothetical protein
P001_WF03_00031	CDS	1521	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WF03_00032	CDS	366	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WF03_00033	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WF03_00034	CDS	387	rpl20			ribosomal protein L20
P001_WF03_00035	CDS	252	rps18			ribosomal protein S18
P001_WF03_00036	CDS	201	rpl33			ribosomal protein L33
P001_WF03_00037	CDS	129	psaJ			photosystem I subunit IX
P001_WF03_00038	tRNA	76				tRNA-Pro(tgg)
P001_WF03_00039	tRNA	75				tRNA-Trp(cca)
P001_WF03_00040	CDS	441	psbE			Cytochrome b559 subunit alpha
P001_WF03_00041	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WF03_00042	CDS	984	petA			cytochrome f
P001_WF03_00043	CDS	699	cemA			envelope membrane protein
P001_WF03_00044	CDS	555	ycf4			photosystem I assembly protein Ycf4
P001_WF03_00045	CDS	96				hypothetical protein
P001_WF03_00046	CDS	1491	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WF03_00047	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WF03_00048	CDS	1578	atpB			ATP synthase CF1 beta subunit
P001_WF03_00049	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WF03_00050	tRNA	73				tRNA-Met(cat)
P001_WF03_00051	CDS	204				hypothetical protein
P001_WF03_00052	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WF03_00053	CDS	762	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WF03_00054	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WF03_00055	tRNA	74				tRNA-Phe(gaa)
P001_WF03_00056	tRNA	75				tRNA-Thr(tgt)
P001_WF03_00057	CDS	606	rps4			ribosomal protein S4
P001_WF03_00058	tRNA	89				tRNA-Ser(gga)
P001_WF03_00059	CDS	120				hypothetical protein
P001_WF03_00060	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WF03_00061	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WF03_00062	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WF03_00063	CDS	267				hypothetical protein
P001_WF03_00064	tRNA	74				tRNA-Met(cat)
P001_WF03_00065	tRNA	71				tRNA-Gly(gcc)
P001_WF03_00066	CDS	285				hypothetical protein
P001_WF03_00067	tRNA	93				tRNA-Ser(tga)
P001_WF03_00068	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WF03_00069	CDS	1062	psbD			photosystem II protein D2
P001_WF03_00070	tRNA	74				tRNA-Thr(ggt)
P001_WF03_00071	tRNA	75				tRNA-Glu(ttc)
P001_WF03_00072	tRNA	84				tRNA-Tyr(gta)
P001_WF03_00073	tRNA	77				tRNA-Asp(gtc)
P001_WF03_00074	tRNA	72				tRNA-Cys(gca)
P001_WF03_00075	CDS	3231	rpoB			RNA polymerase beta subunit
P001_WF03_00076	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P001_WF03_00077	CDS	378				hypothetical protein
P001_WF03_00078	CDS	1428	rpoC1_2			RNA polymerase beta' subunit
P001_WF03_00079	CDS	4125	rpoC2			RNA polymerase beta'' subunit
P001_WF03_00080	CDS	675	rps2			ribosomal protein S2
P001_WF03_00081	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WF03_00082	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WF03_00083	CDS	213				hypothetical protein
P001_WF03_00084	CDS	195				hypothetical protein
P001_WF03_00085	CDS	375	atpF			ATP synthase CF0 subunit I
P001_WF03_00086	CDS	1524	atpA			ATP synthase CF1 alpha subunit
