locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD05_00001	CDS	165				hypothetical protein
P001_WD05_00002	CDS	657	ycf4			photosystem I assembly protein Ycf4
P001_WD05_00003	CDS	693	cemA			envelope membrane protein
P001_WD05_00004	CDS	963	petA			cytochrome f
P001_WD05_00005	CDS	273				hypothetical protein
P001_WD05_00006	CDS	123	psbJ			photosystem II protein J
P001_WD05_00007	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WD05_00008	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WD05_00009	tRNA	74				tRNA-Trp(cca)
P001_WD05_00010	tRNA	76				tRNA-Pro(tgg)
P001_WD05_00011	CDS	129	psaJ			photosystem I subunit IX
P001_WD05_00012	CDS	513				hypothetical protein
P001_WD05_00013	CDS	360	rpl20			ribosomal protein L20
P001_WD05_00014	CDS	201				hypothetical protein
P001_WD05_00015	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WD05_00016	CDS	213				hypothetical protein
P001_WD05_00017	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WD05_00018	CDS	357	psbH			Photosystem II reaction center protein H
P001_WD05_00019	CDS	699	petB			cytochrome b6
P001_WD05_00020	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WD05_00021	CDS	1026	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WD05_00022	CDS	432	rps11			ribosomal protein S11
P001_WD05_00023	CDS	324	infA			translational initiation factor 1
P001_WD05_00024	CDS	411	rps8			ribosomal protein S8
P001_WD05_00025	CDS	372	rpl14			ribosomal protein L14
P001_WD05_00026	CDS	363	rpl16			ribosomal protein L16
P001_WD05_00027	CDS	720	rps3			ribosomal protein S3
P001_WD05_00028	CDS	444				hypothetical protein
P001_WD05_00029	CDS	150	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P001_WD05_00030	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WD05_00031	tRNA	80				tRNA-Leu(tag)
P001_WD05_00032	CDS	966	ccsA			cytochrome c heme attachment protein
P001_WD05_00033	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WD05_00034	CDS	246	psaC			photosystem I subunit VII
P001_WD05_00035	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WD05_00036	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WD05_00037	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WD05_00038	CDS	426	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WD05_00039	CDS	564	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WD05_00040	CDS	1140	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P001_WD05_00041	tRNA	75				tRNA-Met(cat)
P001_WD05_00042	CDS	849				hypothetical protein
P001_WD05_00043	CDS	480				hypothetical protein
P001_WD05_00044	CDS	645				hypothetical protein
P001_WD05_00045	tRNA	83				tRNA-Leu(caa)
P001_WD05_00046	CDS	615	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WD05_00047	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WD05_00048	CDS	186				hypothetical protein
P001_WD05_00049	CDS	471	rps7			ribosomal protein S7
P001_WD05_00050	CDS	159				hypothetical protein
P001_WD05_00051	CDS	360				hypothetical protein
P001_WD05_00052	CDS	189				hypothetical protein
P001_WD05_00053	CDS	432				hypothetical protein
P001_WD05_00054	tRNA	72				tRNA-Val(gac)
P001_WD05_00055	rRNA	1487				16S ribosomal RNA
P001_WD05_00056	CDS	225				hypothetical protein
P001_WD05_00057	CDS	237				hypothetical protein
P001_WD05_00058	CDS	330				hypothetical protein
P001_WD05_00059	CDS	216				hypothetical protein
P001_WD05_00060	rRNA	3076				23S ribosomal RNA
P001_WD05_00061	tRNA	75				tRNA-Arg(acg)
P001_WD05_00062	tRNA	74				tRNA-Asn(gtt)
P001_WD05_00063	CDS	177				hypothetical protein
P001_WD05_00064	CDS	246	rps15			ribosomal protein S15
P001_WD05_00065	CDS	1062	psbA			photosystem II protein D1
P001_WD05_00066	CDS	1536	matK			maturase K
P001_WD05_00067	tRNA	72				tRNA-Gln(ttg)
P001_WD05_00068	CDS	195	psbK			photosystem II protein K
P001_WD05_00069	tRNA	89				tRNA-Ser(gct)
P001_WD05_00070	CDS	1062	psbD			photosystem II protein D2
P001_WD05_00071	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
