locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WA03_00001	CDS	558	petD			cytochrome b6/f complex subunit IV
P001_WA03_00002	CDS	573	petB			cytochrome b6
P001_WA03_00003	CDS	222	psbH			photosystem II phosphoprotein
P001_WA03_00004	CDS	132	psbN			photosystem II protein N
P001_WA03_00005	CDS	1530	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WA03_00006	CDS	930	rps3			ribosomal protein S3
P001_WA03_00007	CDS	468	rpl16			ribosomal protein L16
P001_WA03_00008	CDS	369	rpl14			ribosomal protein L14
P001_WA03_00009	CDS	507	rps8			ribosomal protein S8
P001_WA03_00010	CDS	156				hypothetical protein
P001_WA03_00011	CDS	402	infA			Translation initiation factor IF-1
P001_WA03_00012	CDS	225				hypothetical protein
P001_WA03_00013	CDS	249				hypothetical protein
P001_WA03_00014	CDS	255				hypothetical protein
P001_WA03_00015	tRNA	87				tRNA-Ser(gga)
P001_WA03_00016	CDS	306				hypothetical protein
P001_WA03_00017	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WA03_00018	CDS	678	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WA03_00019	CDS	411				hypothetical protein
P001_WA03_00020	CDS	693	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WA03_00021	CDS	213				hypothetical protein
P001_WA03_00022	CDS	678	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WA03_00023	CDS	594				hypothetical protein
P001_WA03_00024	CDS	363				hypothetical protein
P001_WA03_00025	CDS	402	rpoA_1	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P001_WA03_00026	CDS	348				hypothetical protein
P001_WA03_00027	CDS	2205	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WA03_00028	CDS	456	rps11			ribosomal protein S11
P001_WA03_00029	CDS	207	rpl32			ribosomal protein L32
P001_WA03_00030	tRNA	81				tRNA-Leu(tag)
P001_WA03_00031	CDS	951	ccsA			cytochrome c heme attachment protein
P001_WA03_00032	CDS	1509	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WA03_00033	CDS	246	psaC			photosystem I subunit VII
P001_WA03_00034	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WA03_00035	rRNA	1131				23S ribosomal RNA (partial)
P001_WA03_00036	CDS	306	rps14			ribosomal protein S14
P001_WA03_00037	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WA03_00038	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WA03_00039	CDS	324	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WA03_00040	CDS	369				hypothetical protein
P001_WA03_00041	tRNA	75				tRNA-Thr(tgt)
P001_WA03_00042	CDS	174				hypothetical protein
P001_WA03_00043	CDS	195				hypothetical protein
P001_WA03_00044	tRNA	83				tRNA-Leu(caa)
P001_WA03_00045	CDS	150				hypothetical protein
P001_WA03_00046	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WA03_00047	CDS	876	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WA03_00048	CDS	162				hypothetical protein
P001_WA03_00049	CDS	99	rps12			ribosomal protein S12
P001_WA03_00050	CDS	552	rps7			ribosomal protein S7
P001_WA03_00051	CDS	3060	rpoB			RNA polymerase beta subunit
P001_WA03_00052	CDS	432	rpoC1_1			RNA polymerase beta' subunit
P001_WA03_00053	CDS	1488	rpoC1_2			RNA polymerase beta' subunit
P001_WA03_00054	CDS	4905	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P001_WA03_00055	CDS	702	rps2			ribosomal protein S2
P001_WA03_00056	CDS	294				hypothetical protein
P001_WA03_00057	CDS	333				hypothetical protein
P001_WA03_00058	CDS	243				hypothetical protein
P001_WA03_00059	CDS	855				hypothetical protein
P001_WA03_00060	CDS	447	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
P001_WA03_00061	CDS	576	rpoA_2			RNA polymerase alpha subunit
P001_WA03_00062	CDS	387				hypothetical protein
P001_WA03_00063	CDS	183				hypothetical protein
P001_WA03_00064	CDS	363				hypothetical protein
P001_WA03_00065	CDS	1062	psbA			photosystem II protein D1
P001_WA03_00066	CDS	849				hypothetical protein
P001_WA03_00067	CDS	1560	matK			maturase K
P001_WA03_00068	CDS	558				hypothetical protein
P001_WA03_00069	tRNA	78				tRNA-Met(cat)
P001_WA03_00070	tRNA	72				tRNA-Gly(gcc)
P001_WA03_00071	CDS	189	psbZ			photosystem II protein Z
P001_WA03_00072	tRNA	88				tRNA-Ser(tga)
P001_WA03_00073	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WA03_00074	CDS	1062	psbD			photosystem II protein D2
P001_WA03_00075	tRNA	73				tRNA-Thr(agt)
P001_WA03_00076	CDS	171				hypothetical protein
P001_WA03_00077	tRNA	72				tRNA-Glu(ttc)
P001_WA03_00078	tRNA	84				tRNA-Tyr(gta)
P001_WA03_00079	tRNA	76				tRNA-Asp(gtc)
P001_WA03_00080	CDS	105	psbM			photosystem II protein M
P001_WA03_00081	CDS	90	petN			cytochrome b6/f complex subunit VII
P001_WA03_00082	tRNA	71				tRNA-Cys(gca)
P001_WA03_00083	CDS	222				hypothetical protein
P001_WA03_00084	CDS	438				hypothetical protein
P001_WA03_00085	tRNA	72				tRNA-Val(gac)
P001_WA03_00086	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WA03_00087	CDS	1461	atpB			ATP synthase CF1 beta subunit
P001_WA03_00088	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WA03_00089	tRNA	75				tRNA-Met(cat)
P001_WA03_00090	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WA03_00091	CDS	729	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WA03_00092	CDS	492	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WA03_00093	tRNA	73				tRNA-Phe(gaa)
P001_WA03_00094	CDS	162				hypothetical protein
P001_WA03_00095	tRNA	75				tRNA-Thr(agt)
P001_WA03_00096	rRNA	2050				23S ribosomal RNA (partial)
P001_WA03_00097	CDS	873				hypothetical protein
P001_WA03_00098	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WA03_00099	CDS	150				hypothetical protein
P001_WA03_00100	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WA03_00101	CDS	222	atpF_1			ATP synthase subunit b
P001_WA03_00102	CDS	264	atpF_2			ATP synthase CF0 subunit I
