locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WF07_00001	tRNA	72				tRNA-Cys(gca)
P003_WF07_00002	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WF07_00003	tRNA	77				tRNA-Asp(gtc)
P003_WF07_00004	tRNA	86				tRNA-Tyr(gta)
P003_WF07_00005	tRNA	75				tRNA-Glu(ttc)
P003_WF07_00006	tRNA	74				tRNA-Thr(ggt)
P003_WF07_00007	CDS	1062	psbD			photosystem II protein D2
P003_WF07_00008	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WF07_00009	tRNA	93				tRNA-Ser(tga)
P003_WF07_00010	CDS	249				hypothetical protein
P003_WF07_00011	tRNA	72				tRNA-Gly(gcc)
P003_WF07_00012	tRNA	74				tRNA-Met(cat)
P003_WF07_00013	CDS	303	rps14			ribosomal protein S14
P003_WF07_00014	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WF07_00015	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WF07_00016	CDS	261				hypothetical protein
P003_WF07_00017	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WF07_00018	tRNA	87				tRNA-Ser(gga)
P003_WF07_00019	CDS	606	rps4			ribosomal protein S4
P003_WF07_00020	tRNA	75				tRNA-Thr(tgt)
P003_WF07_00021	tRNA	74				tRNA-Phe(gaa)
P003_WF07_00022	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WF07_00023	CDS	747	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WF07_00024	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WF07_00025	tRNA	73				tRNA-Met(cat)
P003_WF07_00026	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WF07_00027	CDS	1473	atpB			ATP synthase CF1 beta subunit
P003_WF07_00028	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WF07_00029	CDS	141				hypothetical protein
P003_WF07_00030	CDS	1407	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WF07_00031	CDS	111	psaI			photosystem I subunit VIII
P003_WF07_00032	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WF07_00033	CDS	699	cemA			envelope membrane protein
