locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WC08_00001	tRNA	75				tRNA-His(gtg)
P001_WC08_00002	CDS	1062	psbA			photosystem II protein D1
P001_WC08_00003	CDS	1674	matK			maturase K
P001_WC08_00004	CDS	165				hypothetical protein
P001_WC08_00005	CDS	177	rps16			ribosomal protein S16
P001_WC08_00006	CDS	186				hypothetical protein
P001_WC08_00007	tRNA	72				tRNA-Gln(ttg)
P001_WC08_00008	CDS	186	psbK			photosystem II protein K
P001_WC08_00009	CDS	111	psbI			Photosystem II reaction center protein I
P001_WC08_00010	tRNA	88				tRNA-Ser(gct)
P001_WC08_00011	CDS	183				hypothetical protein
P001_WC08_00012	tRNA	72				tRNA-Arg(tct)
P001_WC08_00013	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WC08_00014	CDS	366	atpF			ATP synthase CF0 subunit I
P001_WC08_00015	CDS	141				hypothetical protein
P001_WC08_00016	CDS	234				hypothetical protein
P001_WC08_00017	CDS	297	atpH			ATP synthase CF0 subunit III
P001_WC08_00018	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WC08_00019	CDS	813	rps2			ribosomal protein S2
P001_WC08_00020	CDS	4137	rpoC2			RNA polymerase beta'' subunit
P001_WC08_00021	CDS	1551	rpoC1_1			RNA polymerase beta' subunit
P001_WC08_00022	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P001_WC08_00023	CDS	3213	rpoB			RNA polymerase beta subunit
P001_WC08_00024	CDS	150				hypothetical protein
P001_WC08_00025	tRNA	71				tRNA-Cys(gca)
P001_WC08_00026	CDS	90	petN			cytochrome b6/f complex subunit VII
P001_WC08_00027	tRNA	77				tRNA-Asp(gtc)
P001_WC08_00028	tRNA	87				tRNA-Tyr(gta)
P001_WC08_00029	tRNA	73				tRNA-Glu(ttc)
P001_WC08_00030	tRNA	74				tRNA-Thr(ggt)
P001_WC08_00031	CDS	201				hypothetical protein
P001_WC08_00032	CDS	1062	psbD			photosystem II protein D2
P001_WC08_00033	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WC08_00034	tRNA	93				tRNA-Ser(tga)
P001_WC08_00035	CDS	222				hypothetical protein
P001_WC08_00036	tRNA	72				tRNA-Gly(gcc)
P001_WC08_00037	tRNA	74				tRNA-Met(cat)
P001_WC08_00038	CDS	303	rps14			ribosomal protein S14
P001_WC08_00039	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WC08_00040	CDS	2298	psaA			photosystem I P700 apoprotein A1
P001_WC08_00041	CDS	294				hypothetical protein
P001_WC08_00042	CDS	249	ycf3_1			hypothetical chloroplast RF34
P001_WC08_00043	CDS	561				hypothetical protein
P001_WC08_00044	CDS	135	ycf3_2			hypothetical chloroplast RF34
P001_WC08_00045	tRNA	87				tRNA-Ser(gga)
P001_WC08_00046	CDS	606	rps4			ribosomal protein S4
