locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD04_00001	CDS	468	rps7			ribosomal protein S7
P001_WD04_00002	CDS	786	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WD04_00003	CDS	822	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WD04_00004	tRNA	83				tRNA-Leu(caa)
P001_WD04_00005	CDS	228				hypothetical protein
P001_WD04_00006	CDS	309				hypothetical protein
P001_WD04_00007	CDS	429				hypothetical protein
P001_WD04_00008	CDS	240				hypothetical protein
P001_WD04_00009	tRNA	74				tRNA-Met(cat)
P001_WD04_00010	CDS	348	rpl23_1			ribosomal protein L23
P001_WD04_00011	CDS	831				hypothetical protein
P001_WD04_00012	CDS	4269	rpoC2			RNA polymerase beta'' subunit
P001_WD04_00013	CDS	1770	rpoC1_1			RNA polymerase beta' subunit
P001_WD04_00014	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WD04_00015	CDS	3213	rpoB			RNA polymerase beta subunit
P001_WD04_00016	CDS	345	rpoA_1			RNA polymerase alpha subunit
P001_WD04_00017	CDS	441				hypothetical protein
P001_WD04_00018	CDS	123	psbJ			photosystem II protein J
P001_WD04_00019	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WD04_00020	CDS	354	psbE			Cytochrome b559 subunit alpha
P001_WD04_00021	tRNA	74				tRNA-Trp(cca)
P001_WD04_00022	tRNA	76				tRNA-Pro(tgg)
P001_WD04_00023	CDS	135	psaJ			photosystem I subunit IX
P001_WD04_00024	CDS	228	rps18			ribosomal protein S18
P001_WD04_00025	CDS	390	rpl20			ribosomal protein L20
P001_WD04_00026	CDS	582				hypothetical protein
P001_WD04_00027	CDS	1032	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WD04_00028	CDS	267				hypothetical protein
P001_WD04_00029	tRNA	76				tRNA-Val(gac)
P001_WD04_00030	rRNA	1486				16S ribosomal RNA
P001_WD04_00031	CDS	216				hypothetical protein
P001_WD04_00032	CDS	249				hypothetical protein
P001_WD04_00033	rRNA	3013				23S ribosomal RNA
P001_WD04_00034	CDS	237				hypothetical protein
P001_WD04_00035	tRNA	74				tRNA-Arg(acg)
P001_WD04_00036	CDS	123				hypothetical protein
P001_WD04_00037	tRNA	74				tRNA-Asn(gtt)
P001_WD04_00038	CDS	585				hypothetical protein
P001_WD04_00039	CDS	159				hypothetical protein
P001_WD04_00040	CDS	282				hypothetical protein
P001_WD04_00041	CDS	705	rps3_1			ribosomal protein S3
P001_WD04_00042	CDS	687	atpB_1	7.1.2.2		ATP synthase subunit beta
P001_WD04_00043	CDS	282				hypothetical protein
P001_WD04_00044	CDS	1179	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WD04_00045	CDS	333				hypothetical protein
P001_WD04_00046	tRNA	71				tRNA-Cys(gca)
P001_WD04_00047	CDS	306				hypothetical protein
P001_WD04_00048	tRNA	77				tRNA-Asp(gtc)
P001_WD04_00049	tRNA	86				tRNA-Tyr(gta)
P001_WD04_00050	tRNA	73				tRNA-Glu(ttc)
P001_WD04_00051	CDS	306				hypothetical protein
P001_WD04_00052	CDS	189				hypothetical protein
P001_WD04_00053	tRNA	74				tRNA-His(gtg)
P001_WD04_00054	CDS	1062	psbA			photosystem II protein D1
P001_WD04_00055	CDS	1521	matK			maturase K
P001_WD04_00056	CDS	240				hypothetical protein
P001_WD04_00057	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WD04_00058	tRNA	87				tRNA-Ser(gga)
P001_WD04_00059	CDS	603	rps4			ribosomal protein S4
P001_WD04_00060	tRNA	75				tRNA-Thr(tgt)
P001_WD04_00061	tRNA	74				tRNA-Phe(gaa)
P001_WD04_00062	CDS	522	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WD04_00063	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WD04_00064	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WD04_00065	CDS	117				hypothetical protein
P001_WD04_00066	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WD04_00067	CDS	1497	atpB_2			ATP synthase CF1 beta subunit
P001_WD04_00068	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WD04_00069	tRNA	73				tRNA-Met(cat)
P001_WD04_00070	CDS	282	rpl23_2			ribosomal protein L23
P001_WD04_00071	CDS	381	rpl2_1			ribosomal protein L2
P001_WD04_00072	CDS	429	rpl2_2			ribosomal protein L2
P001_WD04_00073	CDS	279	rps19			ribosomal protein S19
P001_WD04_00074	CDS	162	ndhI_1			NADH-plastoquinone oxidoreductase subunit I
P001_WD04_00075	CDS	963	petA			cytochrome f
P001_WD04_00076	CDS	690	cemA			envelope membrane protein
P001_WD04_00077	CDS	555	ycf4			photosystem I assembly protein Ycf4
P001_WD04_00078	CDS	363				hypothetical protein
P001_WD04_00079	rRNA	1510				23S ribosomal RNA (partial)
P001_WD04_00080	CDS	192				hypothetical protein
P001_WD04_00081	CDS	360	rpl16			ribosomal protein L16
P001_WD04_00082	CDS	369	rpl14			ribosomal protein L14
P001_WD04_00083	CDS	117				hypothetical protein
P001_WD04_00084	CDS	399	rps8			ribosomal protein S8
P001_WD04_00085	CDS	246	infA			translational initiation factor 1
P001_WD04_00086	CDS	456	rps11			ribosomal protein S11
P001_WD04_00087	CDS	825	rpoA_2			RNA polymerase alpha subunit
P001_WD04_00088	CDS	1239	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WD04_00089	CDS	204	rpl32			ribosomal protein L32
P001_WD04_00090	tRNA	80				tRNA-Leu(tag)
P001_WD04_00091	CDS	963	ccsA			cytochrome c heme attachment protein
P001_WD04_00092	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WD04_00093	CDS	246	psaC			photosystem I subunit VII
P001_WD04_00094	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WD04_00095	CDS	534	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WD04_00096	CDS	261				hypothetical protein
P001_WD04_00097	CDS	210				hypothetical protein
P001_WD04_00098	CDS	843	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WD04_00099	CDS	738	rps2			ribosomal protein S2
P001_WD04_00100	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WD04_00101	CDS	294				hypothetical protein
P001_WD04_00102	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WD04_00103	CDS	555	atpF			ATP synthase CF0 subunit I
P001_WD04_00104	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WD04_00105	tRNA	72				tRNA-Arg(tct)
P001_WD04_00106	tRNA	90				tRNA-Ser(gct)
P001_WD04_00107	CDS	309	psbK			Photosystem II reaction center protein K
P001_WD04_00108	tRNA	72				tRNA-Gln(ttg)
P001_WD04_00109	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WD04_00110	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WD04_00111	CDS	303	rps14			ribosomal protein S14
P001_WD04_00112	tRNA	76				tRNA-Met(cat)
P001_WD04_00113	tRNA	74				tRNA-Gly(gcc)
P001_WD04_00114	CDS	189	psbZ			photosystem II protein Z
P001_WD04_00115	tRNA	93				tRNA-Ser(tga)
P001_WD04_00116	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WD04_00117	CDS	1062	psbD			photosystem II protein D2
P001_WD04_00118	CDS	267				hypothetical protein
P001_WD04_00119	tRNA	74				tRNA-Thr(ggt)
P001_WD04_00120	CDS	1107				hypothetical protein
P001_WD04_00121	CDS	162				hypothetical protein
P001_WD04_00122	CDS	171	rps3_2			ribosomal protein S3
P001_WD04_00123	CDS	135				hypothetical protein
P001_WD04_00124	CDS	312				hypothetical protein
P001_WD04_00125	CDS	321				hypothetical protein
P001_WD04_00126	CDS	336				hypothetical protein
P001_WD04_00127	CDS	351				hypothetical protein
P001_WD04_00128	CDS	258				hypothetical protein
P001_WD04_00129	CDS	135				hypothetical protein
P001_WD04_00130	CDS	222				hypothetical protein
P001_WD04_00131	CDS	249	rpoA_3	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P001_WD04_00132	CDS	273	rps15			ribosomal protein S15
P001_WD04_00133	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WD04_00134	CDS	573	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WD04_00135	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WD04_00136	CDS	534	ndhI_2			NADH-plastoquinone oxidoreductase subunit I
P001_WD04_00137	CDS	150				hypothetical protein
P001_WD04_00138	CDS	225				hypothetical protein
P001_WD04_00139	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WD04_00140	CDS	222	psbH			photosystem II phosphoprotein
P001_WD04_00141	CDS	489	petB			cytochrome b6
P001_WD04_00142	CDS	231				hypothetical protein
P001_WD04_00143	CDS	177				hypothetical protein
P001_WD04_00144	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WD04_00145	CDS	294	rpoA_4	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P001_WD04_00146	CDS	360				hypothetical protein
P001_WD04_00147	CDS	141				hypothetical protein
