locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WB05_00001	CDS	216	rps19			ribosomal protein S19
P001_WB05_00002	tRNA	75				tRNA-His(gtg)
P001_WB05_00003	CDS	498	rpl2_1			ribosomal protein L2
P001_WB05_00004	CDS	339	rpl2_2			ribosomal protein L2
P001_WB05_00005	CDS	282	rpl23			ribosomal protein L23
P001_WB05_00006	tRNA	75				tRNA-Met(cat)
P001_WB05_00007	CDS	246				hypothetical protein
P001_WB05_00008	CDS	291				hypothetical protein
P001_WB05_00009	CDS	213				hypothetical protein
P001_WB05_00010	CDS	387				hypothetical protein
P001_WB05_00011	CDS	396				hypothetical protein
P001_WB05_00012	CDS	156				hypothetical protein
P001_WB05_00013	tRNA	83				tRNA-Leu(caa)
P001_WB05_00014	CDS	615	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WB05_00015	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WB05_00016	CDS	471	rps7			ribosomal protein S7
P001_WB05_00017	CDS	159				hypothetical protein
P001_WB05_00018	CDS	423				hypothetical protein
P001_WB05_00019	tRNA	72				tRNA-Val(gac)
P001_WB05_00020	rRNA	1487				16S ribosomal RNA
P001_WB05_00021	CDS	225				hypothetical protein
P001_WB05_00022	CDS	258				hypothetical protein
P001_WB05_00023	rRNA	3076				23S ribosomal RNA
P001_WB05_00024	CDS	198				hypothetical protein
P001_WB05_00025	tRNA	75				tRNA-Arg(acg)
P001_WB05_00026	tRNA	74				tRNA-Asn(gtt)
P001_WB05_00027	CDS	153				hypothetical protein
P001_WB05_00028	CDS	273	rps15			ribosomal protein S15
P001_WB05_00029	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WB05_00030	CDS	186	rpl32			ribosomal protein L32
P001_WB05_00031	tRNA	80				tRNA-Leu(tag)
P001_WB05_00032	CDS	960	ccsA			cytochrome c heme attachment protein
P001_WB05_00033	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WB05_00034	CDS	246	psaC			photosystem I subunit VII
P001_WB05_00035	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WB05_00036	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WB05_00037	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WB05_00038	CDS	99				hypothetical protein
P001_WB05_00039	CDS	564	ndhA			NADH-plastoquinone oxidoreductase subunit 1
P001_WB05_00040	CDS	1032	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WB05_00041	CDS	1062	psbA			photosystem II protein D1
P001_WB05_00042	CDS	1536	matK			maturase K
P001_WB05_00043	CDS	225				hypothetical protein
P001_WB05_00044	CDS	192				hypothetical protein
P001_WB05_00045	tRNA	72				tRNA-Gln(ttg)
P001_WB05_00046	CDS	198	psbK			photosystem II protein K
P001_WB05_00047	CDS	132				hypothetical protein
P001_WB05_00048	CDS	111	psbI			Photosystem II reaction center protein I
P001_WB05_00049	tRNA	89				tRNA-Ser(gct)
P001_WB05_00050	CDS	1062	psbD			photosystem II protein D2
P001_WB05_00051	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WB05_00052	tRNA	88				tRNA-Ser(tga)
P001_WB05_00053	CDS	189	psbZ			photosystem II protein Z
P001_WB05_00054	CDS	168				hypothetical protein
P001_WB05_00055	tRNA	73				tRNA-Gly(gcc)
P001_WB05_00056	tRNA	76				tRNA-Met(cat)
P001_WB05_00057	CDS	117				hypothetical protein
P001_WB05_00058	tRNA	74				tRNA-Thr(ggt)
P001_WB05_00059	tRNA	75				tRNA-Glu(ttc)
P001_WB05_00060	tRNA	86				tRNA-Tyr(gta)
P001_WB05_00061	tRNA	74				tRNA-Asp(gtc)
P001_WB05_00062	tRNA	71				tRNA-Cys(gca)
P001_WB05_00063	CDS	3231	rpoB			RNA polymerase beta subunit
P001_WB05_00064	CDS	2049	rpoC1			RNA polymerase beta' subunit
P001_WB05_00065	CDS	4398	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P001_WB05_00066	CDS	711	rps2			ribosomal protein S2
P001_WB05_00067	CDS	861	atpI			ATP synthase CF0 subunit IV
P001_WB05_00068	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WB05_00069	CDS	222	atpF_1			ATP synthase subunit b
P001_WB05_00070	CDS	264	atpF_2			ATP synthase CF0 subunit I
P001_WB05_00071	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WB05_00072	tRNA	72				tRNA-Arg(tct)
P001_WB05_00073	CDS	312	rps14			ribosomal protein S14
P001_WB05_00074	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WB05_00075	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WB05_00076	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WB05_00077	tRNA	87				tRNA-Ser(gga)
P001_WB05_00078	CDS	606	rps4			ribosomal protein S4
P001_WB05_00079	tRNA	75				tRNA-Thr(tgt)
P001_WB05_00080	CDS	165				hypothetical protein
P001_WB05_00081	tRNA	73				tRNA-Phe(gaa)
P001_WB05_00082	CDS	489	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WB05_00083	CDS	741	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WB05_00084	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WB05_00085	tRNA	75				tRNA-Met(cat)
P001_WB05_00086	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P001_WB05_00087	CDS	1587	atpB			ATP synthase CF1 beta subunit
P001_WB05_00088	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WB05_00089	CDS	150				hypothetical protein
P001_WB05_00090	CDS	111	psaI			photosystem I subunit VIII
P001_WB05_00091	CDS	558	ycf4			photosystem I assembly protein Ycf4
P001_WB05_00092	CDS	693	cemA			envelope membrane protein
P001_WB05_00093	CDS	963	petA			cytochrome f
P001_WB05_00094	CDS	123	psbJ			photosystem II protein J
P001_WB05_00095	CDS	153	psbF			Cytochrome b559 subunit beta
P001_WB05_00096	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WB05_00097	CDS	171				hypothetical protein
P001_WB05_00098	tRNA	74				tRNA-Trp(cca)
P001_WB05_00099	tRNA	76				tRNA-Pro(tgg)
P001_WB05_00100	CDS	159	psaJ			photosystem I subunit IX
P001_WB05_00101	CDS	498				hypothetical protein
P001_WB05_00102	CDS	360	rpl20			ribosomal protein L20
P001_WB05_00103	CDS	150				hypothetical protein
P001_WB05_00104	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WB05_00105	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WB05_00106	CDS	117	psbT			photosystem II protein T
P001_WB05_00107	CDS	222	psbH			photosystem II phosphoprotein
P001_WB05_00108	CDS	180				hypothetical protein
P001_WB05_00109	CDS	699	petB			cytochrome b6
P001_WB05_00110	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WB05_00111	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WB05_00112	CDS	432	rps11			ribosomal protein S11
P001_WB05_00113	CDS	330	infA			Translation initiation factor IF-1
P001_WB05_00114	CDS	411	rps8			ribosomal protein S8
P001_WB05_00115	CDS	372	rpl14			ribosomal protein L14
P001_WB05_00116	CDS	363	rpl16			ribosomal protein L16
P001_WB05_00117	CDS	162				hypothetical protein
P001_WB05_00118	CDS	720	rps3			ribosomal protein S3
P001_WB05_00119	CDS	450				hypothetical protein
P001_WB05_00120	CDS	855				hypothetical protein
P001_WB05_00121	rRNA	1286				23S ribosomal RNA (partial)
P001_WB05_00122	rRNA	1632				23S ribosomal RNA (partial)
