locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WF06_00001	CDS	225				hypothetical protein
P003_WF06_00002	tRNA	74				tRNA-Asn(gtt)
P003_WF06_00003	tRNA	75				tRNA-Arg(acg)
P003_WF06_00004	rRNA	3011				23S ribosomal RNA
P003_WF06_00005	CDS	114				hypothetical protein
P003_WF06_00006	CDS	216				hypothetical protein
P003_WF06_00007	CDS	246				hypothetical protein
P003_WF06_00008	rRNA	1487				16S ribosomal RNA
P003_WF06_00009	tRNA	72				tRNA-Val(gac)
P003_WF06_00010	CDS	231				hypothetical protein
P003_WF06_00011	CDS	279				hypothetical protein
P003_WF06_00012	CDS	225				hypothetical protein
P003_WF06_00013	CDS	468	rps7			ribosomal protein S7
P003_WF06_00014	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WF06_00015	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WF06_00016	CDS	252				hypothetical protein
P003_WF06_00017	tRNA	83				tRNA-Leu(caa)
P003_WF06_00018	CDS	6840				hypothetical protein
P003_WF06_00019	tRNA	75				tRNA-Met(cat)
P003_WF06_00020	CDS	282	rpl23			ribosomal protein L23
P003_WF06_00021	CDS	402	rpl2			ribosomal protein L2
P003_WF06_00022	CDS	117				hypothetical protein
P003_WF06_00023	CDS	609				hypothetical protein
P003_WF06_00024	CDS	4620				hypothetical protein
P003_WF06_00025	CDS	279	rps15			ribosomal protein S15
P003_WF06_00026	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WF06_00027	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WF06_00028	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WF06_00029	CDS	501	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WF06_00030	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WF06_00031	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WF06_00032	CDS	246	psaC			photosystem I subunit VII
P003_WF06_00033	CDS	1545	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WF06_00034	CDS	969	ccsA			cytochrome c heme attachment protein
P003_WF06_00035	tRNA	80				tRNA-Leu(tag)
P003_WF06_00036	CDS	2226	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WF06_00037	CDS	168				hypothetical protein
P003_WF06_00038	CDS	279	rps19			ribosomal protein S19
P003_WF06_00039	CDS	462	rpl22			ribosomal protein L22
P003_WF06_00040	CDS	657	rps3			ribosomal protein S3
P003_WF06_00041	CDS	360	rpl16			ribosomal protein L16
P003_WF06_00042	CDS	369	rpl14			ribosomal protein L14
P003_WF06_00043	CDS	405	rps8			ribosomal protein S8
P003_WF06_00044	CDS	234	infA			translational initiation factor 1
P003_WF06_00045	CDS	114	rpl36			ribosomal protein L36
P003_WF06_00046	CDS	411	rps11			ribosomal protein S11
P003_WF06_00047	CDS	804	rpoA			RNA polymerase alpha subunit
P003_WF06_00048	CDS	525	petD			cytochrome b6/f complex subunit IV
P003_WF06_00049	CDS	117				hypothetical protein
P003_WF06_00050	CDS	489	petB			cytochrome b6
P003_WF06_00051	CDS	270				hypothetical protein
P003_WF06_00052	CDS	222	psbH			photosystem II phosphoprotein
P003_WF06_00053	CDS	132	psbN			photosystem II protein N
P003_WF06_00054	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WF06_00055	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WF06_00056	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WF06_00057	CDS	381	rpl20			ribosomal protein L20
P003_WF06_00058	CDS	306	rps18			ribosomal protein S18
P003_WF06_00059	CDS	135	psaJ			photosystem I subunit IX
P003_WF06_00060	tRNA	76				tRNA-Pro(tgg)
P003_WF06_00061	tRNA	74				tRNA-Trp(cca)
P003_WF06_00062	CDS	114	petG			cytochrome b6/f complex subunit V
P003_WF06_00063	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WF06_00064	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WF06_00065	CDS	1017	petA			cytochrome f
P003_WF06_00066	CDS	690	cemA			envelope membrane protein
P003_WF06_00067	CDS	126				hypothetical protein
P003_WF06_00068	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WF06_00069	CDS	1485	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WF06_00070	CDS	1458	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WF06_00071	CDS	1482	atpB			ATP synthase CF1 beta subunit
P003_WF06_00072	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WF06_00073	tRNA	73				tRNA-Met(cat)
P003_WF06_00074	CDS	237				hypothetical protein
P003_WF06_00075	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WF06_00076	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WF06_00077	CDS	567	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WF06_00078	tRNA	74				tRNA-Phe(gaa)
P003_WF06_00079	CDS	288				hypothetical protein
P003_WF06_00080	CDS	345				hypothetical protein
P003_WF06_00081	tRNA	75				tRNA-Thr(tgt)
P003_WF06_00082	CDS	606	rps4			ribosomal protein S4
P003_WF06_00083	tRNA	89				tRNA-Ser(gga)
P003_WF06_00084	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WF06_00085	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WF06_00086	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WF06_00087	CDS	330	rps14			ribosomal protein S14
P003_WF06_00088	tRNA	74				tRNA-Met(cat)
P003_WF06_00089	tRNA	72				tRNA-Gly(gcc)
P003_WF06_00090	CDS	189	psbZ			photosystem II protein Z
P003_WF06_00091	tRNA	83				tRNA-Ser(tga)
P003_WF06_00092	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WF06_00093	CDS	1062	psbD			photosystem II protein D2
P003_WF06_00094	CDS	198				hypothetical protein
P003_WF06_00095	tRNA	72				tRNA-Arg(tct)
P003_WF06_00096	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P003_WF06_00097	CDS	375	atpF_1			ATP synthase CF0 subunit I
P003_WF06_00098	CDS	246				hypothetical protein
P003_WF06_00099	CDS	171	atpF_2			ATP synthase CF0 subunit I
P003_WF06_00100	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WF06_00101	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WF06_00102	CDS	711	rps2			ribosomal protein S2
P003_WF06_00103	CDS	4134	rpoC2			RNA polymerase beta'' subunit
P003_WF06_00104	CDS	1497	rpoC1_1			RNA polymerase beta' subunit
P003_WF06_00105	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P003_WF06_00106	CDS	3183	rpoB			RNA polymerase beta subunit
P003_WF06_00107	tRNA	72				tRNA-Glu(ttc)
P003_WF06_00108	tRNA	87				tRNA-Tyr(gta)
P003_WF06_00109	tRNA	77				tRNA-Asp(gtc)
P003_WF06_00110	CDS	153				hypothetical protein
P003_WF06_00111	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WF06_00112	tRNA	72				tRNA-Cys(gca)
P003_WF06_00113	tRNA	88				tRNA-Ser(gct)
P003_WF06_00114	CDS	111	psbI			Photosystem II reaction center protein I
P003_WF06_00115	CDS	255	psbK			Photosystem II reaction center protein K
P003_WF06_00116	tRNA	72				tRNA-Gln(ttg)
P003_WF06_00117	CDS	216				hypothetical protein
P003_WF06_00118	CDS	132	rps16			ribosomal protein S16
P003_WF06_00119	CDS	276				hypothetical protein
P003_WF06_00120	CDS	1515	matK			maturase K
P003_WF06_00121	CDS	1062	psbA			photosystem II protein D1
P003_WF06_00122	tRNA	75				tRNA-His(gtg)
