locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WB12_00001	CDS	234	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WB12_00002	CDS	249	ycf3			hypothetical chloroplast RF34
P001_WB12_00003	CDS	108				hypothetical protein
P001_WB12_00004	tRNA	89				tRNA-Ser(gga)
P001_WB12_00005	CDS	606	rps4			ribosomal protein S4
P001_WB12_00006	tRNA	75				tRNA-Thr(tgt)
P001_WB12_00007	CDS	171				hypothetical protein
P001_WB12_00008	tRNA	74				tRNA-Phe(gaa)
P001_WB12_00009	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WB12_00010	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WB12_00011	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WB12_00012	tRNA	73				tRNA-Met(cat)
P001_WB12_00013	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WB12_00014	CDS	1488	atpB			ATP synthase CF1 beta subunit
P001_WB12_00015	CDS	1479	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WB12_00016	CDS	1518	accD_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WB12_00017	CDS	111	psaI			photosystem I subunit VIII
P001_WB12_00018	CDS	651	ycf4			photosystem I assembly protein Ycf4
P001_WB12_00019	CDS	690	cemA			envelope membrane protein
P001_WB12_00020	CDS	957	petA			cytochrome f
P001_WB12_00021	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WB12_00022	CDS	114	petG_1			cytochrome b6/f complex subunit V
P001_WB12_00023	tRNA	74				tRNA-Trp(cca)
P001_WB12_00024	tRNA	76				tRNA-Pro(tgg)
P001_WB12_00025	CDS	177				hypothetical protein
P001_WB12_00026	CDS	306	rps18			ribosomal protein S18
P001_WB12_00027	CDS	381	rpl20			ribosomal protein L20
P001_WB12_00028	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WB12_00029	CDS	441	clpP_3	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WB12_00030	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WB12_00031	CDS	240	psbH			photosystem II phosphoprotein
P001_WB12_00032	CDS	153				hypothetical protein
P001_WB12_00033	CDS	507	petB			cytochrome b6
P001_WB12_00034	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WB12_00035	CDS	1008	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WB12_00036	CDS	411	rps11			ribosomal protein S11
P001_WB12_00037	CDS	234	infA_1			translational initiation factor 1
P001_WB12_00038	CDS	405	rps8_1			ribosomal protein S8
P001_WB12_00039	CDS	369	rpl14			ribosomal protein L14
P001_WB12_00040	CDS	360	rpl16			ribosomal protein L16
P001_WB12_00041	CDS	657	rps3			ribosomal protein S3
P001_WB12_00042	CDS	462	rpl22			ribosomal protein L22
P001_WB12_00043	CDS	279	rps19			ribosomal protein S19
P001_WB12_00044	tRNA	74				tRNA-Trp(cca)
P001_WB12_00045	CDS	114	petG_2			cytochrome b6/f complex subunit V
P001_WB12_00046	CDS	543	ccsA_1			cytochrome c heme attachment protein
P001_WB12_00047	CDS	531	ndhG_1			NADH-plastoquinone oxidoreductase subunit 6
P001_WB12_00048	CDS	165	ndhE_1			NADH-plastoquinone oxidoreductase subunit 4L
P001_WB12_00049	CDS	171	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WB12_00050	tRNA	75				tRNA-Met(cat)
P001_WB12_00051	CDS	402				hypothetical protein
P001_WB12_00052	CDS	195	rpl33			ribosomal protein L33
P001_WB12_00053	CDS	195				hypothetical protein
P001_WB12_00054	CDS	486				hypothetical protein
P001_WB12_00055	CDS	588	accD_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
P001_WB12_00056	tRNA	74				tRNA-Asn(gtt)
P001_WB12_00057	CDS	264				hypothetical protein
P001_WB12_00058	tRNA	75				tRNA-Arg(acg)
P001_WB12_00059	rRNA	3006				23S ribosomal RNA
P001_WB12_00060	CDS	249				hypothetical protein
P001_WB12_00061	CDS	237				hypothetical protein
P001_WB12_00062	rRNA	1487				16S ribosomal RNA
P001_WB12_00063	tRNA	72				tRNA-Val(gac)
P001_WB12_00064	CDS	468	rps7			ribosomal protein S7
P001_WB12_00065	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WB12_00066	CDS	105				hypothetical protein
P001_WB12_00067	CDS	783	ndhB_3			NADH-plastoquinone oxidoreductase subunit 2
P001_WB12_00068	CDS	114				hypothetical protein
P001_WB12_00069	tRNA	83				tRNA-Leu(caa)
P001_WB12_00070	CDS	6630				hypothetical protein
P001_WB12_00071	tRNA	75				tRNA-Met(cat)
P001_WB12_00072	CDS	282	rpl23			ribosomal protein L23
P001_WB12_00073	CDS	402	rpl2_1			ribosomal protein L2
P001_WB12_00074	CDS	498	rpl2_2			ribosomal protein L2
P001_WB12_00075	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WB12_00076	CDS	333				hypothetical protein
