P001_WA03_00029 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA05_00118 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Helictotrichon;
P001_WA06_00107 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA08_00091 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA10_00108 	Rubiaceae;Cruciata; 	Rubiaceae;Galium	Gentianaceae;Gentiana; 	Asteraceae;Petasites; 	Asteraceae;Leontodon; 	Asteraceae;Hieracium;
P001_WB01_00248 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Polygonaceae;Persicaria; 	Asteraceae;Leontodon; 	Asteraceae;Taraxacum;
P001_WB03_00064 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum;
P001_WB05_00030 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Arctophila; 	Poaceae;Poa; 	Poaceae;Alopecurus; 	Poaceae;Poa;
P001_WC02_00062 	Poaceae;Deschampsia; 	Poaceae;Cynosurus	Poaceae;Arctophila; 	Poaceae;Poa; 	Poaceae;Alopecurus; 	Poaceae;Poa;
P001_WC06_00045 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Rubiaceae;Cruciata;
P001_WC07_00058 	Asteraceae;Leontodon; 	Asteraceae;Ligularia	Asteraceae;Petasites; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WC08_00127 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Seseli; 	Apiaceae;Ligusticum; 	Apiaceae;Tilingia; 	Apiaceae;Peucedanum;
P001_WC10_00014 	Apiaceae;Carum; 	Apiaceae;Carum	Apiaceae;Carum; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Apiaceae;Bupleurum;
P001_WD04_00089 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Harrimanella; 	Ericaceae;Rhododendron; 	Ericaceae;Andromeda; 	Ericaceae;Rhododendron;
P001_WD08_00236 	Caryophyllaceae;Cerastium; 	Boraginaceae;Onosma	Boraginaceae;Myosotis; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WD10_00108 	Boraginaceae;Myosotis; 	Boraginaceae;Onosma	Boraginaceae;Myosotis; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WD11_00112 	Crassulaceae;Sedum; 	Crassulaceae;Rosularia	Saxifragaceae;Saxifraga; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
