locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WF08_00001	CDS	342				hypothetical protein
P002_WF08_00002	CDS	354				hypothetical protein
P002_WF08_00003	CDS	90				hypothetical protein
P002_WF08_00004	CDS	1062	psbA			photosystem II protein D1
P002_WF08_00005	CDS	1536	matK			maturase K
P002_WF08_00006	CDS	240				hypothetical protein
P002_WF08_00007	tRNA	72				tRNA-Gln(ttg)
P002_WF08_00008	CDS	357	psbK			Photosystem II reaction center protein K
P002_WF08_00009	tRNA	89				tRNA-Ser(gct)
P002_WF08_00010	CDS	285				hypothetical protein
P002_WF08_00011	CDS	1062	psbD			photosystem II protein D2
P002_WF08_00012	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WF08_00013	tRNA	88				tRNA-Ser(tga)
P002_WF08_00014	CDS	156				hypothetical protein
P002_WF08_00015	CDS	213	psbZ			photosystem II protein Z
P002_WF08_00016	tRNA	72				tRNA-Gly(gcc)
P002_WF08_00017	tRNA	76				tRNA-Met(cat)
P002_WF08_00018	CDS	135				hypothetical protein
P002_WF08_00019	CDS	213				hypothetical protein
P002_WF08_00020	tRNA	74				tRNA-Thr(ggt)
P002_WF08_00021	tRNA	75				tRNA-Glu(ttc)
P002_WF08_00022	tRNA	86				tRNA-Tyr(gta)
P002_WF08_00023	tRNA	74				tRNA-Asp(gtc)
P002_WF08_00024	tRNA	71				tRNA-Cys(gca)
P002_WF08_00025	CDS	3231	rpoB			RNA polymerase beta subunit
P002_WF08_00026	CDS	2031	rpoC1			RNA polymerase beta' subunit
P002_WF08_00027	CDS	4482	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P002_WF08_00028	CDS	684	rps2			ribosomal protein S2
P002_WF08_00029	CDS	861	atpI			ATP synthase CF0 subunit IV
P002_WF08_00030	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WF08_00031	CDS	372	atpF			ATP synthase CF0 subunit I
P002_WF08_00032	CDS	1599	atpA			ATP synthase CF1 alpha subunit
P002_WF08_00033	tRNA	72				tRNA-Arg(tct)
P002_WF08_00034	CDS	312	rps14			ribosomal protein S14
P002_WF08_00035	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WF08_00036	CDS	2298	psaA			photosystem I P700 apoprotein A1
P002_WF08_00037	CDS	147				hypothetical protein
P002_WF08_00038	CDS	249	ycf3_1			hypothetical chloroplast RF34
P002_WF08_00039	CDS	135	ycf3_2			hypothetical chloroplast RF34
P002_WF08_00040	CDS	168				hypothetical protein
P002_WF08_00041	tRNA	87				tRNA-Ser(gga)
P002_WF08_00042	CDS	606	rps4			ribosomal protein S4
P002_WF08_00043	tRNA	75				tRNA-Thr(tgt)
P002_WF08_00044	tRNA	73				tRNA-Phe(gaa)
P002_WF08_00045	CDS	555	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WF08_00046	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WF08_00047	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WF08_00048	tRNA	75				tRNA-Met(cat)
P002_WF08_00049	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P002_WF08_00050	CDS	1587	atpB			ATP synthase CF1 beta subunit
P002_WF08_00051	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WF08_00052	CDS	108				hypothetical protein
P002_WF08_00053	CDS	234	rpl23_1			ribosomal protein L23
P002_WF08_00054	CDS	111	psaI			photosystem I subunit VIII
P002_WF08_00055	CDS	558	ycf4			photosystem I assembly protein Ycf4
P002_WF08_00056	CDS	693	cemA			envelope membrane protein
P002_WF08_00057	CDS	924	petA			cytochrome f
P002_WF08_00058	CDS	243				hypothetical protein
P002_WF08_00059	CDS	144	psbJ			photosystem II protein J
P002_WF08_00060	CDS	153	psbF			Cytochrome b559 subunit beta
P002_WF08_00061	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WF08_00062	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WF08_00063	tRNA	74				tRNA-Trp(cca)
P002_WF08_00064	tRNA	76				tRNA-Pro(tgg)
P002_WF08_00065	CDS	159	psaJ			photosystem I subunit IX
P002_WF08_00066	CDS	513				hypothetical protein
P002_WF08_00067	CDS	360	rpl20			ribosomal protein L20
P002_WF08_00068	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WF08_00069	CDS	111				hypothetical protein
P002_WF08_00070	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WF08_00071	CDS	117	psbT			photosystem II protein T
P002_WF08_00072	CDS	357	psbH			Photosystem II reaction center protein H
P002_WF08_00073	CDS	174				hypothetical protein
P002_WF08_00074	CDS	699	petB			cytochrome b6
P002_WF08_00075	CDS	183				hypothetical protein
P002_WF08_00076	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WF08_00077	CDS	1026	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WF08_00078	CDS	432	rps11			ribosomal protein S11
P002_WF08_00079	CDS	195				hypothetical protein
P002_WF08_00080	CDS	342	infA			Translation initiation factor IF-1
P002_WF08_00081	CDS	411	rps8			ribosomal protein S8
P002_WF08_00082	CDS	372	rpl14			ribosomal protein L14
P002_WF08_00083	CDS	363	rpl16			ribosomal protein L16
P002_WF08_00084	CDS	720	rps3			ribosomal protein S3
P002_WF08_00085	CDS	444				hypothetical protein
P002_WF08_00086	CDS	90				hypothetical protein
P002_WF08_00087	rRNA	826				16S ribosomal RNA (partial)
P002_WF08_00088	rRNA	444				16S ribosomal RNA (partial)
P002_WF08_00089	CDS	318				hypothetical protein
P002_WF08_00090	CDS	1140	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P002_WF08_00091	CDS	564	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WF08_00092	CDS	447	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WF08_00093	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WF08_00094	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WF08_00095	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WF08_00096	CDS	246	psaC			photosystem I subunit VII
P002_WF08_00097	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WF08_00098	CDS	930	ccsA			cytochrome c heme attachment protein
P002_WF08_00099	tRNA	80				tRNA-Leu(tag)
P002_WF08_00100	CDS	132				hypothetical protein
P002_WF08_00101	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WF08_00102	CDS	201	ndhH_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H, chloroplastic
P002_WF08_00103	CDS	273	rps15			ribosomal protein S15
P002_WF08_00104	CDS	177				hypothetical protein
P002_WF08_00105	tRNA	74				tRNA-Asn(gtt)
P002_WF08_00106	tRNA	75				tRNA-Arg(acg)
P002_WF08_00107	rRNA	3076				23S ribosomal RNA
P002_WF08_00108	CDS	279				hypothetical protein
P002_WF08_00109	CDS	225				hypothetical protein
P002_WF08_00110	rRNA	1487				16S ribosomal RNA
P002_WF08_00111	tRNA	72				tRNA-Val(gac)
P002_WF08_00112	CDS	516				hypothetical protein
P002_WF08_00113	CDS	189				hypothetical protein
P002_WF08_00114	CDS	348				hypothetical protein
P002_WF08_00115	CDS	138				hypothetical protein
P002_WF08_00116	CDS	159				hypothetical protein
P002_WF08_00117	CDS	471	rps7			ribosomal protein S7
P002_WF08_00118	CDS	849	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WF08_00119	CDS	615	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WF08_00120	tRNA	83				tRNA-Leu(caa)
P002_WF08_00121	CDS	300				hypothetical protein
P002_WF08_00122	CDS	855				hypothetical protein
P002_WF08_00123	tRNA	75				tRNA-Met(cat)
P002_WF08_00124	CDS	282	rpl23_2			ribosomal protein L23
P002_WF08_00125	CDS	315	rpl2_1			ribosomal protein L2
P002_WF08_00126	CDS	498	rpl2_2			ribosomal protein L2
P002_WF08_00127	tRNA	75				tRNA-His(gtg)
