locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WD09_00001	tRNA	72				tRNA-Val(gac)
P003_WD09_00002	rRNA	1487				16S ribosomal RNA
P003_WD09_00003	CDS	216				hypothetical protein
P003_WD09_00004	CDS	105				hypothetical protein
P003_WD09_00005	rRNA	3010				23S ribosomal RNA
P003_WD09_00006	tRNA	75				tRNA-Arg(acg)
P003_WD09_00007	CDS	147				hypothetical protein
P003_WD09_00008	tRNA	74				tRNA-Asn(gtt)
P003_WD09_00009	tRNA	74				tRNA-Thr(ggt)
P003_WD09_00010	tRNA	75				tRNA-Glu(ttc)
P003_WD09_00011	tRNA	86				tRNA-Tyr(gta)
P003_WD09_00012	tRNA	77				tRNA-Asp(gtc)
P003_WD09_00013	CDS	105	psbM			photosystem II protein M
P003_WD09_00014	tRNA	71				tRNA-Cys(gca)
P003_WD09_00015	CDS	3345	rpoB			RNA polymerase beta subunit
P003_WD09_00016	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P003_WD09_00017	CDS	1308	rpoC1_2			RNA polymerase beta' subunit
P003_WD09_00018	CDS	4179	rpoC2			RNA polymerase beta'' subunit
P003_WD09_00019	CDS	723	rps2			ribosomal protein S2
P003_WD09_00020	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WD09_00021	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WD09_00022	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WD09_00023	CDS	273				hypothetical protein
P003_WD09_00024	CDS	477	atpF_2			ATP synthase CF0 subunit I
P003_WD09_00025	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WD09_00026	tRNA	72				tRNA-Arg(tct)
P003_WD09_00027	tRNA	88				tRNA-Ser(gct)
P003_WD09_00028	CDS	111	psbI			Photosystem II reaction center protein I
P003_WD09_00029	CDS	195	psbK			photosystem II protein K
P003_WD09_00030	tRNA	72				tRNA-Gln(ttg)
P003_WD09_00031	CDS	1533	matK			maturase K
P003_WD09_00032	CDS	1062	psbD			photosystem II protein D2
P003_WD09_00033	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WD09_00034	tRNA	90				tRNA-Ser(tga)
P003_WD09_00035	CDS	189	psbZ			photosystem II protein Z
P003_WD09_00036	tRNA	72				tRNA-Gly(gcc)
P003_WD09_00037	tRNA	75				tRNA-Met(cat)
P003_WD09_00038	CDS	303	rps14			ribosomal protein S14
P003_WD09_00039	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WD09_00040	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WD09_00041	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WD09_00042	CDS	183				hypothetical protein
P003_WD09_00043	tRNA	88				tRNA-Ser(gga)
P003_WD09_00044	CDS	606	rps4			ribosomal protein S4
P003_WD09_00045	tRNA	75				tRNA-Thr(tgt)
P003_WD09_00046	tRNA	74				tRNA-Phe(gaa)
P003_WD09_00047	CDS	480	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WD09_00048	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WD09_00049	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WD09_00050	CDS	117				hypothetical protein
P003_WD09_00051	CDS	399	rpl22			ribosomal protein L22
P003_WD09_00052	CDS	657	rps3			ribosomal protein S3
P003_WD09_00053	CDS	360	rpl16			ribosomal protein L16
P003_WD09_00054	CDS	369	rpl14			ribosomal protein L14
P003_WD09_00055	CDS	405	rps8			ribosomal protein S8
P003_WD09_00056	CDS	417	rps11			ribosomal protein S11
P003_WD09_00057	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P003_WD09_00058	CDS	540	petD			cytochrome b6/f complex subunit IV
P003_WD09_00059	CDS	489	petB			cytochrome b6
P003_WD09_00060	CDS	222	psbH			photosystem II phosphoprotein
P003_WD09_00061	CDS	1203	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WD09_00062	CDS	792	psbA			photosystem II protein D1
P003_WD09_00063	tRNA	75				tRNA-His(gtg)
P003_WD09_00064	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WD09_00065	CDS	282	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WD09_00066	CDS	3762				hypothetical protein
P003_WD09_00067	CDS	273	rps15			ribosomal protein S15
P003_WD09_00068	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WD09_00069	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WD09_00070	CDS	492	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WD09_00071	CDS	531	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WD09_00072	CDS	576	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WD09_00073	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WD09_00074	CDS	246	psaC			photosystem I subunit VII
P003_WD09_00075	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WD09_00076	CDS	963	ccsA			cytochrome c heme attachment protein
P003_WD09_00077	tRNA	80				tRNA-Leu(tag)
P003_WD09_00078	CDS	2274	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WD09_00079	CDS	2562				hypothetical protein
P003_WD09_00080	tRNA	83				tRNA-Leu(caa)
P003_WD09_00081	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WD09_00082	CDS	858	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WD09_00083	CDS	240	rps7			ribosomal protein S7
P003_WD09_00084	CDS	126				hypothetical protein
P003_WD09_00085	CDS	138				hypothetical protein
P003_WD09_00086	CDS	285				hypothetical protein
P003_WD09_00087	CDS	186				hypothetical protein
P003_WD09_00088	tRNA	73				tRNA-Met(cat)
P003_WD09_00089	tRNA	73				tRNA-Met(cat)
P003_WD09_00090	CDS	279	rps19			ribosomal protein S19
P003_WD09_00091	CDS	498	rpl2_1			ribosomal protein L2
P003_WD09_00092	CDS	162				hypothetical protein
P003_WD09_00093	CDS	408	rpl2_2			ribosomal protein L2
P003_WD09_00094	CDS	282	rpl23			ribosomal protein L23
P003_WD09_00095	tRNA	75				tRNA-Met(cat)
P003_WD09_00096	CDS	162				hypothetical protein
P003_WD09_00097	CDS	402	atpE			ATP synthase CF1 epsilon subunit
