P001_WA02_00108 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia; 	Orobanchaceae;Pedicularis;
P001_WA04_00007 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00101 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WA07_00094 	Asteraceae;Omalotheca; 	Asteraceae;Pseudognaphalium	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria;
P001_WA08_00018 	Cyperaceae;Carex; 	Cyperaceae;Hypolytrum	Orchidaceae;Coeloglossum; 	Ranunculaceae;Trollius; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P001_WA08_00019 	Cyperaceae;Carex; 	Cyperaceae;Hypolytrum	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone; 	Ranunculaceae;Trollius; 	Cyperaceae;Carex;
P001_WA10_00006 	Rubiaceae;Cruciata; 	Rubiaceae;Isertia	Plantaginaceae;Pennellianthus; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P001_WA12_00013 	Asteraceae;Matricaria; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Achillea; 	Asteraceae;Anthemis; 	Asteraceae;Leucanthemopsis;
P001_WB01_00008 	Brassicaceae;Arabis; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB01_00068 	Brassicaceae;Arabis; 	Poaceae;Avenella	Poaceae;Avenella; 	Poaceae;Arctagrostis; 	Poaceae;Alopecurus; 	Poaceae;Alopecurus;
P001_WB01_00069 	Brassicaceae;Arabis; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Festuca;
P001_WB01_00075 	Brassicaceae;Arabis; 	Brassicaceae;Arabis	Betulaceae;Betula; 	Betulaceae;Betula; 	Rosaceae;Spiraea; 	Salicaceae;Salix;
P001_WB01_00094 	Brassicaceae;Arabis; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB01_00112 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus; 	Cyperaceae;Carex;
P001_WB01_00222 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia; 	Orobanchaceae;Pedicularis;
P001_WB02_00030 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB02_00146 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB02_00255 	Salicaceae;Salix; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Festuca;
P001_WB04_00019 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Spiraea; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB05_00007 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WB05_00008 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WB05_00009 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WB06_00011 	Gentianaceae;Comastoma; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Orobanchaceae;Bartsia;
P001_WB06_00013 	Gentianaceae;Comastoma; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WB07_00003 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Astragalus;
P001_WB08_00106 	Poaceae;Bromus; 	Poaceae;Bromus	Poaceae;Festuca; 	Poaceae;Sesleria; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WB08_00107 	Poaceae;Bromus; 	Poaceae;Bromus	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WB09_00019 	Asteraceae;Leontodon; 	Asteraceae;Taraxacum	Asteraceae;Hieracium; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
