locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WE01_00001	CDS	4704				hypothetical protein
P002_WE01_00002	CDS	279	rps15			ribosomal protein S15
P002_WE01_00003	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WE01_00004	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WE01_00005	CDS	114				hypothetical protein
P002_WE01_00006	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WE01_00007	CDS	501	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WE01_00008	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WE01_00009	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WE01_00010	CDS	246	psaC			photosystem I subunit VII
P002_WE01_00011	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WE01_00012	CDS	969	ccsA			cytochrome c heme attachment protein
P002_WE01_00013	tRNA	80				tRNA-Leu(tag)
P002_WE01_00014	CDS	2232	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WE01_00015	CDS	279	rps19			ribosomal protein S19
P002_WE01_00016	CDS	474	rpl22			ribosomal protein L22
P002_WE01_00017	CDS	657	rps3			ribosomal protein S3
P002_WE01_00018	CDS	360	rpl16			ribosomal protein L16
P002_WE01_00019	CDS	369	rpl14			ribosomal protein L14
P002_WE01_00020	CDS	405	rps8			ribosomal protein S8
P002_WE01_00021	CDS	234	infA			translational initiation factor 1
P002_WE01_00022	CDS	354				hypothetical protein
P002_WE01_00023	CDS	411	rps11			ribosomal protein S11
P002_WE01_00024	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WE01_00025	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WE01_00026	CDS	489	petB			cytochrome b6
P002_WE01_00027	CDS	171				hypothetical protein
P002_WE01_00028	CDS	222	psbH			photosystem II phosphoprotein
P002_WE01_00029	CDS	132	psbN			photosystem II protein N
